"date","FISHCR_FLOW_cfs","S127_P_FLOW_cfs","S133_P_FLOW_cfs","S154_C_FLOW_cfs","S191_S_FLOW_cfs","S308_S_FLOW_cfs","S4_P_FLOW_cfs","S71_S_FLOW_cfs","S72_S_FLOW_cfs","SUM_S65_FLOW_cfs","SUM_S84_FLOW_cfs"
1999-11-21,472189.08042432,0,0,99000.6794786016,0,1434341.61261639,0,88773.9936953184,0,NA,NA
1999-11-22,315608.24546496,0,0,0,0,1848730.34576079,0,16563.3164480448,20991.6181867392,NA,NA
1999-11-23,337627.42538112,268071.282601517,0,0,275264.214707462,1391551.00631266,0,14924.110832064,0,NA,NA
1999-11-24,261783.58344768,0,418131.993730147,0,0,1635070.90330765,0,116065.543913626,0,NA,NA
1999-11-25,337627.42538112,0,0,85617.9112406688,0,1045788.71724029,0,69849.731845152,0,NA,NA
1999-11-26,349860.30311232,0,0,12832.2887400288,294371.969723597,303950.312987126,0,273710.6392356,19474.7413480704,NA,NA
1999-11-27,242210.97907776,0,0,0,0,1899680.28151124,0,467210.299187722,183958.015321786,NA,NA
1999-11-28,271569.88563264,0,0,0,0,4520133.95182252,0,514025.522265024,279142.036948253,NA,NA
1999-11-29,291142.49000256,241623.800946662,0,0,266016.159142675,5221579.39380726,0,0,76125.1981212576,NA,NA
1999-11-30,266676.73454016,0,0,0,0,3715920.10401797,0,1088.7261180768,489.315109248,NA,NA
1999-12-01,178600.01487552,0,0,0,0,3101071.20349239,0,0,0,NA,NA
1999-12-02,210405.49697664,0,0,0,0,2241417.95381005,0,0,0,NA,NA
1999-12-03,271569.88563264,0,0,0,0,2110000.14834376,0,0,0,NA,NA
1999-12-04,234871.25243904,0,0,0,0,1456446.42267667,0,0,0,NA,NA
1999-12-05,200619.19479168,0,0,0,281246.091918019,1374559.53914402,0,0,0,NA,NA
1999-12-06,178600.01487552,0,419979.158267558,0,0,1718352.33490166,0,0,0,NA,NA
1999-12-07,195726.0436992,0,0,0,0,2382866.71901591,0,0,0,NA,NA
1999-12-08,127221.92840448,0,0,0,0,4412325.60037745,0,0,0,NA,NA
1999-12-09,193279.46815296,0,0,0,0,4229896.69477207,0,0,0,NA,NA
1999-12-10,188386.31706048,275386.543484774,0,0,0,3428190.58690241,0,0,0,NA,NA
1999-12-11,173706.86378304,0,0,0,281796.571415923,2227129.95262,0,0,0,NA,NA
1999-12-12,168813.71269056,0,0,0,0,1715465.3757571,0,0,0,NA,NA
1999-12-13,102756.17294208,0,0,0,0,1956832.28627141,0,0,0,NA,NA
1999-12-14,149241.10832064,0,0,0,0,2086256.1326675,0,27646.303672512,0,NA,NA
1999-12-15,132115.07949696,0,0,100309.59739584,0,1840913.53689056,0,0,0,NA,NA
1999-12-16,110095.8995808,0,0,0,0,297907.271387914,0,152458.355163946,17407.3850114976,NA,NA
1999-12-17,149241.10832064,197756.701402579,201071.811267734,0,267068.186627558,1573527.29544199,99624.5562428928,323278.259802422,0,NA,NA
1999-12-18,181046.59042176,0,0,0,0,3222139.99439808,0,377946.990383155,59415.0871404384,NA,NA
1999-12-19,181046.59042176,0,0,0,0,2591021.36649001,0,718339.046131526,285185.078547466,NA,NA
1999-12-20,122328.777312,0,417985.199197373,0,281698.708394074,1900328.624031,0,219433.360742266,83550.554904096,NA,NA
1999-12-21,112542.47512704,0,0,0,0,1601161.36623677,0,29493.4682099232,0,NA,NA
1999-12-22,95416.44630336,0,0,0,0,1469449.97170494,0,114646.530096806,164263.082174554,NA,NA
1999-12-23,166367.13714432,0,0,0,274897.228375526,818636.410649635,0,336758.891062205,174979.083067085,NA,NA
1999-12-24,185939.74151424,0,0,0,0,332489.616734016,0,162660.575191766,212534.017701869,NA,NA
1999-12-25,144347.95722816,0,0,0,0,90388.7335558368,0,0,0,NA,NA
1999-12-26,195726.0436992,0,0,0,0,247067.431537046,0,0,0,NA,NA
1999-12-27,100309.59739584,0,0,0,0,2186847.08625116,75244.4309246112,39230.8388839584,0,NA,NA
1999-12-28,151687.68386688,0,0,0,0,4173625.45720855,0,0,0,NA,NA
1999-12-29,144347.95722816,0,422572.528346573,0,0,3277249.10857714,0,0,0,NA,NA
1999-12-30,207958.9214304,215910.29195568,0,0,274334.515999891,3037680.43108932,62130.7859967648,267655.364758656,0,NA,NA
1999-12-31,195726.0436992,0,0,0,0,1623706.55989537,0,141595.55973864,0,NA,NA
2000-01-01,220191.7991616,0,0,0,0,NA,0,0,0,NA,NA
2000-01-02,225084.95025408,0,0,0,0,NA,0,0,0,NA,NA
2000-01-03,222638.37470784,0,0,0,0,NA,0,0,0,NA,NA
2000-01-04,168813.71269056,0,0,0,0,724223.060320234,0,256021.898036285,0,NA,NA
2000-01-05,117435.62621952,0,0,0,270432.228003638,145925.998455485,0,79012.1572658208,89715.9252806208,NA,NA
2000-01-06,195726.0436992,0,0,0,0,300304.915423229,0,0,0,NA,NA
2000-01-07,205512.34588416,0,0,0,0,293601.298426531,0,0,0,NA,NA
2000-01-08,193279.46815296,0,0,0,0,253110.473136259,0,0,0,NA,NA
2000-01-09,171260.2882368,0,513426.111256195,0,0,0,0,0,0,NA,NA
2000-01-10,117435.62621952,0,0,0,0,958580.531894563,0,0,0,NA,NA
2000-01-11,85630.1441184,0,0,0,0,2941994.86147587,0,0,0,NA,NA
2000-01-12,134561.6550432,0,0,0,268010.118212861,3821000.52372898,0,0,0,NA,NA
2000-01-13,156580.83495936,0,0,0,0,4265641.16350263,0,0,0,NA,NA
2000-01-14,48931.5109248,0,0,0,0,2756838.02413643,0,8452.9185122592,0,NA,NA
2000-01-15,70950.69084096,0,0,0,0,2304331.64398161,0,0,0,NA,NA
2000-01-16,168813.71269056,0,0,0,0,1512962.31779482,0,0,0,NA,NA
2000-01-17,134561.6550432,0,0,0,0,2060456.9935324,0,0,0,NA,NA
2000-01-18,129668.50395072,0,0,0,0,1150343.12320885,0,0,0,NA,NA
2000-01-19,83183.56857216,0,0,0,0,955155.326129827,0,0,0,NA,NA
2000-01-20,139454.80613568,0,0,0,0,306653.778965722,0,0,0,NA,NA
2000-01-21,48931.5109248,24685.9472615616,0,8000.3020362048,0,647938.834788471,0,0,0,NA,NA
2000-01-22,112542.47512704,0,0,0,0,546919.730484221,0,37187.948302848,0,NA,NA
2000-01-23,70950.69084096,0,0,0,0,0,0,0,0,NA,NA
2000-01-24,141901.38168192,226993.279180147,524729.290279824,0,302910.518379974,0,0,507529.864189757,0,NA,NA
2000-01-25,102756.17294208,0,0,0,0,0,0,474256.436760893,0,NA,NA
2000-01-26,112542.47512704,0,0,0,0,137008.23058944,0,0,0,NA,NA
2000-01-27,58717.81310976,0,0,0,285246.242936122,468837.271925971,0,0,0,NA,NA
2000-01-28,124775.35285824,0,0,0,0,0,0,0,0,NA,NA
2000-01-29,144347.95722816,0,0,0,0,0,0,0,0,NA,NA
2000-01-30,114989.05067328,0,0,0,0,0,0,0,0,NA,NA
2000-01-31,117435.62621952,0,0,0,0,313345.163084688,0,30423.1669174944,0,NA,NA
2000-02-01,75843.84193344,0,0,0,298005.134409763,818501.848994592,0,0,0,NA,NA
2000-02-02,51378.08647104,0,0,0,0,476323.793097466,0,168153.137293075,0,NA,NA
2000-02-03,112542.47512704,0,529353.318062218,0,0,490416.068243808,0,0,44221.852998288,NA,NA
2000-02-04,114989.05067328,0,0,0,0,683450.878842144,0,0,0,NA,NA
2000-02-05,66057.53974848,0,0,0,0,727366.909897152,0,0,0,NA,NA
2000-02-06,105202.74848832,0,0,0,0,234198.444163824,0,0,0,NA,NA
2000-02-07,122328.777312,0,0,0,0,1245025.59684834,0,9419.315853024,0,NA,NA
2000-02-08,90523.29521088,0,220717.812904042,0,281735.407027267,865708.524159293,0,0,0,NA,NA
2000-02-09,119882.20176576,0,0,0,0,0,0,0,0,NA,NA
2000-02-10,92969.87075712,0,0,0,0,0,0,0,0,NA,NA
2000-02-11,70950.69084096,0,0,0,0,68907.8002598496,0,0,0,NA,NA
2000-02-12,114989.05067328,0,0,0,0,340869.137979888,0,0,0,NA,NA
2000-02-13,114989.05067328,0,0,0,0,0,0,0,0,NA,NA
2000-02-14,56271.23756352,0,0,0,0,0,0,0,0,NA,NA
2000-02-15,85630.1441184,0,0,0,0,88113.4182978336,0,0,0,NA,NA
2000-02-16,119882.20176576,0,0,0,0,248327.41794336,0,0,0,NA,NA
2000-02-17,112542.47512704,0,0,0,0,310323.642285082,0,0,0,NA,NA
2000-02-18,139454.80613568,0,0,0,0,774671.448083702,0,0,0,NA,NA
2000-02-19,129668.50395072,0,0,0,309393.94357751,648134.56083217,0,108701.351519443,0,NA,NA
2000-02-20,70950.69084096,0,0,0,0,64088.0464337568,0,0,0,NA,NA
2000-02-21,80736.99302592,0,0,0,0,589783.734054346,0,0,0,NA,NA
2000-02-22,51378.08647104,0,0,0,0,298751.339951366,0,0,0,NA,NA
2000-02-23,102756.17294208,0,0,0,954.1644630336,699708.373346909,0,0,0,NA,NA
2000-02-24,90523.29521088,0,0,0,0,290371.818705494,0,0,0,NA,NA
2000-02-25,80736.99302592,0,0,0,0,0,0,452.6164760544,0,NA,NA
2000-02-26,100309.59739584,0,0,0,0,0,0,0,0,NA,NA
2000-02-27,122328.777312,0,0,0,0,0,0,0,0,NA,NA
2000-02-28,63610.96420224,0,0,5321.301813072,0,492936.041056435,0,0,0,NA,NA
2000-02-29,90523.29521088,0,0,0,0,1880217.7730409,0,0,0,NA,NA
2000-03-01,117435.62621952,0,0,0,0,0,0,0,0,NA,NA
2000-03-02,78290.41747968,0,0,0,0,0,0,0,0,NA,NA
2000-03-03,44038.35983232,0,0,0,0,154134.25941312,0,8856.6034773888,0,NA,NA
2000-03-04,34252.05764736,0,0,0,0,650214.150046474,0,16135.1657274528,0,NA,NA
2000-03-05,53824.66201728,0,0,0,0,0,0,0,0,NA,NA
2000-03-06,85630.1441184,0,0,0,0,482929.547072314,0,0,0,NA,NA
2000-03-07,83183.56857216,0,0,0,0,1060040.01979714,0,0,0,NA,NA
2000-03-08,105202.74848832,0,0,0,0,472397.03934575,0,0,0,NA,NA
2000-03-09,114989.05067328,0,0,0,0,683010.495243821,0,0,0,NA,NA
2000-03-10,102756.17294208,0,0,0,0,366839.537403226,0,0,0,NA,NA
2000-03-11,78290.41747968,0,0,0,0,807761.382346598,0,0,0,NA,NA
2000-03-12,46484.93537856,0,0,0,0,346789.850801789,0,0,0,NA,NA
2000-03-13,34252.05764736,0,0,0,0,31487.4272801088,0,66791.512412352,0,NA,NA
2000-03-14,97863.0218496,0,0,0,0,0,0,59623.0460618688,0,NA,NA
2000-03-15,85630.1441184,0,0,0,0,0,0,127515.517470029,0,NA,NA
2000-03-16,90523.29521088,0,0,0,0,35585.4413200608,0,117044.174132122,0,NA,NA
2000-03-17,73397.2663872,0,0,0,0,337138.110271872,0,0,0,NA,NA
2000-03-18,20306.577033792,0,0,0,0,0,0,0,0,NA,NA
2000-03-19,80736.99302592,0,0,0,0,0,0,0,0,NA,NA
2000-03-20,92969.87075712,0,0,2226.3837470784,0,0,0,0,0,NA,NA
2000-03-21,68504.11529472,0,0,0,0,0,0,0,0,NA,NA
2000-03-22,85630.1441184,0,0,0,0,0,0,0,0,NA,NA
2000-03-23,78290.41747968,0,0,0,0,0,0,0,0,NA,NA
2000-03-24,70950.69084096,0,0,0,0,0,0,0,0,NA,NA
2000-03-25,80736.99302592,0,0,0,0,0,0,0,0,NA,NA
2000-03-26,70950.69084096,0,0,0,0,421850.788560432,0,0,0,NA,NA
2000-03-27,58717.81310976,0,172471.343132189,0,0,123552.06508512,0,0,0,NA,NA
2000-03-28,58717.81310976,0,0,0,0,0,0,0,0,NA,NA
2000-03-29,80736.99302592,0,0,0,0,0,0,0,0,NA,NA
2000-03-30,63610.96420224,0,0,0,0,111319.18735392,0,5810.61692232,0,NA,NA
2000-03-31,51378.08647104,0,0,0,0,172483.57600992,0,0,0,NA,NA
2000-04-01,39145.20873984,0,0,0,0,89165.4457827168,0,0,0,NA,NA
2000-04-02,141901.38168192,0,0,0,0,649541.341771258,0,0,0,NA,NA
2000-04-03,95416.44630336,0,0,0,0,674557.576731562,0,0,1125.4247512704,NA,NA
2000-04-04,75843.84193344,0,0,0,0,794562.107274634,0,0,0,NA,NA
2000-04-05,29358.90655488,0,0,0,0,950934.983312563,0,366.986331936,0,NA,NA
2000-04-06,90523.29521088,0,0,0,0,1518100.12644192,0,0,0,NA,NA
2000-04-07,90523.29521088,0,0,0,0,1156019.17847613,0,0,0,NA,NA
2000-04-08,63610.96420224,0,0,0,0,983486.670955286,0,0,0,NA,NA
2000-04-09,0,0,0,0,0,236791.814242838,0,0,0,NA,NA
2000-04-10,24465.7554624,0,0,0,0,1197708.82578406,0,0,0,NA,NA
2000-04-11,70950.69084096,0,0,0,0,1747564.44692377,0,0,0,NA,NA
2000-04-12,92969.87075712,0,0,0,0,827101.562039626,0,0,0,NA,NA
2000-04-13,78290.41747968,0,0,0,0,0,0,113680.132756042,0,NA,NA
2000-04-14,85630.1441184,301369.175785843,434291.625213062,0,0,0,1203091.29198579,0,0,NA,NA
2000-04-15,53824.66201728,0,59537.4159177504,0,299424.148226582,0,1073863.17163339,227519.292922589,0,NA,NA
2000-04-16,95416.44630336,187676.81015207,0,0,0,0,734535.376247635,219665.785419158,55047.9497904,NA,NA
2000-04-17,97863.0218496,0,0,0,281392.886450794,0,436395.680182829,233904.855098275,43793.702277696,NA,NA
2000-04-18,92969.87075712,0,0,0,0,0,0,179285.056028467,33114.4000183584,NA,NA
2000-04-19,39145.20873984,0,0,0,0,0,0,0,100762.213871894,NA,NA
2000-04-20,73397.2663872,0,0,0,0,638470.587424522,0,0,0,NA,NA
2000-04-21,78290.41747968,0,0,0,0,777631.804494653,0,0,0,NA,NA
2000-04-22,78290.41747968,0,0,0,0,422389.035180605,0,0,0,NA,NA
2000-04-23,53824.66201728,0,0,0,0,456029.448941405,0,0,0,NA,NA
2000-04-24,46484.93537856,0,0,0,0,1029384.42820275,0,0,0,NA,NA
2000-04-25,48931.5109248,0,0,0,0,2150331.94622353,0,0,0,NA,NA
2000-04-26,34252.05764736,0,0,0,0,2923804.57228957,0,0,0,NA,NA
2000-04-27,80736.99302592,0,0,0,0,4370709.35033591,0,0,0,NA,NA
2000-04-28,46484.93537856,0,0,0,0,5287954.98837675,0,0,0,NA,NA
2000-04-29,58717.81310976,0,0,0,0,6163706.70515336,0,0,0,NA,NA
2000-04-30,23976.440353152,0,0,0,0,5416706.02649763,0,0,0,NA,NA
2000-05-01,51378.08647104,0,0,0,0,4745096.57329929,0,0,0,NA,NA
2000-05-02,73397.2663872,0,0,0,0,4767164.68472637,0,0,0,NA,NA
2000-05-03,61164.388656,0,0,0,0,4842800.56773838,0,0,0,NA,NA
2000-05-04,66057.53974848,0,0,0,0,4732239.8188038,0,0,0,NA,NA
2000-05-05,44038.35983232,0,0,0,0,4833258.92310805,0,0,0,NA,NA
2000-05-06,44038.35983232,0,0,0,0,4571573.20268221,0,0,0,NA,NA
2000-05-07,61164.388656,0,0,0,0,4239046.88731501,0,0,0,NA,NA
2000-05-08,61164.388656,0,0,0,0,4913836.88872346,0,0,0,NA,NA
2000-05-09,56271.23756352,0,0,0,0,4890154.03743586,0,0,0,NA,NA
2000-05-10,48931.5109248,0,0,0,0,5154885.74441676,0,0,0,NA,NA
2000-05-11,41591.78428608,0,0,0,0,4912882.72426043,0,0,0,NA,NA
2000-05-12,44038.35983232,0,0,0,0,4577701.87442555,0,0,0,NA,NA
2000-05-13,41591.78428608,0,0,0,0,4471251.37240864,0,0,0,NA,NA
2000-05-14,34252.05764736,0,0,0,0,4229321.7495187,0,0,0,NA,NA
2000-05-15,21040.549697664,0,0,0,0,5520391.89814728,0,0,0,NA,NA
2000-05-16,14679.45327744,0,0,0,0,5609642.97407412,0,0,0,NA,NA
2000-05-17,9786.30218496,0,0,0,0,4811092.94865911,0,0,0,NA,NA
2000-05-18,23242.46768928,0,0,0,0,2923963.59970008,0,0,0,NA,NA
2000-05-19,29358.90655488,0,0,0,0,2708200.10227717,0,0,0,NA,NA
2000-05-20,22019.17991616,0,0,0,0,2806907.19269023,0,0,0,NA,NA
2000-05-21,20551.234588416,0,0,0,0,877696.744335869,0,0,0,NA,NA
2000-05-22,17615.343932928,0,0,0,0,320562.560946096,0,0,0,NA,NA
2000-05-23,21040.549697664,0,0,0,0,0,0,0,0,NA,NA
2000-05-24,16636.713714432,0,0,0,0,0,0,0,0,NA,NA
2000-05-25,14924.110832064,0,0,0,0,0,0,0,0,NA,NA
2000-05-26,16392.056159808,0,0,0,0,0,0,0,0,NA,NA
2000-05-27,16881.371269056,0,0,0,0,0,0,0,0,NA,NA
2000-05-28,13211.507949696,0,0,0,0,0,0,0,0,NA,NA
2000-05-29,17860.001487552,0,0,0,0,0,0,0,0,NA,NA
2000-05-30,5137.808647104,0,0,0,0,0,0,0,0,NA,NA
2000-05-31,7829.041747968,0,0,0,0,0,0,0,0,NA,NA
2000-06-01,13211.507949696,0,0,0,0,399782.677133347,0,0,0,NA,NA
2000-06-02,15413.425941312,0,0,0,0,379084.648012157,0,0,0,NA,NA
2000-06-03,15168.768386688,0,0,0,0,236400.36215544,0,0,0,NA,NA
2000-06-04,15413.425941312,0,0,0,0,0,0,0,0,NA,NA
2000-06-05,12477.535285824,0,0,0,0,89556.8978701152,0,0,0,NA,NA
2000-06-06,16392.056159808,0,0,0,0,51365.8535933088,0,0,0,NA,NA
2000-06-07,15902.74105056,0,0,0,0,0,0,0,0,NA,NA
2000-06-08,3425.205764736,0,0,0,0,0,0,0,0,NA,NA
2000-06-09,3425.205764736,0,0,0,0,NA,0,0,0,NA,NA
2000-06-10,10030.959739584,0,0,0,0,NA,0,0,0,NA,NA
2000-06-11,11743.562621952,0,0,0,0,0,0,0,0,NA,NA
2000-06-12,11009.58995808,0,0,0,0,0,0,0,0,NA,NA
2000-06-13,14924.110832064,0,0,0,0,0,0,0,0,NA,NA
2000-06-14,14190.138168192,0,0,0,0,0,0,0,0,NA,NA
2000-06-15,13700.823058944,0,0,0,0,0,0,0,0,NA,NA
2000-06-16,14190.138168192,0,0,0,0,0,0,0,0,NA,NA
2000-06-17,16636.713714432,0,0,0,0,0,0,0,0,NA,NA
2000-06-18,12477.535285824,0,0,0,0,0,0,0,0,NA,NA
2000-06-19,11498.905067328,0,0,0,0,243091.746274406,0,0,0,NA,NA
2000-06-20,13700.823058944,0,0,0,0,329749.452122227,0,3718.7948302848,0,NA,NA
2000-06-21,11254.247512704,0,0,0,0,208056.78445225,0,146.7945327744,0,NA,NA
2000-06-22,11254.247512704,0,0,0,0,283007.626311312,0,0,0,NA,NA
2000-06-23,10764.932403456,0,0,0,0,18826.3988283168,0,0,0,NA,NA
2000-06-24,9786.30218496,0,0,0,0,0,0,467552.819764195,0,NA,NA
2000-06-25,14924.110832064,0,0,0,0,NA,0,112982.858725363,0,NA,NA
2000-06-26,15168.768386688,0,0,0,0,NA,0,146488.71083112,25566.714458208,NA,NA
2000-06-27,12477.535285824,0,0,0,0,0,0,189059.125335696,0,NA,NA
2000-06-28,18104.659042176,0,0,0,0,0,0,261636.788914906,152128.067465203,NA,NA
2000-06-29,17370.686378304,0,0,0,0,0,0,130096.654671312,59109.2651971584,NA,NA
2000-06-30,17860.001487552,0,0,0,0,0,0,0,152433.889408483,NA,NA
2000-07-01,17860.001487552,0,0,0,0,0,0,82107.0753318144,96590.8025655552,NA,NA
2000-07-02,5382.466201728,0,0,0,0,0,0,108566.7898644,54093.7853273664,NA,NA
2000-07-03,12966.850395072,0,0,0,0,0,0,0,33322.3589397888,NA,NA
2000-07-04,17860.001487552,0,0,0,0,0,0,0,0,NA,NA
2000-07-05,16636.713714432,0,0,0,0,0,0,40013.7430587552,0,NA,NA
2000-07-06,16881.371269056,0,0,0,0,0,0,0,0,NA,NA
2000-07-07,18104.659042176,0,0,0,0,0,0,0,0,NA,NA
2000-07-08,14679.45327744,0,0,0,0,0,0,521157.289982314,0,NA,NA
2000-07-09,13211.507949696,0,0,0,0,0,0,490367.136732883,0,NA,NA
2000-07-10,13700.823058944,0,0,0,0,0,0,0,0,NA,NA
2000-07-11,14679.45327744,0,0,0,0,0,0,0,0,NA,NA
2000-07-12,12232.8777312,0,0,0,0,0,0,0,0,NA,NA
2000-07-13,12232.8777312,0,0,0,0,0,0,0,0,NA,NA
2000-07-14,19327.946815296,0,0,0,0,0,0,0,0,NA,NA
2000-07-15,18593.974151424,0,0,0,0,0,0,0,0,NA,NA
2000-07-16,15658.083495936,0,0,0,0,0,0,0,0,NA,NA
2000-07-17,18104.659042176,0,0,0,0,0,0,0,0,NA,NA
2000-07-18,17126.02882368,0,0,0,0,2090305.21519653,0,0,0,NA,NA
2000-07-19,13211.507949696,0,0,0,0,2094794.68132388,0,0,0,NA,NA
2000-07-20,12232.8777312,0,0,0,0,2158613.60444755,0,0,0,NA,NA
2000-07-21,10030.959739584,0,0,0,0,1974092.87675013,0,464555.764720051,77629.8420821952,NA,NA
2000-07-22,13211.507949696,0,0,0,0,1900181.82949822,0,1289382.01150167,162354.753248486,NA,NA
2000-07-23,16636.713714432,0,0,0,0,868840.14085848,0,1105937.7770446,143454.957153782,NA,NA
2000-07-24,15658.083495936,0,0,0,295264.969797974,0,0,1097729.51608696,122096.352635107,NA,NA
2000-07-25,22508.495025408,0,0,0,0,0,0,1304342.82096693,121839.462202752,NA,NA
2000-07-26,22508.495025408,0,0,0,290665.407771043,NA,0,285319.640202509,46399.3052344416,NA,NA
2000-07-27,15413.425941312,0,0,0,0,0,0,1163004.15166065,76846.9379073984,NA,NA
2000-07-28,21774.522361536,0,0,0,0,0,0,802036.395568397,1908.3289260672,NA,NA
2000-07-29,20061.919479168,0,0,0,0,0,0,201218.605800509,0,NA,NA
2000-07-30,18838.631706048,0,0,0,276475.269602851,116897.379599347,0,760505.775670973,0,NA,NA
2000-07-31,14924.110832064,0,0,0,0,0,0,1203054.5933526,80614.664248608,NA,NA
2000-08-01,14924.110832064,0,0,0,0,0,0,634005.587052634,133680.887846554,NA,NA
2000-08-02,13700.823058944,0,0,0,279851.543856662,0,0,365995.468839773,0,NA,NA
2000-08-03,15902.74105056,0,0,0,0,0,0,946690.174739837,0,NA,NA
2000-08-04,16147.398605184,0,0,0,308048.327027078,0,0,119454.051045168,0,NA,NA
2000-08-05,14434.795722816,0,0,0,0,30985.8792931296,0,154305.519701357,0,NA,NA
2000-08-06,14190.138168192,0,0,0,294702.257422339,0,0,0,0,NA,NA
2000-08-07,14434.795722816,0,0,0,323229.328291498,0,0,0,0,NA,NA
2000-08-08,12722.192840448,0,0,0,294408.66835679,0,0,0,0,NA,NA
2000-08-09,20306.577033792,0,0,0,376821.565631885,0,0,0,0,NA,NA
2000-08-10,22997.810134656,0,0,0,224779.1283108,121570.338892666,0,0,0,NA,NA
2000-08-11,26912.33100864,0,0,0,299583.175637088,537231.29132111,0,0,0,NA,NA
2000-08-12,22508.495025408,0,0,0,0,220436.456716224,0,0,0,NA,NA
2000-08-13,17615.343932928,0,0,0,263520.65208551,501853.80892248,0,0,0,NA,NA
2000-08-14,18349.3165968,0,0,0,0,555005.662664544,0,0,0,NA,NA
2000-08-15,18104.659042176,0,0,0,0,643510.533049776,0,43597.9762339968,0,NA,NA
2000-08-16,14679.45327744,0,0,0,0,738926.979353136,0,118279.694782973,0,NA,NA
2000-08-17,11988.220176576,0,0,0,264548.213814931,765937.173383626,0,0,0,NA,NA
2000-08-18,16147.398605184,0,0,0,0,707097.031496554,0,0,0,NA,NA
2000-08-19,34252.05764736,0,0,0,0,779124.215577859,0,0,0,NA,NA
2000-08-20,53824.66201728,0,0,0,0,580804.801799645,0,0,0,NA,NA
2000-08-21,34252.05764736,0,0,0,0,703341.538033075,0,0,0,NA,NA
2000-08-22,13700.823058944,0,0,0,0,663278.863463395,0,0,0,NA,NA
2000-08-23,23731.782798528,0,0,0,0,596242.693496419,0,0,0,NA,NA
2000-08-24,14190.138168192,0,0,0,0,524460.166969738,0,0,0,NA,NA
2000-08-25,24221.097907776,0,0,0,0,653517.027033898,0,0,0,NA,NA
2000-08-26,23731.782798528,0,0,0,0,448286.037337555,0,111478.214764426,0,NA,NA
2000-08-27,29358.90655488,0,0,0,304561.956873686,239911.198064294,0,0,0,NA,NA
2000-08-28,21529.864806912,0,0,0,0,546662.840051866,0,0,0,NA,NA
2000-08-29,18349.3165968,0,0,0,0,409850.335506125,0,0,0,NA,NA
2000-08-30,17370.686378304,0,0,0,0,554761.00510992,0,0,0,NA,NA
2000-08-31,14924.110832064,0,0,0,238027.33489369,523909.687471834,0,0,0,NA,NA
2000-09-01,12966.850395072,0,0,0,0,605282.790139776,0,0,0,NA,NA
2000-09-02,13211.507949696,0,0,0,230553.046599926,768958.694183232,0,0,0,NA,NA
2000-09-03,18104.659042176,0,0,0,53653.4017290432,775858.037223629,0,0,0,NA,NA
2000-09-04,22019.17991616,0,0,0,0,805155.779389853,0,0,0,NA,NA
2000-09-05,34252.05764736,0,0,0,339376.726896682,710693.497549527,0,744480.705843101,276756.625790669,NA,NA
2000-09-06,23976.440353152,0,0,0,0,595484.255077085,0,574847.39034455,210882.579208157,NA,NA
2000-09-07,24465.7554624,0,0,0,489.315109248,675193.686373584,0,826832.438729539,269722.721095229,NA,NA
2000-09-08,29358.90655488,0,0,0,273551.611825094,214919.428859453,0,498318.507258163,256755.870700157,NA,NA
2000-09-09,24465.7554624,0,0,0,302433.436148458,0,0,523738.427183597,235935.512801654,NA,NA
2000-09-10,26912.33100864,0,0,0,758.4384193344,0,0,136898.134689859,35512.0440536736,NA,NA
2000-09-11,24465.7554624,0,0,0,246406.856139562,0,0,156984.51992449,172177.75406664,NA,NA
2000-09-12,31805.48210112,0,0,0,285038.284014691,0,189793.097999568,218956.278510749,106413.803383709,NA,NA
2000-09-13,41591.78428608,0,0,0,0,0,164923.657572038,0,0,NA,NA
2000-09-14,46484.93537856,0,0,0,0,0,0,0,0,NA,NA
2000-09-15,39145.20873984,0,0,0,0,0,0,0,0,NA,NA
2000-09-16,46484.93537856,0,0,0,295583.024618986,0,0,0,0,NA,NA
2000-09-17,95416.44630336,0,0,0,345896.850727411,0,0,822391.904113114,472788.491433149,NA,NA
2000-09-18,90523.29521088,0,0,0,681615.947182464,0,0,1716896.62245165,784812.503722867,NA,NA
2000-09-19,149241.10832064,0,0,79146.718920864,711366.305824742,0,0,1614764.32627386,514209.015430992,NA,NA
2000-09-20,161473.98605184,0,0,11290.9461458976,651131.615876314,0,0,1026167.18135944,40723.2499671648,NA,NA
2000-09-21,181046.59042176,0,0,2850.2605113696,644281.204346842,0,0,NA,198148.153489978,NA,NA
2000-09-22,251997.28126272,0,0,0,306996.299542195,0,0,NA,251715.925074902,NA,NA
2000-09-23,300928.79218752,0,0,0,617735.859670138,0,0,65103.3752854464,70375.7455875936,NA,NA
2000-09-24,266676.73454016,0,0,0,310519.368328781,0,0,378595.332902909,410192.856082598,NA,NA
2000-09-25,207958.9214304,0,0,0,302225.477227027,0,0,302029.751183328,124934.380268746,NA,NA
2000-09-26,225084.95025408,0,0,0,315559.313954035,0,0,646519.820971651,0,NA,NA
2000-09-27,274016.46117888,0,0,0,0,0,0,623424.147815146,261710.186181293,NA,NA
2000-09-28,278909.61227136,0,0,0,298665.709807248,0,0,460469.98355783,259703.994233376,NA,NA
2000-09-29,159027.4105056,0,0,79831.7600738112,293723.627203843,0,0,0,0,NA,NA
2000-09-30,220191.7991616,0,0,0,0,0,0,127160.764015824,29371.1394326112,NA,NA
2000-10-01,NA,0,0,0,273588.310458288,0,0,319412.670439363,86706.6373587456,NA,NA
2000-10-02,NA,0,0,0,0,0,0,182954.919347827,0,NA,NA
