"","date","S71_TOTAL NITROGEN_mg/L","days"
"113",2019-04-08,2.22,738
"114",2019-04-11,2.11,741
"115",2019-04-18,1.76,748
"116",2019-04-22,1.76,752
"117",2019-04-25,1.63,755
"118",2019-05-06,1.76,766
"119",2019-05-09,1.83,769
"120",2019-05-16,1.2,776
"121",2019-05-20,1.11,780
"122",2019-06-03,1.5,794
"123",2019-06-17,2.58,808
"124",2019-06-20,2.8,811
"125",2019-06-26,3.475,817
"126",2019-07-01,3.48,822
"127",2019-07-03,3.755,824
"128",2019-07-11,2.985,832
"129",2019-07-15,2.5,836
"130",2019-07-18,2.4,839
"131",2019-07-25,1.81,846
"132",2019-07-29,3.07,850
"133",2019-07-31,2.165,852
"134",2019-08-08,3.09,860
"135",2019-08-12,3,864
"136",2019-08-15,3.065,867
"137",2019-08-22,2.935,874
"138",2019-08-26,2.91,878
"139",2019-08-29,3.025,881
"140",2019-09-05,3.02,888
"141",2019-09-09,3,892
"142",2019-09-12,3.25,895
"143",2019-09-19,3.475,902
"144",2019-09-23,3.11,906
"145",2019-09-25,3.49,908
"146",2019-10-10,3.035,923
"147",2019-10-17,2.42,930
"148",2019-10-21,2.23,934
"149",2019-10-24,2.17,937
"150",2019-10-30,2.11,943
"151",2019-11-04,2.08,948
"152",2019-11-07,1.73,951
"153",2019-11-14,2.01,958
"154",2019-11-18,1.91,962
"155",2019-11-27,1.74,971
"156",2019-12-16,2.04,990
"157",2019-12-19,2.28,993
"158",2019-12-23,2.61,997
"159",2019-12-30,3.15,1004
"160",2020-01-02,3.055,1007
"161",2020-01-09,3.19,1014
"162",2020-01-13,3.11,1018
"163",2020-02-06,3.025,1042
"164",2020-02-10,2.45,1046
"165",2020-02-13,2.49,1049
"166",2020-02-20,2.67,1056
"167",2020-02-24,2.49,1060
"168",2020-02-26,2.54,1062
"169",2020-03-04,2.42,1069
"170",2020-03-09,2.6,1074
"171",2020-03-23,2.25,1088
"172",2020-04-02,1.78,1098
"173",2020-04-06,1.64,1102
"174",2020-04-16,1.48,1112
"175",2020-04-20,1.34,1116
"176",2020-04-23,1.36,1119
"177",2020-04-30,1.15,1126
"178",2020-05-04,1.2,1130
"179",2020-05-21,1.48,1147
"180",2020-05-28,1.315,1154
"181",2020-06-01,2.07,1158
"182",2020-06-04,1.955,1161
"183",2020-06-11,3.025,1168
"184",2020-06-15,2.7,1172
"185",2020-06-18,3.43,1175
"186",2020-06-25,2.585,1182
"187",2020-06-29,2.54,1186
"188",2020-07-01,2.67,1188
"189",2020-07-09,2.76,1196
"190",2020-07-13,2.28,1200
"191",2020-07-16,2.17,1203
"192",2020-07-23,2.47,1210
"193",2020-07-27,2.2,1214
"194",2020-07-30,2.375,1217
"195",2020-08-05,21.07,1223
"196",2020-08-10,2.46,1228
"197",2020-08-12,2.55,1230
"198",2020-08-20,2.68,1238
"199",2020-08-24,2.37,1242
"200",2020-08-26,2.555,1244
"201",2020-09-02,2.745,1251
"202",2020-09-08,2.56,1257
"203",2020-09-10,2.435,1259
"204",2020-09-17,1.92,1266
"205",2020-09-21,2.33,1270
"206",2020-09-24,2.35,1273
"207",2020-10-01,2.725,1280
"208",2020-10-05,2.64,1284
"209",2020-10-08,2.61,1287
"210",2020-10-15,2.23,1294
"211",2020-10-19,2.11,1298
"212",2020-10-21,2.28,1300
"213",2020-10-28,2.59,1307
"214",2020-11-02,2.98,1312
"215",2020-11-05,2.98,1315
"216",2020-11-12,2.96,1322
"217",2020-11-16,2.89,1326
"218",2020-11-18,2.865,1328
"219",2020-11-24,2.825,1334
"220",2020-11-30,2.76,1340
"221",2020-12-03,2.87,1343
"222",2020-12-09,2.67,1349
"223",2020-12-14,2.93,1354
"224",2020-12-16,3.095,1356
"225",2020-12-23,2.89,1363
"226",2020-12-28,2.66,1368
"227",2020-12-29,2.685,1369
"228",2021-01-07,2.835,1378
"229",2021-01-11,2.71,1382
"230",2021-01-14,2.47,1385
"231",2021-02-03,2.41,1405
"232",2021-02-08,3.19,1410
"233",2021-02-11,3.66,1413
"234",2021-02-18,2.77,1420
"235",2021-02-22,1.9,1424
"236",2021-02-24,2.235,1426
"237",2021-03-08,1.8,1438
"238",2021-03-11,1.79,1441
"239",2021-03-18,1.93,1448
"240",2021-04-05,1.82,1466
"241",2021-04-15,1.42,1476
"242",2021-04-19,1.26,1480
"243",2021-04-22,1.535,1483
"244",2021-04-28,1.695,1489
"245",2021-06-01,1.25,1523
"246",2021-06-28,1.37,1550
"247",2021-06-30,1.535,1552
"248",2021-07-08,2.535,1560
"249",2021-07-12,2.63,1564
"250",2021-07-15,2.415,1567
"251",2021-07-22,2.52,1574
"252",2021-07-26,3.04,1578
"253",2021-07-28,2.4,1580
"254",2021-08-05,2.64,1588
"255",2021-08-09,2.55,1592
"256",2021-08-12,2.545,1595
"257",2021-08-19,2.365,1602
"258",2021-08-23,2.65,1606
"259",2021-08-26,2.52,1609
"260",2021-09-02,2.38,1616
"261",2021-09-07,2.32,1621
"262",2021-09-09,2.36,1623
"263",2021-09-14,2.25,1628
"264",2021-09-20,2.52,1634
"265",2021-09-23,2.255,1637
"266",2021-09-29,2.14,1643
"267",2021-10-04,1.92,1648
"268",2021-10-07,1.98,1651
"269",2021-10-13,2.49,1657
"270",2021-10-18,2.1,1662
"271",2021-10-21,2.315,1665
"272",2021-10-28,1.985,1672
"273",2021-11-01,2.36,1676
"274",2021-11-03,2.08,1678
"275",2021-11-10,2.785,1685
"276",2021-11-18,1.985,1693
"277",2021-11-23,2.515,1698
"278",2021-11-29,2.82,1704
"279",2021-12-02,2.51,1707
"280",2021-12-08,2.74,1713
"281",2021-12-13,2.78,1718
"282",2021-12-15,2.71,1720
"283",2021-12-22,2.45,1727
"284",2021-12-27,2.4,1732
"285",2022-01-19,2.705,1755
"286",2022-01-24,2.92,1760
"287",2022-01-26,3.12,1762
"288",2022-02-03,3.42,1770
"289",2022-02-07,3.34,1774
"290",2022-02-09,3.32,1776
"291",2022-02-21,3.13,1788
"292",2022-02-24,2.99,1791
"293",2022-03-07,2.68,1802
"294",2022-03-17,2.12,1812
"295",2022-04-04,1.65,1830
"296",2022-04-18,1.4,1844
"297",2022-04-21,1.39,1847
"298",2022-05-02,1.32,1858
"299",2022-05-31,2.14,1887
"300",2022-06-09,1.455,1896
"301",2022-06-27,1.69,1914
"302",2022-06-30,1.73,1917
"303",2022-07-07,1.88,1924
"304",2022-07-11,2.08,1928
"305",2022-07-14,2.005,1931
"306",2022-07-20,1.97,1937
"307",2022-07-25,1.79,1942
"308",2022-07-28,2.03,1945
"309",2022-08-17,2.98,1965
"310",2022-08-22,1.58,1970
"311",2022-09-01,1.67,1980
"312",2022-09-27,3.14,2006
"313",2022-10-03,3.35,2012
"314",2022-10-05,2.96,2014
"315",2022-10-13,2.08,2022
"316",2022-10-17,1.96,2026
"317",2022-10-26,2.62,2035
"318",2022-10-31,2.63,2040
"319",2022-11-02,2.71,2042
"320",2022-11-22,3.05,2062
"321",2022-11-28,3.06,2068
"322",2022-11-30,2.49,2070
"323",2022-12-07,3.01,2077
"324",2022-12-14,2.37,2084
"325",2022-12-27,1.82,2097
"326",2022-12-29,1.8,2099
"327",2023-01-04,2.02,2105
"328",2023-01-09,2.13,2110
"329",2023-01-11,2.04,2112
"330",2023-01-18,2.23,2119
"331",2023-01-23,2.38,2124
"332",2023-01-25,2.26,2126
"333",2023-02-01,2.69,2133
"334",2023-02-09,2.555,2141
"335",2023-02-16,2.48,2148
"336",2023-02-20,2.53,2152
"337",2023-02-22,2.435,2154
"338",2023-03-06,2.54,2166
"339",2023-03-09,2.33,2169
"340",2023-03-16,2.02,2176
"341",2023-03-20,2.33,2180
"342",2023-04-03,1.41,2194
"343",2023-05-01,1.22,2222
