"","date","S351_S_FLOW_cfs"
"86",2000-03-26,286714.188263866
"87",2000-03-27,569880.841985683
"88",2000-03-28,1265148.68071617
"89",2000-03-29,2466857.65751833
"90",2000-03-30,704540.360050733
"91",2000-03-31,1921369.17372866
"92",2000-04-01,3114294.94431982
"93",2000-04-02,2770526.61431764
"94",2000-04-03,2977139.91919761
"95",2000-04-04,3464130.78167668
"96",2000-04-05,2911473.83153652
"97",2000-04-06,3429193.68287637
"98",2000-04-07,3637641.91941602
"99",2000-04-08,3038133.04756537
"100",2000-04-09,2249503.88599037
"101",2000-04-10,3114246.0128089
"102",2000-04-11,3518811.74513514
"103",2000-04-12,890113.115233037
"104",2000-04-13,0
"105",2000-04-14,0
"106",2000-04-15,0
"107",2000-04-16,0
"108",2000-04-17,0
"109",2000-04-18,0
"110",2000-04-19,0
"111",2000-04-20,0
"112",2000-04-21,0
"113",2000-04-22,0
"114",2000-04-23,0
"115",2000-04-24,0
"116",2000-04-25,798757.984336435
"117",2000-04-26,3660737.59257253
"118",2000-04-27,4781097.93246221
"119",2000-04-28,3896342.81767544
"120",2000-04-29,4660188.16896703
"121",2000-04-30,4309960.87952277
"122",2000-05-01,4449635.87745761
"123",2000-05-02,4639588.00286769
"124",2000-05-03,2744739.70806027
"125",2000-05-04,2461499.65707206
"126",2000-05-05,3702060.25354852
"127",2000-05-06,5193835.2271129
"128",2000-05-07,4894765.83234052
"129",2000-05-08,4088252.2035225
"130",2000-05-09,0
"131",2000-05-10,2777181.29980341
"132",2000-05-11,3736752.6947942
"133",2000-05-12,4607268.73990186
"134",2000-05-13,4664543.07343933
"135",2000-05-14,4484230.45568145
"136",2000-05-15,3537821.63712943
"137",2000-05-16,3717644.93977807
"138",2000-05-17,3712335.87084273
"139",2000-05-18,4212782.89882612
"140",2000-05-19,4227340.02332625
"141",2000-05-20,3792314.42544931
"142",2000-05-21,1472128.97192807
"143",2000-05-22,2559436.07618805
"144",2000-05-23,2628992.21896765
"145",2000-05-24,3527594.95134614
"146",2000-05-25,3702867.62347878
"147",2000-05-26,3797623.49438465
"148",2000-05-27,3214384.3499165
"149",2000-05-28,2939169.06671996
"150",2000-05-29,3002046.05825833
"151",2000-05-30,3225589.66591828
"152",2000-05-31,3083590.42121451
"153",2000-06-01,3048090.61003857
"154",2000-06-02,3469170.72730193
"155",2000-06-03,3234593.06392844
"156",2000-06-04,3035515.21173089
"157",2000-06-05,3239119.22868899
"158",2000-06-06,3300136.82281221
"159",2000-06-07,2439749.60046599
"160",2000-06-08,3215583.17193416
"161",2000-06-09,3150822.31722518
"162",2000-06-10,2290777.61545544
"163",2000-06-11,724724.608307213
"164",2000-06-12,1095258.47478526
"165",2000-06-13,1334827.15227308
"166",2000-06-14,2547178.73270139
"167",2000-06-15,3278019.7798742
"168",2000-06-16,3197184.92382643
"169",2000-06-17,2966374.98679415
"170",2000-06-18,2848034.12762252
"171",2000-06-19,2874579.47229923
"172",2000-06-20,2867190.81414958
"173",2000-06-21,3261211.80587153
"174",2000-06-22,3157207.87940087
"175",2000-06-23,4064936.33856684
"176",2000-06-24,3531509.47222013
"177",2000-06-25,1206333.00458456
"178",2000-06-26,-134537.189287738
"179",2000-06-27,0
"180",2000-06-28,0
"181",2000-06-29,0
"182",2000-06-30,0
"183",2000-07-01,0
"184",2000-07-02,0
"185",2000-07-03,0
"186",2000-07-04,0
"187",2000-07-05,0
"188",2000-07-06,0
"189",2000-07-07,0
"190",2000-07-08,0
"191",2000-07-09,0
"192",2000-07-10,0
"193",2000-07-11,0
"194",2000-07-12,0
"195",2000-07-13,0
"196",2000-07-14,0
"197",2000-07-15,0
"198",2000-07-16,0
"199",2000-07-17,0
"200",2000-07-18,0
"201",2000-07-19,0
"202",2000-07-20,0
"203",2000-07-21,0
"204",2000-07-22,0
"205",2000-07-23,0
"206",2000-07-24,0
"207",2000-07-25,0
"208",2000-07-26,0
"209",2000-07-27,0
"210",2000-07-28,0
"211",2000-07-29,0
"212",2000-07-30,0
"213",2000-07-31,0
"214",2000-08-01,0
"215",2000-08-02,0
"216",2000-08-03,0
"217",2000-08-04,0
"218",2000-08-05,0
"219",2000-08-06,0
"220",2000-08-07,0
"221",2000-08-08,0
"222",2000-08-09,0
"223",2000-08-10,0
"224",2000-08-11,0
"225",2000-08-12,0
"226",2000-08-13,0
"227",2000-08-14,0
"228",2000-08-15,0
"229",2000-08-16,0
"230",2000-08-17,1512228.34513094
"231",2000-08-18,1999439.39940918
"232",2000-08-19,1103845.95495256
"233",2000-08-20,741067.732956096
"234",2000-08-21,721519.594341638
"235",2000-08-22,318299.478565824
"236",2000-08-23,0
"237",2000-08-24,0
"238",2000-08-25,506465.603827142
"239",2000-08-26,716944.49807017
"240",2000-08-27,0
"241",2000-08-28,0
"242",2000-08-29,0
"243",2000-08-30,0
"244",2000-08-31,0
"245",2000-09-01,0
"246",2000-09-02,0
"247",2000-09-03,0
"248",2000-09-04,0
"249",2000-09-05,0
"250",2000-09-06,0
"251",2000-09-07,0
"252",2000-09-08,0
"253",2000-09-09,0
"254",2000-09-10,0
"255",2000-09-11,0
"256",2000-09-12,0
"257",2000-09-13,0
"258",2000-09-14,0
"259",2000-09-15,0
"260",2000-09-16,0
"261",2000-09-17,0
"262",2000-09-18,0
"263",2000-09-19,0
"264",2000-09-20,0
"265",2000-09-21,0
"266",2000-09-22,0
"267",2000-09-23,0
"268",2000-09-24,0
"269",2000-09-25,0
"270",2000-09-26,0
"271",2000-09-27,0
"272",2000-09-28,0
"273",2000-09-29,0
"274",2000-09-30,0
"275",2000-10-01,0
"276",2000-10-02,0
"277",2000-10-03,0
"278",2000-10-04,0
"279",2000-10-05,0
"280",2000-10-06,0
"281",2000-10-07,0
"282",2000-10-08,0
"283",2000-10-09,0
"284",2000-10-10,0
"285",2000-10-11,0
"286",2000-10-12,0
"287",2000-10-13,0
"288",2000-10-14,0
"289",2000-10-15,0
"290",2000-10-16,0
"291",2000-10-17,0
"292",2000-10-18,0
"293",2000-10-19,0
"294",2000-10-20,0
"295",2000-10-21,0
"296",2000-10-22,0
"297",2000-10-23,0
"298",2000-10-24,0
"299",2000-10-25,0
"300",2000-10-26,0
"301",2000-10-27,0
"302",2000-10-28,0
"303",2000-10-29,0
"304",2000-10-30,0
"305",2000-10-31,0
"306",2000-11-01,0
"307",2000-11-02,0
"308",2000-11-03,0
"309",2000-11-04,0
"310",2000-11-05,0
"311",2000-11-06,0
"312",2000-11-07,0
"313",2000-11-08,0
"314",2000-11-09,0
"315",2000-11-10,0
"316",2000-11-11,0
"317",2000-11-12,0
"318",2000-11-13,150635.656381997
"319",2000-11-14,429643.131675206
"320",2000-11-15,498147.246969926
"321",2000-11-16,720076.114769357
"322",2000-11-17,926200.104540077
"323",2000-11-18,849255.303610829
"324",2000-11-19,687047.344895117
"325",2000-11-20,982128.821527123
"326",2000-11-21,554932.265398157
"327",2000-11-22,921600.542513146
"328",2000-11-23,813682.095168499
"329",2000-11-24,672123.234063053
"330",2000-11-25,245734.047864346
"331",2000-11-26,0
"332",2000-11-27,0
"333",2000-11-28,0
"334",2000-11-29,0
"335",2000-11-30,0
"336",2000-12-01,1322300.68547633
"337",2000-12-02,0
"338",2000-12-03,0
"339",2000-12-04,1375611.5666289
"340",2000-12-05,0
"341",2000-12-06,1468263.38256501
"342",2000-12-07,0
"343",2000-12-08,1687941.4008619
"344",2000-12-09,0
"345",2000-12-10,0
"346",2000-12-11,1634043.34157823
"347",2000-12-12,0
"348",2000-12-13,693750.961891814
"349",2000-12-14,0
"350",2000-12-15,914554.404939975
"351",2000-12-16,0
"352",2000-12-17,0
"353",2000-12-18,1267619.72201787
"354",2000-12-19,443857.735598861
"355",2000-12-20,1563851.08915661
"356",2000-12-21,233207.581067597
"357",2000-12-22,1256805.85810349
"358",2000-12-23,0
"359",2000-12-24,0
"360",2000-12-25,1064382.69139171
"361",2000-12-26,0
"362",2000-12-27,1240364.87043276
"363",2000-12-28,0
"364",2000-12-29,1098830.47508277
"365",2000-12-30,0
"366",2000-12-31,0
"367",2001-01-01,290212.791294989
"368",2001-01-02,0
"369",2001-01-03,711635.429134829
"370",2001-01-04,0
"371",2001-01-05,670606.357224384
"372",2001-01-06,0
"373",2001-01-07,0
"374",2001-01-08,429667.597430669
"375",2001-01-09,0
"376",2001-01-10,543017.442487968
"377",2001-01-11,0
"378",2001-01-12,710436.607117171
"379",2001-01-13,0
"380",2001-01-14,0
"381",2001-01-15,608781.393170899
"382",2001-01-16,0
"383",2001-01-17,971584.080922829
"384",2001-01-18,0
"385",2001-01-19,775906.968734554
"386",2001-01-20,0
"387",2001-01-21,0
"388",2001-01-22,778011.02370432
"389",2001-01-23,0
"390",2001-01-24,0
"391",2001-01-25,0
"392",2001-01-26,483100.80736055
"393",2001-01-27,0
"394",2001-01-28,0
"395",2001-01-29,761839.159343674
"396",2001-01-30,0
"397",2001-01-31,822342.972602189
"398",2001-02-01,0
"399",2001-02-02,928548.817064467
"400",2001-02-03,0
"401",2001-02-04,0
"402",2001-02-05,1140397.79361339
"403",2001-02-06,0
"404",2001-02-07,980122.629579207
"405",2001-02-08,0
"406",2001-02-09,1289100.65531386
"407",2001-02-10,0
"408",2001-02-11,0
"409",2001-02-12,1405875.70613589
"410",2001-02-13,0
"411",2001-02-14,871103.223238752
"412",2001-02-15,0
"413",2001-02-16,865206.976172314
"414",2001-02-17,0
"415",2001-02-18,0
"416",2001-02-19,1051317.97797479
"417",2001-02-20,0
"418",2001-02-21,872106.31921271
"419",2001-02-22,0
"420",2001-02-23,854515.441035245
"421",2001-02-24,0
"422",2001-02-25,0
"423",2001-02-26,731844.143146771
"424",2001-02-27,0
"425",2001-02-28,993187.342996128
"426",2001-03-01,0
"427",2001-03-02,991866.192201158
"428",2001-03-03,0
"429",2001-03-04,0
"430",2001-03-05,1014276.82420472
"431",2001-03-06,0
"432",2001-03-07,884290.265432986
"433",2001-03-08,954.1644630336
"434",2001-03-09,2587400.43468157
"435",2001-03-10,1331377.48075288
"436",2001-03-11,975180.546975802
"437",2001-03-12,1050657.40257731
"438",2001-03-13,943326.133363757
"439",2001-03-14,1508093.6324578
"440",2001-03-15,1154416.67149334
"441",2001-03-16,1409251.9803897
"442",2001-03-17,1077643.13085233
"443",2001-03-18,18104.659042176
"444",2001-03-19,312085.176678374
"445",2001-03-20,-16098.4670942592
"446",2001-03-21,-15486.8232076992
"447",2001-03-22,-18667.3714178112
"448",2001-03-23,-19009.8919942848
"449",2001-03-24,-18740.7686841984
"450",2001-03-25,-17174.9603346048
"451",2001-03-26,-12257.3434866624
"452",2001-03-27,-2715.6988563264
"453",2001-03-28,-6116.4388656
"454",2001-03-29,-11278.7132681664
"455",2001-03-30,-17982.330264864
"456",2001-03-31,-5773.9182891264
"457",2001-04-01,11156.3844908544
"458",2001-04-02,318.0548210112
"459",2001-04-03,0
"460",2001-04-04,0
"461",2001-04-05,0
"462",2001-04-06,0
"463",2001-04-07,0
"464",2001-04-08,0
"465",2001-04-09,0
"466",2001-04-10,0
"467",2001-04-11,0
"468",2001-04-12,0
"469",2001-04-13,0
"470",2001-04-14,0
"471",2001-04-15,0
"472",2001-04-16,0
"473",2001-04-17,0
"474",2001-04-18,0
"475",2001-04-19,0
"476",2001-04-20,0
"477",2001-04-21,0
"478",2001-04-22,0
"479",2001-04-23,0
"480",2001-04-24,0
"481",2001-04-25,0
"482",2001-04-26,0
"483",2001-04-27,0
"484",2001-04-28,0
"485",2001-04-29,0
"486",2001-04-30,0
"487",2001-05-01,0
"488",2001-05-02,0
"489",2001-05-03,0
"490",2001-05-04,0
"491",2001-05-05,0
"492",2001-05-06,0
"493",2001-05-07,0
"494",2001-05-08,0
"495",2001-05-09,0
"496",2001-05-10,0
"497",2001-05-11,0
"498",2001-05-12,0
"499",2001-05-13,0
"500",2001-05-14,0
"501",2001-05-15,0
"502",2001-05-16,0
"503",2001-05-17,0
"504",2001-05-18,0
"505",2001-05-19,0
"506",2001-05-20,0
"507",2001-05-21,0
"508",2001-05-22,0
"509",2001-05-23,0
"510",2001-05-24,0
"511",2001-05-25,0
"512",2001-05-26,0
"513",2001-05-27,0
"514",2001-05-28,0
"515",2001-05-29,0
"516",2001-05-30,0
"517",2001-05-31,0
"518",2001-06-01,0
"519",2001-06-02,0
"520",2001-06-03,0
"521",2001-06-04,0
"522",2001-06-05,0
"523",2001-06-06,0
"524",2001-06-07,0
"525",2001-06-08,0
"526",2001-06-09,0
"527",2001-06-10,0
"528",2001-06-11,0
"529",2001-06-12,0
"530",2001-06-13,0
"531",2001-06-14,0
"532",2001-06-15,0
"533",2001-06-16,0
"534",2001-06-17,0
"535",2001-06-18,0
"536",2001-06-19,0
"537",2001-06-20,0
"538",2001-06-21,0
"539",2001-06-22,0
"540",2001-06-23,0
"541",2001-06-24,0
"542",2001-06-25,0
"543",2001-06-26,0
"544",2001-06-27,0
"545",2001-06-28,0
"546",2001-06-29,0
"547",2001-06-30,0
"548",2001-07-01,0
"549",2001-07-02,0
"550",2001-07-03,0
"551",2001-07-04,0
"552",2001-07-05,0
"553",2001-07-06,0
"554",2001-07-07,0
"555",2001-07-08,0
"556",2001-07-09,0
"557",2001-07-10,0
"558",2001-07-11,0
"559",2001-07-12,0
"560",2001-07-13,0
"561",2001-07-14,0
"562",2001-07-15,0
"563",2001-07-16,0
"564",2001-07-17,0
"565",2001-07-18,0
"566",2001-07-19,0
"567",2001-07-20,0
"568",2001-07-21,0
"569",2001-07-22,0
"570",2001-07-23,0
"571",2001-07-24,0
"572",2001-07-25,0
"573",2001-07-26,0
"574",2001-07-27,0
"575",2001-07-28,0
"576",2001-07-29,0
"577",2001-07-30,0
"578",2001-07-31,0
"579",2001-08-01,0
"580",2001-08-02,0
"581",2001-08-03,0
"582",2001-08-04,0
"583",2001-08-05,0
"584",2001-08-06,0
"585",2001-08-07,0
"586",2001-08-08,0
"587",2001-08-09,0
"588",2001-08-10,0
"589",2001-08-11,0
"590",2001-08-12,0
"591",2001-08-13,0
"592",2001-08-14,0
"593",2001-08-15,0
"594",2001-08-16,0
"595",2001-08-17,0
"596",2001-08-18,0
"597",2001-08-19,0
"598",2001-08-20,0
"599",2001-08-21,0
"600",2001-08-22,0
"601",2001-08-23,0
"602",2001-08-24,0
"603",2001-08-25,0
"604",2001-08-26,0
"605",2001-08-27,0
"606",2001-08-28,0
"607",2001-08-29,0
"608",2001-08-30,0
"609",2001-08-31,0
"610",2001-09-01,0
"611",2001-09-02,0
"612",2001-09-03,0
"613",2001-09-04,0
"614",2001-09-05,0
"615",2001-09-06,0
"616",2001-09-07,0
"617",2001-09-08,0
"618",2001-09-09,0
"619",2001-09-10,0
"620",2001-09-11,0
"621",2001-09-12,0
"622",2001-09-13,0
"623",2001-09-14,0
"624",2001-09-15,0
"625",2001-09-16,0
"626",2001-09-17,0
"627",2001-09-18,0
"628",2001-09-19,0
"629",2001-09-20,0
"630",2001-09-21,0
"631",2001-09-22,0
"632",2001-09-23,0
"633",2001-09-24,0
"634",2001-09-25,0
"635",2001-09-26,0
"636",2001-09-27,0
"637",2001-09-28,0
"638",2001-09-29,0
"639",2001-09-30,0
"640",2001-10-01,0
"641",2001-10-02,0
"642",2001-10-03,0
"643",2001-10-04,0
"644",2001-10-05,0
"645",2001-10-06,0
"646",2001-10-07,0
"647",2001-10-08,0
"648",2001-10-09,0
"649",2001-10-10,0
"650",2001-10-11,0
"651",2001-10-12,0
"652",2001-10-13,0
"653",2001-10-14,0
"654",2001-10-15,0
"655",2001-10-16,0
"656",2001-10-17,0
"657",2001-10-18,0
"658",2001-10-19,0
"659",2001-10-20,0
"660",2001-10-21,0
"661",2001-10-22,0
"662",2001-10-23,1223.28777312
"663",2001-10-24,0
"664",2001-10-25,0
"665",2001-10-26,0
"666",2001-10-27,0
"667",2001-10-28,0
"668",2001-10-29,0
"669",2001-10-30,0
"670",2001-10-31,0
"671",2001-11-01,0
"672",2001-11-02,0
"673",2001-11-03,0
"674",2001-11-04,0
"675",2001-11-05,0
"676",2001-11-06,0
"677",2001-11-07,0
"678",2001-11-08,0
"679",2001-11-09,0
"680",2001-11-10,0
"681",2001-11-11,0
"682",2001-11-12,0
"683",2001-11-13,0
"684",2001-11-14,0
"685",2001-11-15,0
"686",2001-11-16,0
"687",2001-11-17,0
"688",2001-11-18,0
"689",2001-11-19,0
"690",2001-11-20,0
"691",2001-11-21,0
"692",2001-11-22,0
"693",2001-11-23,0
"694",2001-11-24,0
"695",2001-11-25,0
"696",2001-11-26,0
"697",2001-11-27,0
"698",2001-11-28,0
"699",2001-11-29,0
"700",2001-11-30,391085.101066464
"701",2001-12-01,1078132.44596158
"702",2001-12-02,326617.83542304
"703",2001-12-03,11498.905067328
"704",2001-12-04,0
"705",2001-12-05,35744.4687305664
"706",2001-12-06,0
"707",2001-12-07,5504.79497904
"708",2001-12-08,0
"709",2001-12-09,0
"710",2001-12-10,0
"711",2001-12-11,0
"712",2001-12-12,0
"713",2001-12-13,0
"714",2001-12-14,0
"715",2001-12-15,0
"716",2001-12-16,0
"717",2001-12-17,0
"718",2001-12-18,0
"719",2001-12-19,0
"720",2001-12-20,0
"721",2001-12-21,19401.3440816832
"722",2001-12-22,0
"723",2001-12-23,0
"724",2001-12-24,0
"725",2001-12-25,0
"726",2001-12-26,0
"727",2001-12-27,0
"728",2001-12-28,0
"729",2001-12-29,0
"730",2001-12-30,0
"731",2001-12-31,0
"732",2002-01-01,0
"733",2002-01-02,0
"734",2002-01-03,0
"735",2002-01-04,0
"736",2002-01-05,0
"737",2002-01-06,0
"738",2002-01-07,0
"739",2002-01-08,77727.7051040448
"740",2002-01-09,51647.2097811264
"741",2002-01-10,0
"742",2002-01-11,0
"743",2002-01-12,0
"744",2002-01-13,0
"745",2002-01-14,0
"746",2002-01-15,0
"747",2002-01-16,0
"748",2002-01-17,0
"749",2002-01-18,0
"750",2002-01-19,0
"751",2002-01-20,0
"752",2002-01-21,33713.8110271872
"753",2002-01-22,0
"754",2002-01-23,0
"755",2002-01-24,0
"756",2002-01-25,0
"757",2002-01-26,0
"758",2002-01-27,0
"759",2002-01-28,463087.819392307
"760",2002-01-29,1341286.11171516
"761",2002-01-30,796678.395122131
"762",2002-01-31,718657.100952538
"763",2002-02-01,802794.833987731
"764",2002-02-02,667107.754193261
"765",2002-02-03,557256.512167085
"766",2002-02-04,512949.029024678
"767",2002-02-05,673493.316368947
"768",2002-02-06,795283.847060774
"769",2002-02-07,258505.172215718
"770",2002-02-08,1285406.32623903
"771",2002-02-09,751636.939315853
"772",2002-02-10,0
"773",2002-02-11,0
"774",2002-02-12,0
"775",2002-02-13,43989.4283213952
"776",2002-02-14,40392.9622684224
"777",2002-02-15,38827.1539188288
"778",2002-02-16,36698.6331936
"779",2002-02-17,37628.3319011712
"780",2002-02-18,34276.5234028224
"781",2002-02-19,33444.6877171008
"782",2002-02-20,35328.5508877056
"783",2002-02-21,35426.4139095552
"784",2002-02-22,905.2329521088
"785",2002-02-23,0
"786",2002-02-24,0
"787",2002-02-25,0
"788",2002-02-26,0
"789",2002-02-27,858968.208529402
"790",2002-02-28,576388.732938682
"791",2002-03-01,0
"792",2002-03-02,0
"793",2002-03-03,0
"794",2002-03-04,0
"795",2002-03-05,3425.205764736
"796",2002-03-06,0
"797",2002-03-07,0
"798",2002-03-08,0
"799",2002-03-09,0
"800",2002-03-10,0
"801",2002-03-11,0
"802",2002-03-12,0
"803",2002-03-13,0
"804",2002-03-14,0
"805",2002-03-15,0
"806",2002-03-16,0
"807",2002-03-17,0
"808",2002-03-18,0
"809",2002-03-19,842209.166037658
"810",2002-03-20,898260.211802016
"811",2002-03-21,1432078.53023612
"812",2002-03-22,1066070.82851862
"813",2002-03-23,815125.574740781
"814",2002-03-24,595276.296155654
"815",2002-03-25,813290.643081101
"816",2002-03-26,837585.138255264
"817",2002-03-27,0
"818",2002-03-28,0
"819",2002-03-29,0
"820",2002-03-30,577098.239847091
"821",2002-03-31,625589.367173568
"822",2002-04-01,628402.929051744
"823",2002-04-02,637969.039437542
"824",2002-04-03,260511.364163635
"825",2002-04-04,9835.2336958848
"826",2002-04-05,135540.285261696
"827",2002-04-06,100945.707037862
"828",2002-04-07,0
"829",2002-04-08,389470.361205946
"830",2002-04-09,1072431.92493884
"831",2002-04-10,1073948.80177751
"832",2002-04-11,2395221.92552442
"833",2002-04-12,2746305.51640986
"834",2002-04-13,2636185.1510736
"835",2002-04-14,935325.831327552
"836",2002-04-15,0
"837",2002-04-16,0
"838",2002-04-17,0
"839",2002-04-18,0
"840",2002-04-19,1529109.7164
"841",2002-04-20,2068163.70650306
"842",2002-04-21,975841.122373287
"843",2002-04-22,3030695.4579048
"844",2002-04-23,3144412.28929404
"845",2002-04-24,3134723.85013092
"846",2002-04-25,3177147.47010273
"847",2002-04-26,3416471.49003592
"848",2002-04-27,3545503.88434462
"849",2002-04-28,3310730.49492743
"850",2002-04-29,3806308.8375738
"851",2002-04-30,3825367.66107901
"852",2002-05-01,3371283.23969687
"853",2002-05-02,3091541.79173979
"854",2002-05-03,3480449.4405701
"855",2002-05-04,3340627.64810248
"856",2002-05-05,3033509.01978298
"857",2002-05-06,3597371.28592491
"858",2002-05-07,4040054.66526157
"859",2002-05-08,3788840.28817365
"860",2002-05-09,3679331.56672395
"861",2002-05-10,3670426.03173564
"862",2002-05-11,3531142.48588819
"863",2002-05-12,3261187.34011607
"864",2002-05-13,3426208.86070996
"865",2002-05-14,3579095.3665945
"866",2002-05-15,3114148.14978705
"867",2002-05-16,1958875.17685252
"868",2002-05-17,1322569.80878642
"869",2002-05-18,542234.538313171
"870",2002-05-19,82743.1849738368
"871",2002-05-20,0
"872",2002-05-21,0
"873",2002-05-22,0
"874",2002-05-23,480311.711237837
"875",2002-05-24,1847604.92100952
"876",2002-05-25,2034205.23792125
"877",2002-05-26,1676956.27665928
"878",2002-05-27,1285846.70983736
"879",2002-05-28,3414881.21593087
"880",2002-05-29,3966070.22074328
"881",2002-05-30,3683148.22457608
"882",2002-05-31,2304796.49333539
"883",2002-06-01,2121866.03974303
"884",2002-06-02,2660968.96135701
"885",2002-06-03,2986681.56382794
"886",2002-06-04,3083859.5445246
"887",2002-06-05,2796240.12330862
"888",2002-06-06,2679391.6752202
"889",2002-06-07,2481316.91899661
"890",2002-06-08,658373.479493184
"891",2002-06-09,268756.323754464
"892",2002-06-10,1208901.90890811
"893",2002-06-11,741508.116554419
"894",2002-06-12,650495.506234291
"895",2002-06-13,0
"896",2002-06-14,0
"897",2002-06-15,0
"898",2002-06-16,0
"899",2002-06-17,0
"900",2002-06-18,0
"901",2002-06-19,0
"902",2002-06-20,0
"903",2002-06-21,0
"904",2002-06-22,0
"905",2002-06-23,0
"906",2002-06-24,0
"907",2002-06-25,0
"908",2002-06-26,0
"909",2002-06-27,0
"910",2002-06-28,0
"911",2002-06-29,0
"912",2002-06-30,0
"913",2002-07-01,0
"914",2002-07-02,0
"915",2002-07-03,0
"916",2002-07-04,0
"917",2002-07-05,0
"918",2002-07-06,0
"919",2002-07-07,0
"920",2002-07-08,0
"921",2002-07-09,0
"922",2002-07-10,0
"923",2002-07-11,0
"924",2002-07-12,0
"925",2002-07-13,0
"926",2002-07-14,0
"927",2002-07-15,0
"928",2002-07-16,0
"929",2002-07-17,0
"930",2002-07-18,342.5205764736
"931",2002-07-19,0
"932",2002-07-20,0
"933",2002-07-21,0
"934",2002-07-22,0
"935",2002-07-23,0
"936",2002-07-24,0
"937",2002-07-25,0
"938",2002-07-26,0
"939",2002-07-27,0
"940",2002-07-28,0
"941",2002-07-29,0
"942",2002-07-30,0
"943",2002-07-31,0
"944",2002-08-01,964048.62824041
"945",2002-08-02,1368418.63452296
"946",2002-08-03,755086.610836051
"947",2002-08-04,193670.920240358
"948",2002-08-05,648709.506085536
"949",2002-08-06,450585.818351021
"950",2002-08-07,1328857.50794026
"951",2002-08-08,1383636.33442057
"952",2002-08-09,1931082.07864723
"953",2002-08-10,1315474.73970232
"954",2002-08-11,930848.598077933
"955",2002-08-12,780066.147163162
"956",2002-08-13,583997.582887488
"957",2002-08-14,0
"958",2002-08-15,0
"959",2002-08-16,0
"960",2002-08-17,0
"961",2002-08-18,0
"962",2002-08-19,0
"963",2002-08-20,0
"964",2002-08-21,0
"965",2002-08-22,0
"966",2002-08-23,0
"967",2002-08-24,0
"968",2002-08-25,0
"969",2002-08-26,0
"970",2002-08-27,0
"971",2002-08-28,0
"972",2002-08-29,0
"973",2002-08-30,0
"974",2002-08-31,0
"975",2002-09-01,0
"976",2002-09-02,0
"977",2002-09-03,0
"978",2002-09-04,0
"979",2002-09-05,0
"980",2002-09-06,0
"981",2002-09-07,0
"982",2002-09-08,0
"983",2002-09-09,0
"984",2002-09-10,0
"985",2002-09-11,0
"986",2002-09-12,0
"987",2002-09-13,0
"988",2002-09-14,0
"989",2002-09-15,0
"990",2002-09-16,0
"991",2002-09-17,0
"992",2002-09-18,0
"993",2002-09-19,0
"994",2002-09-20,0
