"","date","L005_ETPI_Inches"
"1011",2011-09-15,0.08
"1012",2011-09-16,0.09
"1013",2011-09-17,0.14
"1014",2011-09-18,0.11
"1015",2011-09-19,0.04
"1016",2011-09-20,0.06
"1017",2011-09-21,0.12
"1018",2011-09-22,0.04
"1019",2011-09-23,0.1
"1020",2011-09-24,0.13
"1021",2011-09-25,0.08
"1022",2011-09-26,0.02
"1023",2011-09-27,0
"1024",2011-09-28,0.16
"1025",2011-09-29,0.14
"1026",2011-09-30,0.12
"1027",2011-10-01,0.14
"1028",2011-10-02,0.17
"1029",2011-10-03,0.16
"1030",2011-10-04,0.17
"1031",2011-10-05,0.17
"1032",2011-10-06,0.16
"1033",2011-10-07,0.09
"1034",2011-10-08,0.07
"1035",2011-10-09,0.09
"1036",2011-10-10,0.09
"1037",2011-10-11,0.11
"1038",2011-10-12,0.09
"1039",2011-10-13,0.12
"1040",2011-10-14,0.12
"1041",2011-10-15,0.08
"1042",2011-10-16,0.06
"1043",2011-10-17,0
"1044",2011-10-18,0
"1045",2011-10-19,0.05
"1046",2011-10-20,0.12
"1047",2011-10-21,0.16
"1048",2011-10-22,0.15
"1049",2011-10-23,0.11
"1050",2011-10-24,0.15
"1051",2011-10-25,0.13
"1052",2011-10-26,0.14
"1053",2011-10-27,0.09
"1054",2011-10-28,0.03
"1055",2011-10-29,0.01
"1056",2011-10-30,0
"1057",2011-10-31,0.01
"1058",2011-11-01,0.02
"1059",2011-11-02,0.03
"1060",2011-11-03,0.04
"1061",2011-11-04,-0.01
"1062",2011-11-05,0.04
"1063",2011-11-06,0.05
"1064",2011-11-07,0.02
"1065",2011-11-08,0.02
"1066",2011-11-09,0.01
"1067",2011-11-10,0.04
"1068",2011-11-11,0
"1069",2011-11-12,NA
"1070",2011-11-13,NA
"1071",2011-11-14,NA
"1072",2011-11-15,NA
"1073",2011-11-16,NA
"1074",2011-11-17,-0.02
"1075",2011-11-18,-0.02
"1076",2011-11-19,0.01
"1077",2011-11-20,0.02
"1078",2011-11-21,-0.01
"1079",2011-11-22,0.01
"1080",2011-11-23,0.01
"1081",2011-11-24,0
"1082",2011-11-25,-0.01
"1083",2011-11-26,0.01
"1084",2011-11-27,0.01
"1085",2011-11-28,0
"1086",2011-11-29,0
"1087",2011-11-30,0.03
"1088",2011-12-01,0
"1089",2011-12-02,0.01
"1090",2011-12-03,0
"1091",2011-12-04,0
"1092",2011-12-05,0.01
"1093",2011-12-06,-0.01
"1094",2011-12-07,0.02
"1095",2011-12-08,-0.01
"1096",2011-12-09,-0.02
"1097",2011-12-10,-0.02
"1098",2011-12-11,-0.02
"1099",2011-12-12,0
"1100",2011-12-13,0
"1101",2011-12-14,-0.02
"1102",2011-12-15,-0.02
"1103",2011-12-16,-0.02
"1104",2011-12-17,-0.02
"1105",2011-12-18,-0.01
"1106",2011-12-19,-0.01
"1107",2011-12-20,-0.01
"1108",2011-12-21,0
"1109",2011-12-22,0
"1110",2011-12-23,NA
"1111",2011-12-24,0.05
"1112",2011-12-25,0.06
"1113",2011-12-26,0.07
"1114",2011-12-27,0.01
"1115",2011-12-28,0.01
"1116",2011-12-29,0.04
"1117",2011-12-30,0.09
"1118",2011-12-31,0.04
"1119",2012-01-01,0.04
"1120",2012-01-02,0.04
"1121",2012-01-03,0.09
"1122",2012-01-04,0.05
"1123",2012-01-05,0.03
"1124",2012-01-06,0.07
"1125",2012-01-07,0.08
"1126",2012-01-08,0.02
"1127",2012-01-09,0.06
"1128",2012-01-10,0.08
"1129",2012-01-11,0.01
"1130",2012-01-12,0.04
"1131",2012-01-13,0.07
"1132",2012-01-14,0.02
"1133",2012-01-15,0.06
"1134",2012-01-16,0.02
"1135",2012-01-17,0.13
"1136",2012-01-18,0.07
"1137",2012-01-19,0.02
"1138",2012-01-20,0.03
"1139",2012-01-21,0.05
"1140",2012-01-22,0.05
"1141",2012-01-23,0.07
"1142",2012-01-24,0.05
"1143",2012-01-25,0.03
"1144",2012-01-26,0.04
"1145",2012-01-27,0.04
"1146",2012-01-28,0.03
"1147",2012-01-29,0.02
"1148",2012-01-30,0.03
"1149",2012-01-31,0.09
"1150",2012-02-01,0.05
"1151",2012-02-02,0.03
"1152",2012-02-03,0.03
"1153",2012-02-04,0.04
"1154",2012-02-05,0.02
"1155",2012-02-06,0.02
"1156",2012-02-07,0.02
"1157",2012-02-08,0.05
"1158",2012-02-09,0.01
"1159",2012-02-10,0.02
"1160",2012-02-11,0.06
"1161",2012-02-12,0.02
"1162",2012-02-13,0.05
"1163",2012-02-14,0.04
"1164",2012-02-15,0.04
"1165",2012-02-16,0.01
"1166",2012-02-17,0.01
"1167",2012-02-18,0.01
"1168",2012-02-19,0
"1169",2012-02-20,0
"1170",2012-02-21,0
"1171",2012-02-22,0.01
"1172",2012-02-23,0.15
"1173",2012-02-24,0.04
"1174",2012-02-25,0.01
"1175",2012-02-26,0.02
"1176",2012-02-27,0.09
"1177",2012-02-28,0.06
"1178",2012-02-29,0.05
"1179",2012-03-01,0.06
"1180",2012-03-02,0.1
"1181",2012-03-03,0.04
"1182",2012-03-04,0.03
"1183",2012-03-05,0.01
"1184",2012-03-06,0.01
"1185",2012-03-07,0.03
"1186",2012-03-08,0.02
"1187",2012-03-09,0.02
"1188",2012-03-10,0.01
"1189",2012-03-11,0
"1190",2012-03-12,0.01
"1191",2012-03-13,0.02
"1192",2012-03-14,0.04
"1193",2012-03-15,0.04
"1194",2012-03-16,0.04
"1195",2012-03-17,0.05
"1196",2012-03-18,0.01
"1197",2012-03-19,0
"1198",2012-03-20,0
"1199",2012-03-21,0.01
"1200",2012-03-22,0.01
"1201",2012-03-23,0.01
"1202",2012-03-24,0.01
"1203",2012-03-25,0.01
"1204",2012-03-26,0
"1205",2012-03-27,-7999
"1206",2012-03-28,-7999
"1207",2012-03-29,-7999
"1208",2012-03-30,-7999
"1209",2012-03-31,-7999
"1210",2012-04-01,-7999
"1211",2012-04-02,-7999
"1212",2012-04-03,-7999
"1213",2012-04-04,-7999
"1214",2012-04-05,0
