"date","station_id","parameter","unit","value"
2023-05-09,"LZ40","RADT","kW/m^2",0.286
2023-05-09,"LZ40","WNDD","DEGREES CLOCKWI",160.81
2023-05-09,"LZ40","WNDS","MPH",6.77
2023-05-10,"L001","AIRT","Degrees Celsius",26.72
2023-05-10,"L001","BARO","mm Mercury",762.22
2023-05-10,"L001","HUMI","Percent",71.68
2023-05-10,"L001","WNDS","MPH",7.95
2023-05-10,"L005","AIRT","Degrees Celsius",26.88
2023-05-10,"L005","BARO","mm Mercury",762.07
2023-05-10,"L005","HUMI","Percent",70.89
2023-05-10,"L005","WNDS","MPH",8.17
2023-05-10,"L006","AIRT","Degrees Celsius",26.79
2023-05-10,"L006","BARO","mm Mercury",761.11
2023-05-10,"L006","HUMI","Percent",69.81
2023-05-10,"L006","RADP","MICROMOLE/m^2/s",518.41
2023-05-10,"L006","RADT","kW/m^2",0.29
2023-05-10,"L006","WNDS","MPH",7.31
2023-05-10,"LZ40","AIRT","Degrees Celsius",26.51
2023-05-10,"LZ40","BARO","mm Mercury",759.86
2023-05-10,"LZ40","HUMI","Percent",69.77
2023-05-10,"LZ40","RADT","kW/m^2",0.281
2023-05-10,"LZ40","WNDD","DEGREES CLOCKWI",167.81
2023-05-10,"LZ40","WNDS","MPH",7.16
2023-05-11,"L001","AIRT","Degrees Celsius",26.49
2023-05-11,"L001","BARO","mm Mercury",763.07
2023-05-11,"L001","HUMI","Percent",73.53
2023-05-11,"L001","WNDS","MPH",9.12
2023-05-11,"L005","AIRT","Degrees Celsius",26.81
2023-05-11,"L005","BARO","mm Mercury",762.84
2023-05-11,"L005","HUMI","Percent",73
2023-05-11,"L005","WNDS","MPH",10.82
2023-05-11,"L006","AIRT","Degrees Celsius",26.48
2023-05-11,"L006","BARO","mm Mercury",761.95
2023-05-11,"L006","HUMI","Percent",71.58
2023-05-11,"L006","RADP","MICROMOLE/m^2/s",499.29
2023-05-11,"L006","RADT","kW/m^2",0.279
2023-05-11,"L006","WNDS","MPH",8.77
2023-05-11,"LZ40","AIRT","Degrees Celsius",26.21
2023-05-11,"LZ40","BARO","mm Mercury",760.68
2023-05-11,"LZ40","HUMI","Percent",71.81
2023-05-11,"LZ40","RADT","kW/m^2",0.27
2023-05-11,"LZ40","WNDD","DEGREES CLOCKWI",111.48
2023-05-11,"LZ40","WNDS","MPH",8.72
2023-05-12,"L001","AIRT","Degrees Celsius",26.19
2023-05-12,"L001","BARO","mm Mercury",763.8
2023-05-12,"L001","HUMI","Percent",74.9
2023-05-12,"L001","WNDS","MPH",12.08
2023-05-12,"L005","AIRT","Degrees Celsius",26.55
2023-05-12,"L005","BARO","mm Mercury",763.54
2023-05-12,"L005","HUMI","Percent",74.22
2023-05-12,"L005","WNDS","MPH",13.94
2023-05-12,"L006","AIRT","Degrees Celsius",26.25
2023-05-12,"L006","BARO","mm Mercury",762.6
2023-05-12,"L006","HUMI","Percent",73.37
2023-05-12,"L006","RADP","MICROMOLE/m^2/s",476.01
2023-05-12,"L006","RADT","kW/m^2",0.263
2023-05-12,"L006","WNDS","MPH",12.91
2023-05-12,"LZ40","AIRT","Degrees Celsius",25.93
2023-05-12,"LZ40","BARO","mm Mercury",761.39
2023-05-12,"LZ40","HUMI","Percent",73.25
2023-05-12,"LZ40","RADT","kW/m^2",0.258
2023-05-12,"LZ40","WNDD","DEGREES CLOCKWI",92.92
2023-05-12,"LZ40","WNDS","MPH",12.46
2023-05-13,"L001","AIRT","Degrees Celsius",25.82
2023-05-13,"L001","BARO","mm Mercury",763.64
2023-05-13,"L001","HUMI","Percent",70.03
2023-05-13,"L001","WNDS","MPH",11.22
2023-05-13,"L005","AIRT","Degrees Celsius",26.37
2023-05-13,"L005","BARO","mm Mercury",763.41
2023-05-13,"L005","HUMI","Percent",68.08
2023-05-13,"L005","WNDS","MPH",13.86
2023-05-13,"L006","AIRT","Degrees Celsius",26.01
2023-05-13,"L006","BARO","mm Mercury",762.47
2023-05-13,"L006","HUMI","Percent",67.37
2023-05-13,"L006","RADP","MICROMOLE/m^2/s",478.51
2023-05-13,"L006","RADT","kW/m^2",0.265
2023-05-13,"L006","WNDS","MPH",12.38
2023-05-13,"LZ40","AIRT","Degrees Celsius",25.75
2023-05-13,"LZ40","BARO","mm Mercury",761.28
2023-05-13,"LZ40","HUMI","Percent",66.34
2023-05-13,"LZ40","RADT","kW/m^2",0.268
2023-05-13,"LZ40","WNDD","DEGREES CLOCKWI",93.18
2023-05-13,"LZ40","WNDS","MPH",12.32
2023-05-14,"L001","AIRT","Degrees Celsius",25.68
2023-05-14,"L001","BARO","mm Mercury",763.85
2023-05-14,"L001","HUMI","Percent",69.11
2023-05-14,"L001","WNDS","MPH",9.67
2023-05-14,"L005","AIRT","Degrees Celsius",25.95
2023-05-14,"L005","BARO","mm Mercury",763.73
2023-05-14,"L005","HUMI","Percent",69.34
2023-05-14,"L005","WNDS","MPH",12.18
2023-05-14,"L006","AIRT","Degrees Celsius",25.68
2023-05-14,"L006","BARO","mm Mercury",762.7
2023-05-14,"L006","HUMI","Percent",70.71
2023-05-14,"L006","RADP","MICROMOLE/m^2/s",505.61
2023-05-14,"L006","RADT","kW/m^2",0.282
2023-05-14,"L006","WNDS","MPH",12.26
2023-05-14,"LZ40","AIRT","Degrees Celsius",25.34
2023-05-14,"LZ40","BARO","mm Mercury",761.47
2023-05-14,"LZ40","HUMI","Percent",69.18
2023-05-14,"LZ40","RADT","kW/m^2",0.267
2023-05-14,"LZ40","WNDD","DEGREES CLOCKWI",90.92
2023-05-14,"LZ40","WNDS","MPH",12.14
2023-05-15,"L001","AIRT","Degrees Celsius",25.72
2023-05-15,"L001","BARO","mm Mercury",763.81
2023-05-15,"L001","HUMI","Percent",72.25
2023-05-15,"L001","WNDS","MPH",8.93
2023-05-15,"L005","AIRT","Degrees Celsius",25.8
2023-05-15,"L005","BARO","mm Mercury",763.65
2023-05-15,"L005","HUMI","Percent",72.15
2023-05-15,"L005","WNDS","MPH",10.95
2023-05-15,"L006","AIRT","Degrees Celsius",25.9
2023-05-15,"L006","BARO","mm Mercury",762.67
2023-05-15,"L006","HUMI","Percent",72.6
2023-05-15,"L006","RADP","MICROMOLE/m^2/s",510.77
2023-05-15,"L006","RADT","kW/m^2",0.284
2023-05-15,"L006","WNDS","MPH",11.88
2023-05-15,"LZ40","AIRT","Degrees Celsius",25.57
2023-05-15,"LZ40","BARO","mm Mercury",761.43
2023-05-15,"LZ40","HUMI","Percent",71.03
2023-05-15,"LZ40","RADT","kW/m^2",0.283
2023-05-15,"LZ40","WNDD","DEGREES CLOCKWI",78.36
2023-05-15,"LZ40","WNDS","MPH",11.4
2023-05-16,"L001","AIRT","Degrees Celsius",26.02
2023-05-16,"L001","BARO","mm Mercury",761.24
2023-05-16,"L001","HUMI","Percent",71.73
2023-05-16,"L001","WNDS","MPH",8.22
2023-05-16,"L005","AIRT","Degrees Celsius",26.39
2023-05-16,"L005","BARO","mm Mercury",761.16
2023-05-16,"L005","HUMI","Percent",68.36
2023-05-16,"L005","WNDS","MPH",5.67
2023-05-16,"L006","AIRT","Degrees Celsius",26.48
2023-05-16,"L006","BARO","mm Mercury",760.22
2023-05-16,"L006","HUMI","Percent",65.52
2023-05-16,"L006","RADP","MICROMOLE/m^2/s",541.01
2023-05-16,"L006","RADT","kW/m^2",0.3
2023-05-16,"L006","WNDS","MPH",6.16
2023-05-16,"LZ40","AIRT","Degrees Celsius",26.24
2023-05-16,"LZ40","BARO","mm Mercury",758.91
2023-05-16,"LZ40","HUMI","Percent",65.47
2023-05-16,"LZ40","RADT","kW/m^2",0.291
2023-05-16,"LZ40","WNDD","DEGREES CLOCKWI",123.13
2023-05-16,"LZ40","WNDS","MPH",6.16
2023-05-17,"L001","AIRT","Degrees Celsius",26.34
2023-05-17,"L001","BARO","mm Mercury",758.63
2023-05-17,"L001","HUMI","Percent",75.74
2023-05-17,"L001","WNDS","MPH",11.12
2023-05-17,"L005","AIRT","Degrees Celsius",26.54
2023-05-17,"L005","BARO","mm Mercury",758.66
2023-05-17,"L005","HUMI","Percent",74.15
2023-05-17,"L005","WNDS","MPH",7.7
2023-05-17,"L006","AIRT","Degrees Celsius",26.76
2023-05-17,"L006","BARO","mm Mercury",757.72
2023-05-17,"L006","HUMI","Percent",73.33
2023-05-17,"L006","RADP","MICROMOLE/m^2/s",502.06
2023-05-17,"L006","RADT","kW/m^2",0.268
2023-05-17,"L006","WNDS","MPH",8.75
2023-05-17,"LZ40","AIRT","Degrees Celsius",26.46
2023-05-17,"LZ40","BARO","mm Mercury",756.4
2023-05-17,"LZ40","HUMI","Percent",72.94
2023-05-17,"LZ40","RADT","kW/m^2",0.267
2023-05-17,"LZ40","WNDD","DEGREES CLOCKWI",245.12
2023-05-17,"LZ40","WNDS","MPH",8.9
2023-05-18,"L001","AIRT","Degrees Celsius",25.99
2023-05-18,"L001","BARO","mm Mercury",760.06
2023-05-18,"L001","HUMI","Percent",75.56
2023-05-18,"L001","WNDS","MPH",6.86
2023-05-18,"L005","AIRT","Degrees Celsius",25.54
2023-05-18,"L005","BARO","mm Mercury",760.06
2023-05-18,"L005","HUMI","Percent",79.17
2023-05-18,"L005","WNDS","MPH",7.1
2023-05-18,"L006","AIRT","Degrees Celsius",25.88
2023-05-18,"L006","BARO","mm Mercury",759.08
2023-05-18,"L006","HUMI","Percent",76.57
2023-05-18,"L006","RADP","MICROMOLE/m^2/s",475.55
2023-05-18,"L006","RADT","kW/m^2",0.261
2023-05-18,"L006","WNDS","MPH",7.06
2023-05-18,"LZ40","AIRT","Degrees Celsius",25.66
2023-05-18,"LZ40","BARO","mm Mercury",757.79
2023-05-18,"LZ40","HUMI","Percent",75.49
2023-05-18,"LZ40","RADT","kW/m^2",0.232
2023-05-18,"LZ40","WNDD","DEGREES CLOCKWI",204.79
2023-05-18,"LZ40","WNDS","MPH",7.08
2023-05-19,"L001","AIRT","Degrees Celsius",26.93
2023-05-19,"L001","BARO","mm Mercury",761.65
2023-05-19,"L001","HUMI","Percent",74.11
2023-05-19,"L001","WNDS","MPH",6.62
2023-05-19,"L005","AIRT","Degrees Celsius",26.51
2023-05-19,"L005","BARO","mm Mercury",761.48
2023-05-19,"L005","HUMI","Percent",74.77
2023-05-19,"L005","WNDS","MPH",6.58
2023-05-19,"L006","AIRT","Degrees Celsius",27
2023-05-19,"L006","BARO","mm Mercury",760.62
2023-05-19,"L006","HUMI","Percent",72.13
2023-05-19,"L006","RADP","MICROMOLE/m^2/s",521.49
2023-05-19,"L006","RADT","kW/m^2",0.29
2023-05-19,"L006","WNDS","MPH",6.33
2023-05-19,"LZ40","AIRT","Degrees Celsius",26.75
2023-05-19,"LZ40","BARO","mm Mercury",759.25
2023-05-19,"LZ40","HUMI","Percent",71.35
2023-05-19,"LZ40","RADT","kW/m^2",0.288
2023-05-19,"LZ40","WNDD","DEGREES CLOCKWI",170.31
2023-05-19,"LZ40","WNDS","MPH",6.61
2023-05-20,"L001","AIRT","Degrees Celsius",26.69
2023-05-20,"L001","BARO","mm Mercury",761.32
2023-05-20,"L001","HUMI","Percent",79.88
2023-05-20,"L001","WNDS","MPH",8.72
2023-05-20,"L005","AIRT","Degrees Celsius",27.61
2023-05-20,"L005","BARO","mm Mercury",761.05
2023-05-20,"L005","HUMI","Percent",72.41
2023-05-20,"L005","WNDS","MPH",7.77
2023-05-20,"L006","AIRT","Degrees Celsius",27.22
2023-05-20,"L006","BARO","mm Mercury",760.15
2023-05-20,"L006","HUMI","Percent",75.85
2023-05-20,"L006","RADP","MICROMOLE/m^2/s",492.08
2023-05-20,"L006","RADT","kW/m^2",0.269
2023-05-20,"L006","WNDS","MPH",7.89
2023-05-20,"LZ40","AIRT","Degrees Celsius",26.84
2023-05-20,"LZ40","BARO","mm Mercury",758.87
2023-05-20,"LZ40","HUMI","Percent",76.36
2023-05-20,"LZ40","RADT","kW/m^2",0.254
2023-05-20,"LZ40","WNDD","DEGREES CLOCKWI",131.83
2023-05-20,"LZ40","WNDS","MPH",8.11
2023-05-21,"L001","AIRT","Degrees Celsius",27.46
2023-05-21,"L001","BARO","mm Mercury",760.25
2023-05-21,"L001","HUMI","Percent",72.89
2023-05-21,"L001","WNDS","MPH",7.97
2023-05-21,"L005","AIRT","Degrees Celsius",27.39
2023-05-21,"L005","BARO","mm Mercury",760.15
2023-05-21,"L005","HUMI","Percent",73.93
2023-05-21,"L005","WNDS","MPH",7.72
2023-05-21,"L006","AIRT","Degrees Celsius",27.37
2023-05-21,"L006","BARO","mm Mercury",759.16
2023-05-21,"L006","HUMI","Percent",72.46
2023-05-21,"L006","RADP","MICROMOLE/m^2/s",506.67
2023-05-21,"L006","RADT","kW/m^2",0.273
2023-05-21,"L006","WNDS","MPH",8.01
2023-05-21,"LZ40","AIRT","Degrees Celsius",27.03
2023-05-21,"LZ40","BARO","mm Mercury",757.84
2023-05-21,"LZ40","HUMI","Percent",71.9
2023-05-21,"LZ40","RADT","kW/m^2",0.265
2023-05-21,"LZ40","WNDD","DEGREES CLOCKWI",120.15
2023-05-21,"LZ40","WNDS","MPH",7.7
2023-05-22,"L001","AIRT","Degrees Celsius",26.77
2023-05-22,"L001","BARO","mm Mercury",759.59
2023-05-22,"L001","HUMI","Percent",75.33
2023-05-22,"L001","WNDS","MPH",7.51
2023-05-22,"L005","AIRT","Degrees Celsius",26.66
2023-05-22,"L005","BARO","mm Mercury",759.4
2023-05-22,"L005","HUMI","Percent",76.42
2023-05-22,"L005","WNDS","MPH",8.08
2023-05-22,"L006","AIRT","Degrees Celsius",27.11
2023-05-22,"L006","BARO","mm Mercury",758.45
2023-05-22,"L006","HUMI","Percent",71.69
2023-05-22,"L006","RADP","MICROMOLE/m^2/s",494.63
2023-05-22,"L006","RADT","kW/m^2",0.267
2023-05-22,"L006","WNDS","MPH",7.38
2023-05-22,"LZ40","AIRT","Degrees Celsius",26.68
2023-05-22,"LZ40","BARO","mm Mercury",757.17
2023-05-22,"LZ40","HUMI","Percent",72.49
2023-05-22,"LZ40","RADT","kW/m^2",0.259
2023-05-22,"LZ40","WNDD","DEGREES CLOCKWI",124.31
2023-05-22,"LZ40","WNDS","MPH",7.32
2023-05-23,"L001","AIRT","Degrees Celsius",26.11
2023-05-23,"L001","BARO","mm Mercury",758.95
2023-05-23,"L001","HUMI","Percent",80.63
2023-05-23,"L001","WNDS","MPH",7.59
2023-05-23,"L005","AIRT","Degrees Celsius",25.72
2023-05-23,"L005","BARO","mm Mercury",758.9
2023-05-23,"L005","HUMI","Percent",84.16
2023-05-23,"L005","WNDS","MPH",8.41
2023-05-23,"L006","AIRT","Degrees Celsius",26.35
2023-05-23,"L006","BARO","mm Mercury",757.89
2023-05-23,"L006","HUMI","Percent",78.84
2023-05-23,"L006","RADP","MICROMOLE/m^2/s",505.78
2023-05-23,"L006","RADT","kW/m^2",0.273
2023-05-23,"L006","WNDS","MPH",7.01
2023-05-23,"LZ40","AIRT","Degrees Celsius",26.19
2023-05-23,"LZ40","BARO","mm Mercury",756.59
2023-05-23,"LZ40","HUMI","Percent",78.64
2023-05-23,"LZ40","RADT","kW/m^2",0.274
2023-05-23,"LZ40","WNDD","DEGREES CLOCKWI",147.83
2023-05-23,"LZ40","WNDS","MPH",7.37
2023-05-24,"L001","AIRT","Degrees Celsius",24.59
2023-05-24,"L001","BARO","mm Mercury",757.17
2023-05-24,"L001","HUMI","Percent",85.95
2023-05-24,"L001","WNDS","MPH",8.9
2023-05-24,"L005","AIRT","Degrees Celsius",25.14
2023-05-24,"L005","BARO","mm Mercury",757.17
2023-05-24,"L005","HUMI","Percent",84.95
2023-05-24,"L005","WNDS","MPH",10
2023-05-24,"L006","AIRT","Degrees Celsius",25.38
2023-05-24,"L006","BARO","mm Mercury",756.07
2023-05-24,"L006","HUMI","Percent",79.67
2023-05-24,"L006","RADP","MICROMOLE/m^2/s",438.73
2023-05-24,"L006","RADT","kW/m^2",0.236
2023-05-24,"L006","WNDS","MPH",8.72
2023-05-24,"LZ40","AIRT","Degrees Celsius",25.17
2023-05-24,"LZ40","BARO","mm Mercury",754.8
2023-05-24,"LZ40","HUMI","Percent",79.98
2023-05-24,"LZ40","RADT","kW/m^2",0.212
2023-05-24,"LZ40","WNDD","DEGREES CLOCKWI",92.46
2023-05-24,"LZ40","WNDS","MPH",9.5
2023-05-25,"L001","AIRT","Degrees Celsius",24.48
2023-05-25,"L001","BARO","mm Mercury",755.97
2023-05-25,"L001","HUMI","Percent",83.06
2023-05-25,"L001","WNDS","MPH",8.34
2023-05-25,"L005","AIRT","Degrees Celsius",24.16
2023-05-25,"L005","BARO","mm Mercury",756.1
2023-05-25,"L005","HUMI","Percent",85.08
2023-05-25,"L005","WNDS","MPH",9.81
2023-05-25,"L006","AIRT","Degrees Celsius",25.32
2023-05-25,"L006","BARO","mm Mercury",754.92
2023-05-25,"L006","HUMI","Percent",77.24
2023-05-25,"L006","RADP","MICROMOLE/m^2/s",435.49
2023-05-25,"L006","RADT","kW/m^2",0.233
2023-05-25,"L006","WNDS","MPH",8.06
2023-05-25,"LZ40","AIRT","Degrees Celsius",24.92
2023-05-25,"LZ40","BARO","mm Mercury",753.65
2023-05-25,"LZ40","HUMI","Percent",78.58
2023-05-25,"LZ40","RADT","kW/m^2",0.236
2023-05-25,"LZ40","WNDD","DEGREES CLOCKWI",85.85
2023-05-25,"LZ40","WNDS","MPH",8.67
2023-05-26,"L001","AIRT","Degrees Celsius",24.01
2023-05-26,"L001","BARO","mm Mercury",757.06
2023-05-26,"L001","HUMI","Percent",84.52
2023-05-26,"L001","WNDS","MPH",10.88
2023-05-26,"L005","AIRT","Degrees Celsius",23.74
2023-05-26,"L005","BARO","mm Mercury",757.22
2023-05-26,"L005","HUMI","Percent",85.31
2023-05-26,"L005","WNDS","MPH",11.95
2023-05-26,"L006","AIRT","Degrees Celsius",24.71
2023-05-26,"L006","BARO","mm Mercury",756.02
2023-05-26,"L006","HUMI","Percent",80.57
2023-05-26,"L006","RADP","MICROMOLE/m^2/s",331
2023-05-26,"L006","RADT","kW/m^2",0.176
2023-05-26,"L006","WNDS","MPH",12.38
2023-05-26,"LZ40","AIRT","Degrees Celsius",24.27
2023-05-26,"LZ40","BARO","mm Mercury",754.77
2023-05-26,"LZ40","HUMI","Percent",82.32
2023-05-26,"LZ40","RADT","kW/m^2",0.226
2023-05-26,"LZ40","WNDD","DEGREES CLOCKWI",69.67
2023-05-26,"LZ40","WNDS","MPH",12.78
2023-05-27,"L001","AIRT","Degrees Celsius",23.88
2023-05-27,"L001","BARO","mm Mercury",759.19
2023-05-27,"L001","HUMI","Percent",77.01
2023-05-27,"L001","WNDS","MPH",9.81
2023-05-27,"L005","AIRT","Degrees Celsius",24.5
2023-05-27,"L005","BARO","mm Mercury",759.2
2023-05-27,"L005","HUMI","Percent",74.54
2023-05-27,"L005","WNDS","MPH",9.02
2023-05-27,"L006","AIRT","Degrees Celsius",24.39
2023-05-27,"L006","BARO","mm Mercury",758.2
2023-05-27,"L006","HUMI","Percent",75.84
2023-05-27,"L006","RADP","MICROMOLE/m^2/s",550.97
2023-05-27,"L006","RADT","kW/m^2",0.303
2023-05-27,"L006","WNDS","MPH",11.07
2023-05-27,"LZ40","AIRT","Degrees Celsius",24.11
2023-05-27,"LZ40","BARO","mm Mercury",756.92
2023-05-27,"LZ40","HUMI","Percent",75.01
2023-05-27,"LZ40","RADT","kW/m^2",0.297
2023-05-27,"LZ40","WNDD","DEGREES CLOCKWI",116.93
2023-05-27,"LZ40","WNDS","MPH",11.15
2023-05-28,"L001","AIRT","Degrees Celsius",26.12
2023-05-28,"L001","BARO","mm Mercury",759.85
2023-05-28,"L001","HUMI","Percent",77.6
2023-05-28,"L001","WNDS","MPH",8.62
2023-05-28,"L005","AIRT","Degrees Celsius",26.73
2023-05-28,"L005","BARO","mm Mercury",759.76
2023-05-28,"L005","HUMI","Percent",75.91
2023-05-28,"L005","WNDS","MPH",7.58
2023-05-28,"L006","AIRT","Degrees Celsius",26.97
2023-05-28,"L006","BARO","mm Mercury",758.78
2023-05-28,"L006","HUMI","Percent",73.19
2023-05-28,"L006","RADP","MICROMOLE/m^2/s",548.75
2023-05-28,"L006","RADT","kW/m^2",0.297
2023-05-28,"L006","WNDS","MPH",5.66
2023-05-28,"LZ40","AIRT","Degrees Celsius",26.56
2023-05-28,"LZ40","BARO","mm Mercury",757.47
2023-05-28,"LZ40","HUMI","Percent",74.9
2023-05-28,"LZ40","RADT","kW/m^2",0.266
2023-05-28,"LZ40","WNDD","DEGREES CLOCKWI",113.66
2023-05-28,"LZ40","WNDS","MPH",6.43
2023-05-29,"L001","AIRT","Degrees Celsius",25.52
2023-05-29,"L001","BARO","mm Mercury",759.19
2023-05-29,"L001","HUMI","Percent",77.3
2023-05-29,"L001","WNDS","MPH",10.79
2023-05-29,"L005","AIRT","Degrees Celsius",25.46
2023-05-29,"L005","BARO","mm Mercury",759.2
2023-05-29,"L005","HUMI","Percent",77.99
2023-05-29,"L005","WNDS","MPH",10.74
2023-05-29,"L006","AIRT","Degrees Celsius",25.85
2023-05-29,"L006","BARO","mm Mercury",758.15
2023-05-29,"L006","HUMI","Percent",77.93
2023-05-29,"L006","RADP","MICROMOLE/m^2/s",501.51
2023-05-29,"L006","RADT","kW/m^2",0.269
2023-05-29,"L006","WNDS","MPH",12.51
2023-05-29,"LZ40","AIRT","Degrees Celsius",25.44
2023-05-29,"LZ40","BARO","mm Mercury",756.87
2023-05-29,"LZ40","HUMI","Percent",79.04
2023-05-29,"LZ40","RADT","kW/m^2",0.206
2023-05-29,"LZ40","WNDD","DEGREES CLOCKWI",106.82
2023-05-29,"LZ40","WNDS","MPH",12.28
