"date","station_id","parameter","unit","value"
2023-02-21,"L006","HUMI","Percent",86.31
2023-02-21,"L006","RADP","MICROMOLE/m^2/s",360.31
2023-02-21,"L006","RADT","kW/m^2",0.199
2023-02-21,"L006","WNDS","MPH",5.22
2023-02-21,"LZ40","AIRT","Degrees Celsius",22.61
2023-02-21,"LZ40","BARO","mm Mercury",761.15
2023-02-21,"LZ40","HUMI","Percent",84.5
2023-02-21,"LZ40","RADT","kW/m^2",0.203
2023-02-21,"LZ40","WNDD","DEGREES CLOCKWI",233.81
2023-02-21,"LZ40","WNDS","MPH",4.44
2023-02-22,"L001","AIRT","Degrees Celsius",23.47
2023-02-22,"L001","BARO","mm Mercury",764.74
2023-02-22,"L001","HUMI","Percent",82.48
2023-02-22,"L001","WNDS","MPH",6.99
2023-02-22,"L005","AIRT","Degrees Celsius",23.71
2023-02-22,"L005","BARO","mm Mercury",764.74
2023-02-22,"L005","HUMI","Percent",80.64
2023-02-22,"L005","WNDS","MPH",3.98
2023-02-22,"L006","AIRT","Degrees Celsius",23.87
2023-02-22,"L006","BARO","mm Mercury",763.77
2023-02-22,"L006","HUMI","Percent",77.56
2023-02-22,"L006","RADP","MICROMOLE/m^2/s",351.23
2023-02-22,"L006","RADT","kW/m^2",0.199
2023-02-22,"L006","WNDS","MPH",7.02
2023-02-22,"LZ40","AIRT","Degrees Celsius",23.51
2023-02-22,"LZ40","BARO","mm Mercury",762.67
2023-02-22,"LZ40","HUMI","Percent",81.85
2023-02-22,"LZ40","RADT","kW/m^2",0.201
2023-02-22,"LZ40","WNDD","DEGREES CLOCKWI",156.29
2023-02-22,"LZ40","WNDS","MPH",7.13
2023-02-23,"L001","AIRT","Degrees Celsius",24.85
2023-02-23,"L001","BARO","mm Mercury",767.19
2023-02-23,"L001","HUMI","Percent",78.38
2023-02-23,"L001","WNDS","MPH",6.79
2023-02-23,"L005","AIRT","Degrees Celsius",24.6
2023-02-23,"L005","BARO","mm Mercury",767.16
2023-02-23,"L005","HUMI","Percent",80.88
2023-02-23,"L005","WNDS","MPH",6.63
2023-02-23,"L006","AIRT","Degrees Celsius",24.26
2023-02-23,"L006","BARO","mm Mercury",766.11
2023-02-23,"L006","HUMI","Percent",80.13
2023-02-23,"L006","RADP","MICROMOLE/m^2/s",331.29
2023-02-23,"L006","RADT","kW/m^2",0.186
2023-02-23,"L006","WNDS","MPH",7.47
2023-02-23,"LZ40","AIRT","Degrees Celsius",24.16
2023-02-23,"LZ40","BARO","mm Mercury",764.99
2023-02-23,"LZ40","HUMI","Percent",82.74
2023-02-23,"LZ40","RADT","kW/m^2",0.198
2023-02-23,"LZ40","WNDD","DEGREES CLOCKWI",119.51
2023-02-23,"LZ40","WNDS","MPH",7.32
2023-02-24,"L001","AIRT","Degrees Celsius",24.38
2023-02-24,"L001","BARO","mm Mercury",768.57
2023-02-24,"L001","HUMI","Percent",80.39
2023-02-24,"L001","WNDS","MPH",6.34
2023-02-24,"L005","AIRT","Degrees Celsius",24.71
2023-02-24,"L005","BARO","mm Mercury",768.57
2023-02-24,"L005","HUMI","Percent",77.01
2023-02-24,"L005","WNDS","MPH",3.78
2023-02-24,"L006","AIRT","Degrees Celsius",24.46
2023-02-24,"L006","BARO","mm Mercury",767.58
2023-02-24,"L006","HUMI","Percent",77.61
2023-02-24,"L006","RADP","MICROMOLE/m^2/s",335.8
2023-02-24,"L006","RADT","kW/m^2",0.187
2023-02-24,"L006","WNDS","MPH",3.82
2023-02-24,"LZ40","AIRT","Degrees Celsius",24.28
2023-02-24,"LZ40","BARO","mm Mercury",766.47
2023-02-24,"LZ40","HUMI","Percent",81.69
2023-02-24,"LZ40","RADT","kW/m^2",0.205
2023-02-24,"LZ40","WNDD","DEGREES CLOCKWI",181.38
2023-02-24,"LZ40","WNDS","MPH",4.38
2023-02-25,"L001","AIRT","Degrees Celsius",24.44
2023-02-25,"L001","BARO","mm Mercury",767.45
2023-02-25,"L001","HUMI","Percent",75.23
2023-02-25,"L001","WNDS","MPH",5.63
2023-02-25,"L005","AIRT","Degrees Celsius",24.72
2023-02-25,"L005","BARO","mm Mercury",767.45
2023-02-25,"L005","HUMI","Percent",71.5
2023-02-25,"L005","WNDS","MPH",2.38
2023-02-25,"L006","AIRT","Degrees Celsius",23.91
2023-02-25,"L006","BARO","mm Mercury",766.45
2023-02-25,"L006","HUMI","Percent",79.29
2023-02-25,"L006","RADP","MICROMOLE/m^2/s",351.85
2023-02-25,"L006","RADT","kW/m^2",0.201
2023-02-25,"L006","WNDS","MPH",5.13
2023-02-25,"LZ40","AIRT","Degrees Celsius",23.83
2023-02-25,"LZ40","BARO","mm Mercury",765.36
2023-02-25,"LZ40","HUMI","Percent",80.26
2023-02-25,"LZ40","RADT","kW/m^2",0.208
2023-02-25,"LZ40","WNDD","DEGREES CLOCKWI",214.8
2023-02-25,"LZ40","WNDS","MPH",5.2
2023-02-26,"L001","AIRT","Degrees Celsius",23.43
2023-02-26,"L001","BARO","mm Mercury",764.41
2023-02-26,"L001","HUMI","Percent",72.73
2023-02-26,"L001","WNDS","MPH",7.73
2023-02-26,"L005","AIRT","Degrees Celsius",23.84
2023-02-26,"L005","BARO","mm Mercury",764.53
2023-02-26,"L005","HUMI","Percent",68.67
2023-02-26,"L005","WNDS","MPH",5.6
2023-02-26,"L006","AIRT","Degrees Celsius",23.96
2023-02-26,"L006","BARO","mm Mercury",763.51
2023-02-26,"L006","HUMI","Percent",68.63
2023-02-26,"L006","RADP","MICROMOLE/m^2/s",361.53
2023-02-26,"L006","RADT","kW/m^2",0.193
2023-02-26,"L006","WNDS","MPH",6.26
2023-02-26,"LZ40","AIRT","Degrees Celsius",23.69
2023-02-26,"LZ40","BARO","mm Mercury",762.41
2023-02-26,"LZ40","HUMI","Percent",68.01
2023-02-26,"LZ40","RADT","kW/m^2",0.214
2023-02-26,"LZ40","WNDD","DEGREES CLOCKWI",224.86
2023-02-26,"LZ40","WNDS","MPH",6.56
2023-02-27,"L001","AIRT","Degrees Celsius",22.68
2023-02-27,"L001","BARO","mm Mercury",762.38
2023-02-27,"L001","HUMI","Percent",73.98
2023-02-27,"L001","WNDS","MPH",9.68
2023-02-27,"L005","AIRT","Degrees Celsius",23.05
2023-02-27,"L005","BARO","mm Mercury",762.55
2023-02-27,"L005","HUMI","Percent",71.15
2023-02-27,"L005","WNDS","MPH",8.83
2023-02-27,"L006","AIRT","Degrees Celsius",23.43
2023-02-27,"L006","BARO","mm Mercury",761.52
2023-02-27,"L006","HUMI","Percent",69.02
2023-02-27,"L006","RADP","MICROMOLE/m^2/s",267.93
2023-02-27,"L006","RADT","kW/m^2",0.154
2023-02-27,"L006","WNDS","MPH",8.77
2023-02-27,"LZ40","AIRT","Degrees Celsius",23.07
2023-02-27,"LZ40","BARO","mm Mercury",760.44
2023-02-27,"LZ40","HUMI","Percent",68.92
2023-02-27,"LZ40","RADT","kW/m^2",0.22
2023-02-27,"LZ40","WNDD","DEGREES CLOCKWI",270.18
2023-02-27,"LZ40","WNDS","MPH",9.17
2023-02-28,"L001","AIRT","Degrees Celsius",23.58
2023-02-28,"L001","BARO","mm Mercury",761.82
2023-02-28,"L001","HUMI","Percent",74.27
2023-02-28,"L001","WNDS","MPH",11.79
2023-02-28,"L005","AIRT","Degrees Celsius",23.17
2023-02-28,"L005","BARO","mm Mercury",762.08
2023-02-28,"L005","HUMI","Percent",73.17
2023-02-28,"L005","WNDS","MPH",10.08
2023-02-28,"L006","AIRT","Degrees Celsius",23.34
2023-02-28,"L006","BARO","mm Mercury",761.05
2023-02-28,"L006","HUMI","Percent",73.65
2023-02-28,"L006","RADP","MICROMOLE/m^2/s",285.34
2023-02-28,"L006","RADT","kW/m^2",NA
2023-02-28,"L006","WNDS","MPH",9.87
2023-02-28,"LZ40","AIRT","Degrees Celsius",23.29
2023-02-28,"LZ40","BARO","mm Mercury",759.98
2023-02-28,"LZ40","HUMI","Percent",72.91
2023-02-28,"LZ40","RADT","kW/m^2",0.22
2023-02-28,"LZ40","WNDD","DEGREES CLOCKWI",249.68
2023-02-28,"LZ40","WNDS","MPH",10.17
2023-03-01,"L001","AIRT","Degrees Celsius",23.23
2023-03-01,"L001","BARO","mm Mercury",763.27
2023-03-01,"L001","HUMI","Percent",79.08
2023-03-01,"L001","WNDS","MPH",7.78
2023-03-01,"L005","AIRT","Degrees Celsius",23.35
2023-03-01,"L005","BARO","mm Mercury",763.4
2023-03-01,"L005","HUMI","Percent",75.13
2023-03-01,"L005","WNDS","MPH",4.47
2023-03-01,"L006","AIRT","Degrees Celsius",23.61
2023-03-01,"L006","BARO","mm Mercury",762.39
2023-03-01,"L006","HUMI","Percent",73.96
2023-03-01,"L006","RADP","MICROMOLE/m^2/s",364.73
2023-03-01,"L006","RADT","kW/m^2",0.202
2023-03-01,"L006","WNDS","MPH",5.98
2023-03-01,"LZ40","AIRT","Degrees Celsius",23.73
2023-03-01,"LZ40","BARO","mm Mercury",761.26
2023-03-01,"LZ40","HUMI","Percent",72.94
2023-03-01,"LZ40","RADT","kW/m^2",0.223
2023-03-01,"LZ40","WNDD","DEGREES CLOCKWI",206.39
2023-03-01,"LZ40","WNDS","MPH",5.57
2023-03-02,"L001","AIRT","Degrees Celsius",24.26
2023-03-02,"L001","BARO","mm Mercury",761.07
2023-03-02,"L001","HUMI","Percent",71.13
2023-03-02,"L001","WNDS","MPH",9.76
2023-03-02,"L005","AIRT","Degrees Celsius",23.45
2023-03-02,"L005","BARO","mm Mercury",761.11
2023-03-02,"L005","HUMI","Percent",73.88
2023-03-02,"L005","WNDS","MPH",7.51
2023-03-02,"L006","AIRT","Degrees Celsius",23.89
2023-03-02,"L006","BARO","mm Mercury",760.04
2023-03-02,"L006","HUMI","Percent",70.72
2023-03-02,"L006","RADP","MICROMOLE/m^2/s",371.88
2023-03-02,"L006","RADT","kW/m^2",0.203
2023-03-02,"L006","WNDS","MPH",9.45
2023-03-02,"LZ40","AIRT","Degrees Celsius",23.57
2023-03-02,"LZ40","BARO","mm Mercury",759.03
2023-03-02,"LZ40","HUMI","Percent",72
2023-03-02,"LZ40","RADT","kW/m^2",0.22
2023-03-02,"LZ40","WNDD","DEGREES CLOCKWI",173.24
2023-03-02,"LZ40","WNDS","MPH",9.38
2023-03-03,"L001","AIRT","Degrees Celsius",25.19
2023-03-03,"L001","BARO","mm Mercury",758.6
2023-03-03,"L001","HUMI","Percent",75.93
2023-03-03,"L001","WNDS","MPH",15.35
2023-03-03,"L005","AIRT","Degrees Celsius",25.23
2023-03-03,"L005","BARO","mm Mercury",758.69
2023-03-03,"L005","HUMI","Percent",70.81
2023-03-03,"L005","WNDS","MPH",14.33
2023-03-03,"L006","AIRT","Degrees Celsius",24.96
2023-03-03,"L006","BARO","mm Mercury",757.75
2023-03-03,"L006","HUMI","Percent",72.07
2023-03-03,"L006","RADP","MICROMOLE/m^2/s",344.69
2023-03-03,"L006","RADT","kW/m^2",0.195
2023-03-03,"L006","WNDS","MPH",14.43
2023-03-03,"LZ40","AIRT","Degrees Celsius",24.44
2023-03-03,"LZ40","BARO","mm Mercury",756.7
2023-03-03,"LZ40","HUMI","Percent",75.41
2023-03-03,"LZ40","RADT","kW/m^2",0.206
2023-03-03,"LZ40","WNDD","DEGREES CLOCKWI",198.23
2023-03-03,"LZ40","WNDS","MPH",14.01
2023-03-04,"L001","AIRT","Degrees Celsius",25.31
2023-03-04,"L001","BARO","mm Mercury",760.48
2023-03-04,"L001","HUMI","Percent",76.92
2023-03-04,"L001","WNDS","MPH",13.97
2023-03-04,"L005","AIRT","Degrees Celsius",25.03
2023-03-04,"L005","BARO","mm Mercury",760.65
2023-03-04,"L005","HUMI","Percent",73.85
2023-03-04,"L005","WNDS","MPH",11.98
2023-03-04,"L006","AIRT","Degrees Celsius",24.95
2023-03-04,"L006","BARO","mm Mercury",759.58
2023-03-04,"L006","HUMI","Percent",76.16
2023-03-04,"L006","RADP","MICROMOLE/m^2/s",352.84
2023-03-04,"L006","RADT","kW/m^2",0.201
2023-03-04,"L006","WNDS","MPH",13.47
2023-03-04,"LZ40","AIRT","Degrees Celsius",24.48
2023-03-04,"LZ40","BARO","mm Mercury",758.51
2023-03-04,"LZ40","HUMI","Percent",80.46
2023-03-04,"LZ40","RADT","kW/m^2",0.209
2023-03-04,"LZ40","WNDD","DEGREES CLOCKWI",226.12
2023-03-04,"LZ40","WNDS","MPH",12.05
2023-03-05,"L001","AIRT","Degrees Celsius",24.33
2023-03-05,"L001","BARO","mm Mercury",763.36
2023-03-05,"L001","HUMI","Percent",81.11
2023-03-05,"L001","WNDS","MPH",8.5
2023-03-05,"L005","AIRT","Degrees Celsius",24.82
2023-03-05,"L005","BARO","mm Mercury",763.38
2023-03-05,"L005","HUMI","Percent",77.21
2023-03-05,"L005","WNDS","MPH",6.23
2023-03-05,"L006","AIRT","Degrees Celsius",25.01
2023-03-05,"L006","BARO","mm Mercury",762.45
2023-03-05,"L006","HUMI","Percent",73.7
2023-03-05,"L006","RADP","MICROMOLE/m^2/s",357.23
2023-03-05,"L006","RADT","kW/m^2",0.196
2023-03-05,"L006","WNDS","MPH",5.26
2023-03-05,"LZ40","AIRT","Degrees Celsius",24.82
2023-03-05,"LZ40","BARO","mm Mercury",761.31
2023-03-05,"LZ40","HUMI","Percent",75.46
2023-03-05,"LZ40","RADT","kW/m^2",0.21
2023-03-05,"LZ40","WNDD","DEGREES CLOCKWI",207.14
2023-03-05,"LZ40","WNDS","MPH",5.53
2023-03-06,"L001","AIRT","Degrees Celsius",25.12
2023-03-06,"L001","BARO","mm Mercury",763.44
2023-03-06,"L001","HUMI","Percent",78.64
2023-03-06,"L001","WNDS","MPH",7.9
2023-03-06,"L005","AIRT","Degrees Celsius",25.1
2023-03-06,"L005","BARO","mm Mercury",763.5
2023-03-06,"L005","HUMI","Percent",77.4
2023-03-06,"L005","WNDS","MPH",6.02
2023-03-06,"L006","AIRT","Degrees Celsius",24.52
2023-03-06,"L006","BARO","mm Mercury",762.49
2023-03-06,"L006","HUMI","Percent",81.13
2023-03-06,"L006","RADP","MICROMOLE/m^2/s",367.28
2023-03-06,"L006","RADT","kW/m^2",0.202
2023-03-06,"L006","WNDS","MPH",5.83
2023-03-06,"LZ40","AIRT","Degrees Celsius",24.34
2023-03-06,"LZ40","BARO","mm Mercury",761.35
2023-03-06,"LZ40","HUMI","Percent",84.04
2023-03-06,"LZ40","RADT","kW/m^2",0.197
2023-03-06,"LZ40","WNDD","DEGREES CLOCKWI",198.68
2023-03-06,"LZ40","WNDS","MPH",6.67
2023-03-07,"L001","AIRT","Degrees Celsius",25.44
2023-03-07,"L001","BARO","mm Mercury",762.15
2023-03-07,"L001","HUMI","Percent",72.51
2023-03-07,"L001","WNDS","MPH",6.77
2023-03-07,"L005","AIRT","Degrees Celsius",25.25
2023-03-07,"L005","BARO","mm Mercury",762.2
2023-03-07,"L005","HUMI","Percent",72.7
2023-03-07,"L005","WNDS","MPH",6.33
2023-03-07,"L006","AIRT","Degrees Celsius",25.42
2023-03-07,"L006","BARO","mm Mercury",761.16
2023-03-07,"L006","HUMI","Percent",74.74
2023-03-07,"L006","RADP","MICROMOLE/m^2/s",377.68
2023-03-07,"L006","RADT","kW/m^2",0.211
2023-03-07,"L006","WNDS","MPH",5.56
2023-03-07,"LZ40","AIRT","Degrees Celsius",25.15
2023-03-07,"LZ40","BARO","mm Mercury",760.05
2023-03-07,"LZ40","HUMI","Percent",77.93
2023-03-07,"LZ40","RADT","kW/m^2",0.211
2023-03-07,"LZ40","WNDD","DEGREES CLOCKWI",195.42
2023-03-07,"LZ40","WNDS","MPH",5.67
2023-03-08,"L001","AIRT","Degrees Celsius",23.56
2023-03-08,"L001","BARO","mm Mercury",762.82
2023-03-08,"L001","HUMI","Percent",76.61
2023-03-08,"L001","WNDS","MPH",12.23
2023-03-08,"L005","AIRT","Degrees Celsius",23.49
2023-03-08,"L005","BARO","mm Mercury",762.89
2023-03-08,"L005","HUMI","Percent",78.15
2023-03-08,"L005","WNDS","MPH",11.15
2023-03-08,"L006","AIRT","Degrees Celsius",23.82
2023-03-08,"L006","BARO","mm Mercury",761.8
2023-03-08,"L006","HUMI","Percent",77.5
2023-03-08,"L006","RADP","MICROMOLE/m^2/s",362.07
2023-03-08,"L006","RADT","kW/m^2",0.204
2023-03-08,"L006","WNDS","MPH",14.07
2023-03-08,"LZ40","AIRT","Degrees Celsius",23.46
2023-03-08,"LZ40","BARO","mm Mercury",760.7
2023-03-08,"LZ40","HUMI","Percent",79.53
2023-03-08,"LZ40","RADT","kW/m^2",0.203
2023-03-08,"LZ40","WNDD","DEGREES CLOCKWI",158.03
2023-03-08,"LZ40","WNDS","MPH",14.12
2023-03-09,"L001","AIRT","Degrees Celsius",22.28
2023-03-09,"L001","BARO","mm Mercury",764.46
2023-03-09,"L001","HUMI","Percent",65.57
2023-03-09,"L001","WNDS","MPH",10.95
2023-03-09,"L005","AIRT","Degrees Celsius",22.76
2023-03-09,"L005","BARO","mm Mercury",764.55
2023-03-09,"L005","HUMI","Percent",64.14
2023-03-09,"L005","WNDS","MPH",13.24
2023-03-09,"L006","AIRT","Degrees Celsius",22.76
2023-03-09,"L006","BARO","mm Mercury",763.36
2023-03-09,"L006","HUMI","Percent",63.4
2023-03-09,"L006","RADP","MICROMOLE/m^2/s",384.29
2023-03-09,"L006","RADT","kW/m^2",0.214
2023-03-09,"L006","WNDS","MPH",13.83
2023-03-09,"LZ40","AIRT","Degrees Celsius",22.36
2023-03-09,"LZ40","BARO","mm Mercury",762.37
2023-03-09,"LZ40","HUMI","Percent",62.94
2023-03-09,"LZ40","RADT","kW/m^2",0.175
2023-03-09,"LZ40","WNDD","DEGREES CLOCKWI",70.62
2023-03-09,"LZ40","WNDS","MPH",13.87
2023-03-10,"L001","AIRT","Degrees Celsius",23.02
2023-03-10,"L001","BARO","mm Mercury",762.52
2023-03-10,"L001","HUMI","Percent",64.93
2023-03-10,"L001","WNDS","MPH",10.67
2023-03-10,"L005","AIRT","Degrees Celsius",23.19
2023-03-10,"L005","BARO","mm Mercury",762.65
2023-03-10,"L005","HUMI","Percent",63.42
2023-03-10,"L005","WNDS","MPH",8.93
2023-03-10,"L006","AIRT","Degrees Celsius",23.21
2023-03-10,"L006","BARO","mm Mercury",761.59
2023-03-10,"L006","HUMI","Percent",61.99
2023-03-10,"L006","RADP","MICROMOLE/m^2/s",375.27
2023-03-10,"L006","RADT","kW/m^2",0.211
2023-03-10,"L006","WNDS","MPH",8.64
2023-03-10,"LZ40","AIRT","Degrees Celsius",23.07
2023-03-10,"LZ40","BARO","mm Mercury",760.54
2023-03-10,"LZ40","HUMI","Percent",61.33
2023-03-10,"LZ40","RADT","kW/m^2",0.22
2023-03-10,"LZ40","WNDD","DEGREES CLOCKWI",190.13
2023-03-10,"LZ40","WNDS","MPH",9.65
2023-03-11,"L001","AIRT","Degrees Celsius",23.07
2023-03-11,"L001","BARO","mm Mercury",759.43
2023-03-11,"L001","HUMI","Percent",74.62
2023-03-11,"L001","WNDS","MPH",10.99
2023-03-11,"L005","AIRT","Degrees Celsius",23.27
2023-03-11,"L005","BARO","mm Mercury",759.62
2023-03-11,"L005","HUMI","Percent",74.01
2023-03-11,"L005","WNDS","MPH",8.18
2023-03-11,"L006","AIRT","Degrees Celsius",23.28
2023-03-11,"L006","BARO","mm Mercury",758.6
2023-03-11,"L006","HUMI","Percent",74.42
2023-03-11,"L006","RADP","MICROMOLE/m^2/s",383.4
2023-03-11,"L006","RADT","kW/m^2",0.22
2023-03-11,"L006","WNDS","MPH",10.18
2023-03-11,"LZ40","AIRT","Degrees Celsius",22.94
2023-03-11,"LZ40","BARO","mm Mercury",757.51
2023-03-11,"LZ40","HUMI","Percent",75.94
2023-03-11,"LZ40","RADT","kW/m^2",0.224
2023-03-11,"LZ40","WNDD","DEGREES CLOCKWI",220.49
2023-03-11,"LZ40","WNDS","MPH",11.48
2023-03-12,"L001","AIRT","Degrees Celsius",23.4
2023-03-12,"L001","BARO","mm Mercury",759.63
2023-03-12,"L001","HUMI","Percent",70.56
2023-03-12,"L001","WNDS","MPH",6.67
2023-03-12,"L005","AIRT","Degrees Celsius",23.29
2023-03-12,"L005","BARO","mm Mercury",759.71
2023-03-12,"L005","HUMI","Percent",72.8
2023-03-12,"L005","WNDS","MPH",5.94
2023-03-12,"L006","AIRT","Degrees Celsius",24.27
2023-03-12,"L006","BARO","mm Mercury",758.63
2023-03-12,"L006","HUMI","Percent",67.86
2023-03-12,"L006","RADP","MICROMOLE/m^2/s",376.61
2023-03-12,"L006","RADT","kW/m^2",0.219
2023-03-12,"L006","WNDS","MPH",6.2
2023-03-12,"LZ40","AIRT","Degrees Celsius",23.95
2023-03-12,"LZ40","BARO","mm Mercury",757.59
2023-03-12,"LZ40","HUMI","Percent",67.56
2023-03-12,"LZ40","RADT","kW/m^2",0.229
2023-03-12,"LZ40","WNDD","DEGREES CLOCKWI",198.69
2023-03-12,"LZ40","WNDS","MPH",6.38
2023-03-13,"L001","AIRT","Degrees Celsius",24.3
2023-03-13,"L001","BARO","mm Mercury",759.15
2023-03-13,"L001","HUMI","Percent",81.37
2023-03-13,"L001","WNDS","MPH",16.27
2023-03-13,"L005","AIRT","Degrees Celsius",23.93
2023-03-13,"L005","BARO","mm Mercury",759.43
2023-03-13,"L005","HUMI","Percent",81.51
2023-03-13,"L005","WNDS","MPH",13.85
2023-03-13,"L006","AIRT","Degrees Celsius",24.23
2023-03-13,"L006","BARO","mm Mercury",758.36
2023-03-13,"L006","HUMI","Percent",80.46
2023-03-13,"L006","RADP","MICROMOLE/m^2/s",317.95
2023-03-13,"L006","RADT","kW/m^2",0.181
2023-03-13,"L006","WNDS","MPH",15.61
2023-03-13,"LZ40","AIRT","Degrees Celsius",23.85
2023-03-13,"LZ40","BARO","mm Mercury",757.29
2023-03-13,"LZ40","HUMI","Percent",85.61
2023-03-13,"LZ40","RADT","kW/m^2",0.197
2023-03-13,"LZ40","WNDD","DEGREES CLOCKWI",253.79
2023-03-13,"LZ40","WNDS","MPH",15.36
2023-03-14,"L001","AIRT","Degrees Celsius",20.61
2023-03-14,"L001","BARO","mm Mercury",762.31
2023-03-14,"L001","HUMI","Percent",69.92
2023-03-14,"L001","WNDS","MPH",12.18
2023-03-14,"L005","AIRT","Degrees Celsius",20.88
2023-03-14,"L005","BARO","mm Mercury",762.54
2023-03-14,"L005","HUMI","Percent",68.33
2023-03-14,"L005","WNDS","MPH",11.69
2023-03-14,"L006","AIRT","Degrees Celsius",21.19
2023-03-14,"L006","BARO","mm Mercury",761.31
2023-03-14,"L006","HUMI","Percent",72.42
2023-03-14,"L006","RADP","MICROMOLE/m^2/s",297
2023-03-14,"L006","RADT","kW/m^2",0.173
2023-03-14,"L006","WNDS","MPH",14.13
2023-03-14,"LZ40","AIRT","Degrees Celsius",20.7
2023-03-14,"LZ40","BARO","mm Mercury",760.25
2023-03-14,"LZ40","HUMI","Percent",73.27
2023-03-14,"LZ40","RADT","kW/m^2",0.183
2023-03-14,"LZ40","WNDD","DEGREES CLOCKWI",57.99
2023-03-14,"LZ40","WNDS","MPH",13.88
2023-03-15,"L001","AIRT","Degrees Celsius",16.73
2023-03-15,"L001","BARO","mm Mercury",764.97
2023-03-15,"L001","HUMI","Percent",69.45
2023-03-15,"L001","WNDS","MPH",14.89
2023-03-15,"L005","AIRT","Degrees Celsius",16.62
2023-03-15,"L005","BARO","mm Mercury",765.14
2023-03-15,"L005","HUMI","Percent",67.97
2023-03-15,"L005","WNDS","MPH",14.19
2023-03-15,"L006","AIRT","Degrees Celsius",18.42
2023-03-15,"L006","BARO","mm Mercury",763.73
2023-03-15,"L006","HUMI","Percent",66.74
2023-03-15,"L006","RADP","MICROMOLE/m^2/s",188.52
2023-03-15,"L006","RADT","kW/m^2",0.109
2023-03-15,"L006","WNDS","MPH",17.47
2023-03-15,"LZ40","AIRT","Degrees Celsius",17.68
2023-03-15,"LZ40","BARO","mm Mercury",762.68
2023-03-15,"LZ40","HUMI","Percent",66.97
2023-03-15,"LZ40","RADT","kW/m^2",0.121
2023-03-15,"LZ40","WNDD","DEGREES CLOCKWI",31.85
2023-03-15,"LZ40","WNDS","MPH",17.04
2023-03-16,"L001","AIRT","Degrees Celsius",18.74
2023-03-16,"L001","BARO","mm Mercury",765.87
2023-03-16,"L001","HUMI","Percent",65.28
2023-03-16,"L001","WNDS","MPH",12.41
2023-03-16,"L005","AIRT","Degrees Celsius",18.61
2023-03-16,"L005","BARO","mm Mercury",766.02
2023-03-16,"L005","HUMI","Percent",65.47
2023-03-16,"L005","WNDS","MPH",13.03
2023-03-16,"L006","AIRT","Degrees Celsius",19.83
2023-03-16,"L006","BARO","mm Mercury",764.8
2023-03-16,"L006","HUMI","Percent",61.8
2023-03-16,"L006","RADP","MICROMOLE/m^2/s",389.04
2023-03-16,"L006","RADT","kW/m^2",0.233
2023-03-16,"L006","WNDS","MPH",13.05
2023-03-16,"LZ40","AIRT","Degrees Celsius",19.4
2023-03-16,"LZ40","BARO","mm Mercury",763.82
2023-03-16,"LZ40","HUMI","Percent",62.52
2023-03-16,"LZ40","RADT","kW/m^2",0.25
2023-03-16,"LZ40","WNDD","DEGREES CLOCKWI",74.92
2023-03-16,"LZ40","WNDS","MPH",13.46
2023-03-17,"L001","AIRT","Degrees Celsius",21.86
2023-03-17,"L001","BARO","mm Mercury",762.9
2023-03-17,"L001","HUMI","Percent",67.09
2023-03-17,"L001","WNDS","MPH",10.88
2023-03-17,"L005","AIRT","Degrees Celsius",21.49
2023-03-17,"L005","BARO","mm Mercury",763.06
2023-03-17,"L005","HUMI","Percent",68.31
2023-03-17,"L005","WNDS","MPH",7.63
2023-03-17,"L006","AIRT","Degrees Celsius",21.62
2023-03-17,"L006","BARO","mm Mercury",761.97
2023-03-17,"L006","HUMI","Percent",64.93
2023-03-17,"L006","RADP","MICROMOLE/m^2/s",369.2
2023-03-17,"L006","RADT","kW/m^2",0.213
2023-03-17,"L006","WNDS","MPH",9.52
2023-03-17,"LZ40","AIRT","Degrees Celsius",21.49
2023-03-17,"LZ40","BARO","mm Mercury",760.97
2023-03-17,"LZ40","HUMI","Percent",64.75
2023-03-17,"LZ40","RADT","kW/m^2",0.239
2023-03-17,"LZ40","WNDD","DEGREES CLOCKWI",166.26
2023-03-17,"LZ40","WNDS","MPH",10.72
2023-03-18,"L001","AIRT","Degrees Celsius",23.56
2023-03-18,"L001","BARO","mm Mercury",760.83
2023-03-18,"L001","HUMI","Percent",73.8
2023-03-18,"L001","WNDS","MPH",9.88
2023-03-18,"L005","AIRT","Degrees Celsius",23.43
2023-03-18,"L005","BARO","mm Mercury",760.87
2023-03-18,"L005","HUMI","Percent",69.87
2023-03-18,"L005","WNDS","MPH",10.9
2023-03-18,"L006","AIRT","Degrees Celsius",23.26
2023-03-18,"L006","BARO","mm Mercury",759.93
2023-03-18,"L006","HUMI","Percent",71.71
2023-03-18,"L006","RADP","MICROMOLE/m^2/s",370.2
2023-03-18,"L006","RADT","kW/m^2",0.212
2023-03-18,"L006","WNDS","MPH",9.76
2023-03-18,"LZ40","AIRT","Degrees Celsius",23.12
2023-03-18,"LZ40","BARO","mm Mercury",758.86
2023-03-18,"LZ40","HUMI","Percent",72.76
2023-03-18,"LZ40","RADT","kW/m^2",0.223
2023-03-18,"LZ40","WNDD","DEGREES CLOCKWI",219.34
2023-03-18,"LZ40","WNDS","MPH",9.91
2023-03-19,"L001","AIRT","Degrees Celsius",16.6
2023-03-19,"L001","BARO","mm Mercury",763.99
2023-03-19,"L001","HUMI","Percent",77.98
2023-03-19,"L001","WNDS","MPH",15.13
2023-03-19,"L005","AIRT","Degrees Celsius",16.61
