"","date","L005_AIRT_Degrees Celsius"
"259",1995-09-16,28.34
"260",1995-09-17,28.41
"261",1995-09-18,28.29
"262",1995-09-19,28.53
"263",1995-09-20,28.51
"264",1995-09-21,28.81
"265",1995-09-22,28.26
"266",1995-09-23,28.77
"267",1995-09-24,29.29
"268",1995-09-25,28.34
"269",1995-09-26,29.61
"270",1995-09-27,28.48
"271",1995-09-28,27.47
"272",1995-09-29,27.48
"273",1995-09-30,27.7
"274",1995-10-01,27.99
"275",1995-10-02,27.89
"276",1995-10-03,29.03
"277",1995-10-04,28.99
"278",1995-10-05,26.86
"279",1995-10-06,26.66
"280",1995-10-07,28.18
"281",1995-10-08,26.28
"282",1995-10-09,27.55
"283",1995-10-10,27.86
"284",1995-10-11,28.43
"285",1995-10-12,28.15
"286",1995-10-13,27.71
"287",1995-10-14,26.28
"288",1995-10-15,25.88
"289",1995-10-16,22.86
"290",1995-10-17,24.08
"291",1995-10-18,24.97
"292",1995-10-19,25.3
"293",1995-10-20,26.05
"294",1995-10-21,23.48
"295",1995-10-22,23.59
"296",1995-10-23,25.82
"297",1995-10-24,26.45
"298",1995-10-25,25.85
"299",1995-10-26,25.48
"300",1995-10-27,26.97
"301",1995-10-28,27.08
"302",1995-10-29,22.31
"303",1995-10-30,23.03
"304",1995-10-31,25.26
"305",1995-11-01,26.11
"306",1995-11-02,26.98
"307",1995-11-03,26.5
"308",1995-11-04,24.23
"309",1995-11-05,22.82
"310",1995-11-06,24.38
"311",1995-11-07,25.51
"312",1995-11-08,22.42
"313",1995-11-09,17.45
"314",1995-11-10,21.39
"315",1995-11-11,24.47
"316",1995-11-12,18.06
"317",1995-11-13,19.1
"318",1995-11-14,18.03
"319",1995-11-15,13.85
"320",1995-11-16,15.94
"321",1995-11-17,18.09
"322",1995-11-18,19.15
"323",1995-11-19,19.61
"324",1995-11-20,19.61
"325",1995-11-21,19.86
"326",1995-11-22,16.48
"327",1995-11-23,17.32
"328",1995-11-24,20.36
"329",1995-11-25,17.07
"330",1995-11-26,16.25
"331",1995-11-27,19.91
"332",1995-11-28,21.11
"333",1995-11-29,22.4
"334",1995-11-30,19.82
"335",1995-12-01,19.13
"336",1995-12-02,18.33
"337",1995-12-03,20.38
"338",1995-12-04,19.96
"339",1995-12-05,20.62
"340",1995-12-06,21.15
"341",1995-12-07,22.23
"342",1995-12-08,21.08
"343",1995-12-09,22.2
"344",1995-12-10,16.19
"345",1995-12-11,13.64
"346",1995-12-12,16.98
"347",1995-12-13,19.19
"348",1995-12-14,20.19
"349",1995-12-15,20.81
"350",1995-12-16,21.93
"351",1995-12-17,21.21
"352",1995-12-18,22.12
"353",1995-12-19,22.04
"354",1995-12-20,17.45
"355",1995-12-21,11.52
"356",1995-12-22,12.59
"357",1995-12-23,11.87
"358",1995-12-24,7.9
"359",1995-12-25,7.84
"360",1995-12-26,10.63
"361",1995-12-27,10.87
"362",1995-12-28,10.96
"363",1995-12-29,13.05
"364",1995-12-30,16.68
"365",1995-12-31,18.02
"366",1996-01-01,20
"367",1996-01-02,22.98
"368",1996-01-03,17.78
"369",1996-01-04,12.4
"370",1996-01-05,15.18
"371",1996-01-06,16.13
"372",1996-01-07,15.58
"373",1996-01-08,7.34
"374",1996-01-09,8.05
"375",1996-01-10,13.19
"376",1996-01-11,13.3
"377",1996-01-12,13.74
"378",1996-01-13,10.25
"379",1996-01-14,12.85
"380",1996-01-15,15.44
"381",1996-01-16,16.13
"382",1996-01-17,17.67
"383",1996-01-18,18.63
"384",1996-01-19,18.93
"385",1996-01-20,14.14
"386",1996-01-21,18.27
"387",1996-01-22,17.04
"388",1996-01-23,18.54
"389",1996-01-24,20.38
"390",1996-01-25,18.01
"391",1996-01-26,18.59
"392",1996-01-27,20.75
"393",1996-01-28,16.97
"394",1996-01-29,19.14
"395",1996-01-30,20.62
"396",1996-01-31,21.14
"397",1996-02-01,20.62
"398",1996-02-02,22.49
"399",1996-02-03,19.11
"400",1996-02-04,9.46
"401",1996-02-05,6.67
"402",1996-02-06,11.15
"403",1996-02-07,14.17
"404",1996-02-08,16.3
"405",1996-02-09,17.82
"406",1996-02-10,18.15
"407",1996-02-11,18.47
"408",1996-02-12,15.5
"409",1996-02-13,11.41
"410",1996-02-14,13.52
"411",1996-02-15,17.53
"412",1996-02-16,15.97
"413",1996-02-17,7.26
"414",1996-02-18,11.87
"415",1996-02-19,15.09
"416",1996-02-20,19.44
"417",1996-02-21,20.05
"418",1996-02-22,20.72
"419",1996-02-23,20.48
"420",1996-02-24,21.15
"421",1996-02-25,21.91
"422",1996-02-26,22.82
"423",1996-02-27,22.53
"424",1996-02-28,23.34
"425",1996-02-29,20.7
"426",1996-03-01,22.06
"427",1996-03-02,17.05
"428",1996-03-03,16.77
"429",1996-03-04,18.63
"430",1996-03-05,20.69
"431",1996-03-06,22.62
"432",1996-03-07,23.85
"433",1996-03-08,15.8
"434",1996-03-09,9.59
"435",1996-03-10,12.09
"436",1996-03-11,11.16
"437",1996-03-12,13.93
"438",1996-03-13,14.61
"439",1996-03-14,17.06
"440",1996-03-15,18.5
"441",1996-03-16,19.26
"442",1996-03-17,21.98
"443",1996-03-18,24.04
"444",1996-03-19,19.68
"445",1996-03-20,15.7
"446",1996-03-21,12.71
"447",1996-03-22,14.96
"448",1996-03-23,15.38
"449",1996-03-24,18.8
"450",1996-03-25,20.27
"451",1996-03-26,21.48
"452",1996-03-27,22.15
"453",1996-03-28,22.13
"454",1996-03-29,23.82
"455",1996-03-30,23.43
"456",1996-03-31,23.08
"457",1996-04-01,22.59
"458",1996-04-02,15.8
"459",1996-04-03,19.12
"460",1996-04-04,22.21
"461",1996-04-05,23.31
"462",1996-04-06,23.35
"463",1996-04-07,21.99
"464",1996-04-08,19.91
"465",1996-04-09,NA
"466",1996-04-10,NA
"467",1996-04-11,NA
"468",1996-04-12,21.11
"469",1996-04-13,22.94
"470",1996-04-14,24.04
"471",1996-04-15,23.65
"472",1996-04-16,22.58
"473",1996-04-17,20.85
"474",1996-04-18,22.58
"475",1996-04-19,23.06
"476",1996-04-20,23.5
"477",1996-04-21,24.23
"478",1996-04-22,24.56
"479",1996-04-23,24.84
"480",1996-04-24,23.88
"481",1996-04-25,24.35
"482",1996-04-26,25.75
"483",1996-04-27,25.08
"484",1996-04-28,26.37
"485",1996-04-29,26.56
"486",1996-04-30,24.88
"487",1996-05-01,24.19
"488",1996-05-02,25.43
"489",1996-05-03,25.9
"490",1996-05-04,26.65
"491",1996-05-05,26.31
"492",1996-05-06,26.33
"493",1996-05-07,26.39
"494",1996-05-08,26.03
"495",1996-05-09,26.05
"496",1996-05-10,25.71
"497",1996-05-11,25.44
"498",1996-05-12,25.92
"499",1996-05-13,25.14
"500",1996-05-14,25.97
"501",1996-05-15,25.73
"502",1996-05-16,25.44
"503",1996-05-17,26.08
"504",1996-05-18,25.74
"505",1996-05-19,26
"506",1996-05-20,25.69
"507",1996-05-21,24.68
"508",1996-05-22,25.79
"509",1996-05-23,26.7
"510",1996-05-24,26.53
"511",1996-05-25,26.28
"512",1996-05-26,25.59
"513",1996-05-27,26.05
"514",1996-05-28,26.53
"515",1996-05-29,25.41
"516",1996-05-30,25.3
"517",1996-05-31,25.52
"518",1996-06-01,25.43
"519",1996-06-02,24.5
"520",1996-06-03,24.37
"521",1996-06-04,25.69
"522",1996-06-05,26.3
"523",1996-06-06,26.63
"524",1996-06-07,27.04
"525",1996-06-08,25.65
"526",1996-06-09,25.86
"527",1996-06-10,26.25
"528",1996-06-11,26
"529",1996-06-12,26.09
"530",1996-06-13,26.86
"531",1996-06-14,27.52
"532",1996-06-15,27.78
"533",1996-06-16,27.22
"534",1996-06-17,26.93
"535",1996-06-18,27.14
"536",1996-06-19,25.61
"537",1996-06-20,24.63
"538",1996-06-21,25.26
"539",1996-06-22,25.95
"540",1996-06-23,26.76
"541",1996-06-24,28.02
"542",1996-06-25,28.71
"543",1996-06-26,27.76
"544",1996-06-27,25.71
"545",1996-06-28,26.31
"546",1996-06-29,27.39
"547",1996-06-30,27.42
"548",1996-07-01,27.48
"549",1996-07-02,28.2
"550",1996-07-03,28.51
"551",1996-07-04,28.47
"552",1996-07-05,26
"553",1996-07-06,27.67
"554",1996-07-07,28.41
"555",1996-07-08,29.01
"556",1996-07-09,27.56
"557",1996-07-10,27.67
"558",1996-07-11,28.22
"559",1996-07-12,27.1
"560",1996-07-13,28.07
"561",1996-07-14,29.32
"562",1996-07-15,28.87
"563",1996-07-16,28.85
"564",1996-07-17,28.92
"565",1996-07-18,28.48
"566",1996-07-19,28.93
"567",1996-07-20,28.92
"568",1996-07-21,29.18
"569",1996-07-22,29.23
"570",1996-07-23,28.49
"571",1996-07-24,30.18
"572",1996-07-25,29.51
"573",1996-07-26,29.11
"574",1996-07-27,29.02
"575",1996-07-28,29.07
"576",1996-07-29,29.02
"577",1996-07-30,28.13
"578",1996-07-31,28.36
"579",1996-08-01,28.25
"580",1996-08-02,28.03
"581",1996-08-03,27.25
"582",1996-08-04,28.64
"583",1996-08-05,29.22
"584",1996-08-06,28.63
"585",1996-08-07,29.2
"586",1996-08-08,26.57
"587",1996-08-09,26.92
"588",1996-08-10,27.69
"589",1996-08-11,27.58
"590",1996-08-12,28.49
"591",1996-08-13,27.86
"592",1996-08-14,27.58
"593",1996-08-15,28.14
"594",1996-08-16,28.3
"595",1996-08-17,28.54
"596",1996-08-18,28.76
"597",1996-08-19,28.17
"598",1996-08-20,28.06
"599",1996-08-21,28.39
"600",1996-08-22,28
"601",1996-08-23,26.35
"602",1996-08-24,26.35
"603",1996-08-25,26.29
"604",1996-08-26,25.42
"605",1996-08-27,26.48
"606",1996-08-28,28.05
"607",1996-08-29,28.27
"608",1996-08-30,27.21
"609",1996-08-31,27.49
"610",1996-09-01,28.98
"611",1996-09-02,29.07
"612",1996-09-03,29.01
"613",1996-09-04,28.58
"614",1996-09-05,27.99
"615",1996-09-06,28.2
"616",1996-09-07,26.98
"617",1996-09-08,27.46
"618",1996-09-09,26.72
"619",1996-09-10,26.42
"620",1996-09-11,27.35
"621",1996-09-12,27.98
"622",1996-09-13,28.3
"623",1996-09-14,28.13
"624",1996-09-15,27.97
"625",1996-09-16,28.12
"626",1996-09-17,27.79
"627",1996-09-18,27.98
"628",1996-09-19,28.06
"629",1996-09-20,27.98
"630",1996-09-21,28.27
"631",1996-09-22,26.81
"632",1996-09-23,26.58
"633",1996-09-24,26.76
"634",1996-09-25,27.06
"635",1996-09-26,27.48
"636",1996-09-27,27.32
"637",1996-09-28,27.64
"638",1996-09-29,27.36
"639",1996-09-30,27.22
"640",1996-10-01,27.65
"641",1996-10-02,27.74
"642",1996-10-03,26.34
"643",1996-10-04,25.25
"644",1996-10-05,25.75
"645",1996-10-06,25.63
"646",1996-10-07,26.78
"647",1996-10-08,26.14
"648",1996-10-09,25.3
"649",1996-10-10,23.88
"650",1996-10-11,22.88
"651",1996-10-12,23.41
"652",1996-10-13,23.65
"653",1996-10-14,23.81
"654",1996-10-15,24.57
"655",1996-10-16,24.93
"656",1996-10-17,24.78
"657",1996-10-18,25
"658",1996-10-19,21.47
"659",1996-10-20,19.96
"660",1996-10-21,21.77
"661",1996-10-22,24.42
"662",1996-10-23,25.08
"663",1996-10-24,25.45
"664",1996-10-25,25.42
"665",1996-10-26,25.79
"666",1996-10-27,25.77
"667",1996-10-28,24.67
"668",1996-10-29,25.62
"669",1996-10-30,26.1
"670",1996-10-31,25.51
"671",1996-11-01,26.07
"672",1996-11-02,25.05
"673",1996-11-03,20.14
"674",1996-11-04,23.66
"675",1996-11-05,23.5
"676",1996-11-06,24.17
"677",1996-11-07,25.41
"678",1996-11-08,24.91
"679",1996-11-09,16.69
"680",1996-11-10,16.34
"681",1996-11-11,16.44
"682",1996-11-12,17.25
"683",1996-11-13,18.77
"684",1996-11-14,19.93
"685",1996-11-15,21.29
"686",1996-11-16,21.28
"687",1996-11-17,20.68
"688",1996-11-18,20.73
"689",1996-11-19,21.22
"690",1996-11-20,21.42
"691",1996-11-21,20.87
"692",1996-11-22,19.92
"693",1996-11-23,18.44
"694",1996-11-24,21.53
"695",1996-11-25,22.28
"696",1996-11-26,21.04
"697",1996-11-27,17.05
"698",1996-11-28,19.03
"699",1996-11-29,19.88
"700",1996-11-30,21.48
"701",1996-12-01,22.3
"702",1996-12-02,20.46
"703",1996-12-03,19.12
"704",1996-12-04,18.29
"705",1996-12-05,20.46
"706",1996-12-06,21.32
"707",1996-12-07,22.24
"708",1996-12-08,18.26
"709",1996-12-09,14.66
"710",1996-12-10,15.84
"711",1996-12-11,18.38
"712",1996-12-12,19.55
"713",1996-12-13,20.48
"714",1996-12-14,18.23
"715",1996-12-15,17.97
"716",1996-12-16,17.79
"717",1996-12-17,19.72
"718",1996-12-18,20.28
"719",1996-12-19,13.98
"720",1996-12-20,6.85
"721",1996-12-21,12.65
"722",1996-12-22,15.52
"723",1996-12-23,16.45
"724",1996-12-24,18.28
"725",1996-12-25,17.9
"726",1996-12-26,19.06
"727",1996-12-27,19.72
"728",1996-12-28,20.77
"729",1996-12-29,20.95
"730",1996-12-30,21.3
"731",1996-12-31,21.91
"732",1997-01-01,21.83
"733",1997-01-02,20.99
"734",1997-01-03,21
"735",1997-01-04,21.45
"736",1997-01-05,22.57
"737",1997-01-06,22.15
"738",1997-01-07,22.44
"739",1997-01-08,20.99
"740",1997-01-09,22.5
"741",1997-01-10,16.11
"742",1997-01-11,16.37
"743",1997-01-12,17.33
"744",1997-01-13,17.11
"745",1997-01-14,17.54
"746",1997-01-15,18.31
"747",1997-01-16,19.74
"748",1997-01-17,9.7
"749",1997-01-18,7.11
"750",1997-01-19,8.31
"751",1997-01-20,12.95
"752",1997-01-21,14.47
"753",1997-01-22,16.89
"754",1997-01-23,17.84
"755",1997-01-24,19.33
"756",1997-01-25,19.87
"757",1997-01-26,17.74
"758",1997-01-27,18.93
"759",1997-01-28,20.74
"760",1997-01-29,20.62
"761",1997-01-30,19.43
"762",1997-01-31,14.68
"763",1997-02-01,15.34
"764",1997-02-02,17.5
"765",1997-02-03,19.31
"766",1997-02-04,20.51
"767",1997-02-05,21.27
"768",1997-02-06,22.24
"769",1997-02-07,23.03
"770",1997-02-08,23.79
"771",1997-02-09,20.03
"772",1997-02-10,17.91
"773",1997-02-11,14.75
"774",1997-02-12,17.15
"775",1997-02-13,22.2
"776",1997-02-14,23.09
"777",1997-02-15,22.55
"778",1997-02-16,17.56
"779",1997-02-17,18.35
"780",1997-02-18,19.85
"781",1997-02-19,21.41
"782",1997-02-20,22.57
"783",1997-02-21,23.49
"784",1997-02-22,23.58
"785",1997-02-23,21.56
"786",1997-02-24,21.39
"787",1997-02-25,23.05
"788",1997-02-26,24.17
"789",1997-02-27,24.82
"790",1997-02-28,24.68
"791",1997-03-01,24.71
"792",1997-03-02,24.83
"793",1997-03-03,24.64
"794",1997-03-04,24.35
"795",1997-03-05,24.85
"796",1997-03-06,24.49
"797",1997-03-07,21.61
"798",1997-03-08,23.33
"799",1997-03-09,23.31
"800",1997-03-10,23.95
"801",1997-03-11,24.43
"802",1997-03-12,23.06
"803",1997-03-13,23.93
"804",1997-03-14,21.39
"805",1997-03-15,21.48
"806",1997-03-16,20.58
"807",1997-03-17,21.08
"808",1997-03-18,22.81
"809",1997-03-19,23.83
"810",1997-03-20,23.35
"811",1997-03-21,21.6
"812",1997-03-22,21.4
"813",1997-03-23,21.75
"814",1997-03-24,22.85
"815",1997-03-25,23.61
"816",1997-03-26,25.11
"817",1997-03-27,23.75
"818",1997-03-28,25.42
"819",1997-03-29,24.01
"820",1997-03-30,24.52
"821",1997-03-31,23.54
"822",1997-04-01,18.67
"823",1997-04-02,20.25
"824",1997-04-03,21.21
"825",1997-04-04,22.46
"826",1997-04-05,23.3
"827",1997-04-06,24.1
"828",1997-04-07,23.72
"829",1997-04-08,23.23
"830",1997-04-09,22.87
"831",1997-04-10,22.5
"832",1997-04-11,23.5
"833",1997-04-12,24.38
"834",1997-04-13,24.38
"835",1997-04-14,21.8
"836",1997-04-15,21.17
"837",1997-04-16,20.57
"838",1997-04-17,21.84
"839",1997-04-18,17.99
"840",1997-04-19,17.65
"841",1997-04-20,20.4
"842",1997-04-21,21.62
"843",1997-04-22,24.9
"844",1997-04-23,23.75
"845",1997-04-24,21.41
"846",1997-04-25,23.83
"847",1997-04-26,23.74
"848",1997-04-27,26.24
"849",1997-04-28,24.5
"850",1997-04-29,23.82
"851",1997-04-30,23.14
"852",1997-05-01,25.02
"853",1997-05-02,25.52
"854",1997-05-03,27.2
"855",1997-05-04,24.3
"856",1997-05-05,21.75
"857",1997-05-06,23.05
"858",1997-05-07,24.3
"859",1997-05-08,24.61
"860",1997-05-09,25.56
"861",1997-05-10,25.63
"862",1997-05-11,24.23
"863",1997-05-12,23.84
"864",1997-05-13,24.88
"865",1997-05-14,24.32
"866",1997-05-15,25.42
"867",1997-05-16,23.45
"868",1997-05-17,24.2
"869",1997-05-18,25.27
"870",1997-05-19,26.19
"871",1997-05-20,27.21
"872",1997-05-21,28.09
"873",1997-05-22,26.66
"874",1997-05-23,27.01
"875",1997-05-24,26.42
"876",1997-05-25,26.79
"877",1997-05-26,26.09
"878",1997-05-27,26.71
"879",1997-05-28,25.1
"880",1997-05-29,25.6
"881",1997-05-30,25.63
"882",1997-05-31,26.41
"883",1997-06-01,24.58
"884",1997-06-02,25.07
"885",1997-06-03,25.8
"886",1997-06-04,26.1
"887",1997-06-05,26.53
"888",1997-06-06,26.25
"889",1997-06-07,24.94
"890",1997-06-08,24.92
"891",1997-06-09,25.73
"892",1997-06-10,25.51
"893",1997-06-11,26.04
"894",1997-06-12,26.05
"895",1997-06-13,27.24
"896",1997-06-14,27.25
"897",1997-06-15,27.58
"898",1997-06-16,28.54
"899",1997-06-17,27.97
"900",1997-06-18,28.2
"901",1997-06-19,27.32
"902",1997-06-20,27.07
"903",1997-06-21,27.42
"904",1997-06-22,27.37
"905",1997-06-23,26.67
"906",1997-06-24,27.88
"907",1997-06-25,28.93
"908",1997-06-26,28.96
"909",1997-06-27,28.11
"910",1997-06-28,28.46
"911",1997-06-29,28.44
"912",1997-06-30,27.95
"913",1997-07-01,28.1
"914",1997-07-02,27.76
"915",1997-07-03,29.08
"916",1997-07-04,27.4
"917",1997-07-05,26.44
"918",1997-07-06,27.48
"919",1997-07-07,28.99
"920",1997-07-08,29.24
"921",1997-07-09,28.04
"922",1997-07-10,26.96
"923",1997-07-11,26.78
"924",1997-07-12,26.53
"925",1997-07-13,27.31
"926",1997-07-14,27.27
"927",1997-07-15,27.4
"928",1997-07-16,27.84
"929",1997-07-17,27.99
"930",1997-07-18,27.84
"931",1997-07-19,27.37
"932",1997-07-20,27.46
"933",1997-07-21,28.26
"934",1997-07-22,28.14
"935",1997-07-23,29.78
"936",1997-07-24,28.62
"937",1997-07-25,28.45
"938",1997-07-26,28.27
"939",1997-07-27,27.81
"940",1997-07-28,28.15
"941",1997-07-29,28.24
"942",1997-07-30,28.58
"943",1997-07-31,27.86
"944",1997-08-01,27.09
"945",1997-08-02,27.12
"946",1997-08-03,27.32
"947",1997-08-04,27.74
"948",1997-08-05,27.15
"949",1997-08-06,26.74
"950",1997-08-07,26.15
"951",1997-08-08,26.79
"952",1997-08-09,26.92
"953",1997-08-10,26.52
"954",1997-08-11,28.04
"955",1997-08-12,29.17
"956",1997-08-13,30.08
"957",1997-08-14,29.3
"958",1997-08-15,28.32
"959",1997-08-16,28.29
"960",1997-08-17,28.71
"961",1997-08-18,29.97
"962",1997-08-19,28.76
"963",1997-08-20,29.32
"964",1997-08-21,28.3
"965",1997-08-22,26.85
"966",1997-08-23,27.6
"967",1997-08-24,27.78
"968",1997-08-25,27.72
"969",1997-08-26,27.47
"970",1997-08-27,27.23
"971",1997-08-28,28.63
"972",1997-08-29,28.85
"973",1997-08-30,28.38
"974",1997-08-31,28.02
"975",1997-09-01,26.5
"976",1997-09-02,27.79
"977",1997-09-03,27.24
"978",1997-09-04,26.72
"979",1997-09-05,26.63
"980",1997-09-06,26.85
"981",1997-09-07,26.68
"982",1997-09-08,25.95
"983",1997-09-09,27.05
"984",1997-09-10,27.95
"985",1997-09-11,27.44
"986",1997-09-12,26.57
"987",1997-09-13,26.84
"988",1997-09-14,26.91
"989",1997-09-15,27.2
"990",1997-09-16,28.01
"991",1997-09-17,28.07
"992",1997-09-18,27.6
"993",1997-09-19,27.65
"994",1997-09-20,27.46
"995",1997-09-21,27.38
"996",1997-09-22,27.94
"997",1997-09-23,28.71
"998",1997-09-24,28.13
