"","date","L006_WNDS_MPH"
"191",2000-07-09,6.72
"192",2000-07-10,7.72
"193",2000-07-11,6.42
"194",2000-07-12,9.91
"195",2000-07-13,8.93
"196",2000-07-14,10.26
"197",2000-07-15,14.75
"198",2000-07-16,15.67
"199",2000-07-17,14.15
"200",2000-07-18,11.5
"201",2000-07-19,9.88
"202",2000-07-20,10.5
"203",2000-07-21,10.56
"204",2000-07-22,9.49
"205",2000-07-23,9.58
"206",2000-07-24,8.15
"207",2000-07-25,7.74
"208",2000-07-26,8.47
"209",2000-07-27,7.15
"210",2000-07-28,5.78
"211",2000-07-29,NA
"212",2000-07-30,NA
"213",2000-07-31,NA
"214",2000-08-01,NA
"215",2000-08-02,NA
"216",2000-08-03,NA
"217",2000-08-04,NA
"218",2000-08-05,NA
"219",2000-08-06,NA
"220",2000-08-07,NA
"221",2000-08-08,NA
"222",2000-08-09,NA
"223",2000-08-10,9.56
"224",2000-08-11,10.12
"225",2000-08-12,14.52
"226",2000-08-13,11.71
"227",2000-08-14,6.66
"228",2000-08-15,NA
"229",2000-08-16,NA
"230",2000-08-17,NA
"231",2000-08-18,NA
"232",2000-08-19,NA
"233",2000-08-20,NA
"234",2000-08-21,NA
"235",2000-08-22,NA
"236",2000-08-23,12
"237",2000-08-24,10.85
"238",2000-08-25,9.63
"239",2000-08-26,10.19
"240",2000-08-27,10.96
"241",2000-08-28,7.45
"242",2000-08-29,11.22
"243",2000-08-30,12.12
"244",2000-08-31,14.85
"245",2000-09-01,8.15
"246",2000-09-02,6.87
"247",2000-09-03,7.3
"248",2000-09-04,7.67
"249",2000-09-05,8.82
"250",2000-09-06,9.98
"251",2000-09-07,8.08
"252",2000-09-08,8.07
"253",2000-09-09,7.26
"254",2000-09-10,15.13
"255",2000-09-11,13.92
"256",2000-09-12,9.27
"257",2000-09-13,7.2
"258",2000-09-14,7.22
"259",2000-09-15,7.91
"260",2000-09-16,8.99
"261",2000-09-17,18.86
"262",2000-09-18,7.82
"263",2000-09-19,10.64
"264",2000-09-20,13.07
"265",2000-09-21,7.78
"266",2000-09-22,10.1
"267",2000-09-23,8.07
"268",2000-09-24,6.25
"269",2000-09-25,7.11
"270",2000-09-26,7.61
"271",2000-09-27,7.9
"272",2000-09-28,16.27
"273",2000-09-29,16.08
"274",2000-09-30,14.77
"275",2000-10-01,14.09
"276",2000-10-02,15.23
"277",2000-10-03,16.74
"278",2000-10-04,13.7
"279",2000-10-05,4.67
"280",2000-10-06,5.06
"281",2000-10-07,9.22
"282",2000-10-08,13.74
"283",2000-10-09,29.64
"284",2000-10-10,18.87
"285",2000-10-11,18.08
"286",2000-10-12,18.89
"287",2000-10-13,16.35
"288",2000-10-14,13.16
"289",2000-10-15,15.75
"290",2000-10-16,12.37
"291",2000-10-17,8.6
"292",2000-10-18,9.49
"293",2000-10-19,9.32
"294",2000-10-20,8.33
"295",2000-10-21,11.66
"296",2000-10-22,16.25
"297",2000-10-23,19.34
"298",2000-10-24,18.26
"299",2000-10-25,15.69
"300",2000-10-26,14.44
"301",2000-10-27,14.34
"302",2000-10-28,11.46
"303",2000-10-29,7.92
"304",2000-10-30,9.43
"305",2000-10-31,13.12
"306",2000-11-01,11.89
"307",2000-11-02,11.72
"308",2000-11-03,12.58
"309",2000-11-04,11.48
"310",2000-11-05,5.7
"311",2000-11-06,7.08
"312",2000-11-07,9.87
"313",2000-11-08,11.97
"314",2000-11-09,9.82
"315",2000-11-10,10.6
"316",2000-11-11,12.89
"317",2000-11-12,12.42
"318",2000-11-13,8.6
"319",2000-11-14,11.51
"320",2000-11-15,17.19
"321",2000-11-16,9.65
"322",2000-11-17,10.37
"323",2000-11-18,11.03
"324",2000-11-19,9.97
"325",2000-11-20,19.43
"326",2000-11-21,25.08
"327",2000-11-22,19.87
"328",2000-11-23,12.12
"329",2000-11-24,11.99
"330",2000-11-25,7.95
"331",2000-11-26,7.49
"332",2000-11-27,12.9
"333",2000-11-28,12.96
"334",2000-11-29,11.75
"335",2000-11-30,16.45
"336",2000-12-01,12.52
"337",2000-12-02,8.67
"338",2000-12-03,16.74
"339",2000-12-04,20.23
"340",2000-12-05,19.45
"341",2000-12-06,13.51
"342",2000-12-07,11.12
"343",2000-12-08,7.83
"344",2000-12-09,7.83
"345",2000-12-10,8.23
"346",2000-12-11,8.26
"347",2000-12-12,5.14
"348",2000-12-13,9.54
"349",2000-12-14,7.37
"350",2000-12-15,9.01
"351",2000-12-16,11.04
"352",2000-12-17,15.7
"353",2000-12-18,9.62
"354",2000-12-19,15.32
"355",2000-12-20,15.52
"356",2000-12-21,10.95
"357",2000-12-22,13.14
"358",2000-12-23,17.15
"359",2000-12-24,18.19
"360",2000-12-25,19.48
"361",2000-12-26,11.98
"362",2000-12-27,7.52
"363",2000-12-28,14.57
"364",2000-12-29,16.22
"365",2000-12-30,21.15
"366",2000-12-31,15.59
"367",2001-01-01,10.55
"368",2001-01-02,15.28
"369",2001-01-03,13.42
"370",2001-01-04,16.45
"371",2001-01-05,9.87
"372",2001-01-06,8.1
"373",2001-01-07,6.42
"374",2001-01-08,9.47
"375",2001-01-09,17.64
"376",2001-01-10,17.03
"377",2001-01-11,8.08
"378",2001-01-12,8.96
"379",2001-01-13,13.37
"380",2001-01-14,8.8
"381",2001-01-15,7.84
"382",2001-01-16,6.88
"383",2001-01-17,6.61
"384",2001-01-18,4.84
"385",2001-01-19,12.92
"386",2001-01-20,19.29
"387",2001-01-21,18.88
"388",2001-01-22,21.89
"389",2001-01-23,22
"390",2001-01-24,10.81
"391",2001-01-25,13.25
"392",2001-01-26,12.16
"393",2001-01-27,5.68
"394",2001-01-28,7.67
"395",2001-01-29,9.69
"396",2001-01-30,11.39
"397",2001-01-31,7.36
"398",2001-02-01,8.03
"399",2001-02-02,10.76
"400",2001-02-03,16.56
"401",2001-02-04,9.63
"402",2001-02-05,12.61
"403",2001-02-06,10.58
"404",2001-02-07,10.16
"405",2001-02-08,13.41
"406",2001-02-09,11.91
"407",2001-02-10,8.27
"408",2001-02-11,8.83
"409",2001-02-12,9.91
"410",2001-02-13,9.81
"411",2001-02-14,8.94
"412",2001-02-15,7.55
"413",2001-02-16,10.48
"414",2001-02-17,11.61
"415",2001-02-18,20.4
"416",2001-02-19,16.37
"417",2001-02-20,12.94
"418",2001-02-21,9.42
"419",2001-02-22,6.04
"420",2001-02-23,11.61
"421",2001-02-24,14.64
"422",2001-02-25,12.72
"423",2001-02-26,6.83
"424",2001-02-27,8.35
"425",2001-02-28,11.73
"426",2001-03-01,11.15
"427",2001-03-02,9.16
"428",2001-03-03,14.63
"429",2001-03-04,16.76
"430",2001-03-05,27
"431",2001-03-06,24.69
"432",2001-03-07,19.97
"433",2001-03-08,9.92
"434",2001-03-09,10.05
"435",2001-03-10,8.6
"436",2001-03-11,6.04
"437",2001-03-12,12.22
"438",2001-03-13,16.69
"439",2001-03-14,6.73
"440",2001-03-15,10.76
"441",2001-03-16,14.17
"442",2001-03-17,9.6
"443",2001-03-18,17.17
"444",2001-03-19,14.66
"445",2001-03-20,18.1
"446",2001-03-21,18.26
"447",2001-03-22,16.82
"448",2001-03-23,9.36
"449",2001-03-24,7.37
"450",2001-03-25,9.48
"451",2001-03-26,8.59
"452",2001-03-27,16.51
"453",2001-03-28,16.79
"454",2001-03-29,19.37
"455",2001-03-30,12.79
"456",2001-03-31,12.37
"457",2001-04-01,16.82
"458",2001-04-02,16.13
"459",2001-04-03,11.53
"460",2001-04-04,6.61
"461",2001-04-05,11.87
"462",2001-04-06,14.99
"463",2001-04-07,10.75
"464",2001-04-08,9.17
"465",2001-04-09,8.09
"466",2001-04-10,9.25
"467",2001-04-11,8.97
"468",2001-04-12,12.36
"469",2001-04-13,8.36
"470",2001-04-14,9.28
"471",2001-04-15,10.92
"472",2001-04-16,14.51
"473",2001-04-17,15.1
"474",2001-04-18,23.19
"475",2001-04-19,15.96
"476",2001-04-20,13.57
"477",2001-04-21,14.37
"478",2001-04-22,16.22
"479",2001-04-23,14.76
"480",2001-04-24,9.83
"481",2001-04-25,6.44
"482",2001-04-26,18.4
"483",2001-04-27,17.27
"484",2001-04-28,14.35
"485",2001-04-29,16.91
"486",2001-04-30,16.86
"487",2001-05-01,16.47
"488",2001-05-02,14.75
"489",2001-05-03,14.95
"490",2001-05-04,17.12
"491",2001-05-05,17.33
"492",2001-05-06,17.04
"493",2001-05-07,16.86
"494",2001-05-08,19.54
"495",2001-05-09,15.13
"496",2001-05-10,13.23
"497",2001-05-11,13.75
"498",2001-05-12,10.87
"499",2001-05-13,7.3
"500",2001-05-14,7.76
"501",2001-05-15,11.04
"502",2001-05-16,10.49
"503",2001-05-17,8.87
"504",2001-05-18,10.09
"505",2001-05-19,10.61
"506",2001-05-20,9.98
"507",2001-05-21,11.11
"508",2001-05-22,9.94
"509",2001-05-23,13.27
"510",2001-05-24,14.32
"511",2001-05-25,10.77
"512",2001-05-26,8.87
"513",2001-05-27,7.62
"514",2001-05-28,6.05
"515",2001-05-29,8.24
"516",2001-05-30,6.55
"517",2001-05-31,8.33
"518",2001-06-01,9
"519",2001-06-02,10.47
"520",2001-06-03,6.2
"521",2001-06-04,9.04
"522",2001-06-05,9.95
"523",2001-06-06,11.25
"524",2001-06-07,9.05
"525",2001-06-08,5.73
"526",2001-06-09,7.85
"527",2001-06-10,7.52
"528",2001-06-11,9.85
"529",2001-06-12,10.1
"530",2001-06-13,8.44
"531",2001-06-14,6.53
"532",2001-06-15,9.73
"533",2001-06-16,6.38
"534",2001-06-17,8.03
"535",2001-06-18,7.29
"536",2001-06-19,11.41
"537",2001-06-20,9.88
"538",2001-06-21,6.1
"539",2001-06-22,6.5
"540",2001-06-23,10.47
"541",2001-06-24,10.41
"542",2001-06-25,6.7
"543",2001-06-26,10.04
"544",2001-06-27,13.95
"545",2001-06-28,12.32
"546",2001-06-29,10.94
"547",2001-06-30,12.48
"548",2001-07-01,12.81
"549",2001-07-02,11.87
"550",2001-07-03,11.09
"551",2001-07-04,8.22
"552",2001-07-05,5.72
"553",2001-07-06,6.3
"554",2001-07-07,8.06
"555",2001-07-08,5.79
"556",2001-07-09,10.11
"557",2001-07-10,12.26
"558",2001-07-11,11.93
"559",2001-07-12,12.29
"560",2001-07-13,15.32
"561",2001-07-14,12.14
"562",2001-07-15,7.91
"563",2001-07-16,7.11
"564",2001-07-17,6.46
"565",2001-07-18,6.29
"566",2001-07-19,4.61
"567",2001-07-20,5.79
"568",2001-07-21,11.86
"569",2001-07-22,19.32
"570",2001-07-23,19.11
"571",2001-07-24,11.96
"572",2001-07-25,10.62
"573",2001-07-26,11.01
"574",2001-07-27,9
"575",2001-07-28,8.89
"576",2001-07-29,7.77
"577",2001-07-30,7.05
"578",2001-07-31,8.95
"579",2001-08-01,17.58
"580",2001-08-02,18.45
"581",2001-08-03,12.18
"582",2001-08-04,8.64
"583",2001-08-05,12.46
"584",2001-08-06,9.3
"585",2001-08-07,9.48
"586",2001-08-08,7.22
"587",2001-08-09,6.15
"588",2001-08-10,6.28
"589",2001-08-11,5.67
"590",2001-08-12,8.31
"591",2001-08-13,6.89
"592",2001-08-14,5.97
"593",2001-08-15,6.98
"594",2001-08-16,6.06
"595",2001-08-17,9.41
"596",2001-08-18,8.02
"597",2001-08-19,8.94
"598",2001-08-20,7.32
"599",2001-08-21,5.54
"600",2001-08-22,7.36
"601",2001-08-23,7.95
"602",2001-08-24,5.98
"603",2001-08-25,5.64
"604",2001-08-26,10.52
"605",2001-08-27,11.22
"606",2001-08-28,8.07
"607",2001-08-29,8.83
"608",2001-08-30,8.94
"609",2001-08-31,10.2
"610",2001-09-01,7.75
"611",2001-09-02,8.4
"612",2001-09-03,7.26
"613",2001-09-04,7.54
"614",2001-09-05,5.37
"615",2001-09-06,7.57
"616",2001-09-07,8.67
"617",2001-09-08,9.33
"618",2001-09-09,10.28
"619",2001-09-10,10.94
"620",2001-09-11,9.99
"621",2001-09-12,14.51
"622",2001-09-13,12.43
"623",2001-09-14,25.44
"624",2001-09-15,22.65
"625",2001-09-16,11.99
"626",2001-09-17,9.73
"627",2001-09-18,8.51
"628",2001-09-19,6.84
"629",2001-09-20,5.79
"630",2001-09-21,6.9
"631",2001-09-22,7.77
"632",2001-09-23,8.6
"633",2001-09-24,7.41
"634",2001-09-25,8.46
"635",2001-09-26,8.33
"636",2001-09-27,8.88
"637",2001-09-28,8.12
"638",2001-09-29,18.17
"639",2001-09-30,19.12
"640",2001-10-01,19.21
"641",2001-10-02,14.87
"642",2001-10-03,10.17
"643",2001-10-04,10.36
"644",2001-10-05,9.2
"645",2001-10-06,5.04
"646",2001-10-07,9.04
"647",2001-10-08,18.73
"648",2001-10-09,24.88
"649",2001-10-10,17.32
"650",2001-10-11,15.11
"651",2001-10-12,11.77
"652",2001-10-13,11.39
"653",2001-10-14,10.9
"654",2001-10-15,7.54
"655",2001-10-16,8.92
"656",2001-10-17,23.11
"657",2001-10-18,22.8
"658",2001-10-19,11.44
"659",2001-10-20,9.93
"660",2001-10-21,10.81
"661",2001-10-22,7.97
"662",2001-10-23,4.58
"663",2001-10-24,6.71
"664",2001-10-25,7.08
"665",2001-10-26,20.08
"666",2001-10-27,24.68
"667",2001-10-28,22.04
"668",2001-10-29,16.23
"669",2001-10-30,13.63
"670",2001-10-31,11.28
"671",2001-11-01,13.63
"672",2001-11-02,14.09
"673",2001-11-03,14.15
"674",2001-11-04,14.59
"675",2001-11-05,22.46
"676",2001-11-06,17.75
"677",2001-11-07,14
"678",2001-11-08,9.09
"679",2001-11-09,7.54
"680",2001-11-10,8.94
"681",2001-11-11,7.65
"682",2001-11-12,11.52
"683",2001-11-13,13.03
"684",2001-11-14,12.13
"685",2001-11-15,19.52
"686",2001-11-16,18.26
"687",2001-11-17,16.34
"688",2001-11-18,12.5
"689",2001-11-19,10.22
"690",2001-11-20,6.72
"691",2001-11-21,7.57
"692",2001-11-22,6.95
"693",2001-11-23,8.81
"694",2001-11-24,9.6
"695",2001-11-25,9.03
"696",2001-11-26,9.39
"697",2001-11-27,11.85
"698",2001-11-28,11.94
"699",2001-11-29,9.15
"700",2001-11-30,7.56
"701",2001-12-01,12.11
"702",2001-12-02,11.44
"703",2001-12-03,13.55
"704",2001-12-04,13.58
"705",2001-12-05,14.73
"706",2001-12-06,13.93
"707",2001-12-07,9.14
"708",2001-12-08,8.24
"709",2001-12-09,5.41
"710",2001-12-10,8.58
"711",2001-12-11,6.37
"712",2001-12-12,10.96
"713",2001-12-13,9.78
"714",2001-12-14,9.6
"715",2001-12-15,7.87
"716",2001-12-16,11.68
"717",2001-12-17,8.89
"718",2001-12-18,10.97
"719",2001-12-19,10.04
"720",2001-12-20,13.35
"721",2001-12-21,17.79
"722",2001-12-22,13.17
"723",2001-12-23,10.88
"724",2001-12-24,7.71
"725",2001-12-25,14.98
"726",2001-12-26,20.17
"727",2001-12-27,7.89
"728",2001-12-28,6.53
"729",2001-12-29,10.68
"730",2001-12-30,6.74
"731",2001-12-31,7.17
"732",2002-01-01,14.64
"733",2002-01-02,12.13
"734",2002-01-03,16.94
"735",2002-01-04,17.93
"736",2002-01-05,10.52
"737",2002-01-06,11.91
"738",2002-01-07,14.75
"739",2002-01-08,16.05
"740",2002-01-09,8.8
"741",2002-01-10,5.89
"742",2002-01-11,5.06
"743",2002-01-12,6.11
"744",2002-01-13,8.67
"745",2002-01-14,8.02
"746",2002-01-15,8.88
"747",2002-01-16,9.93
"748",2002-01-17,6.74
"749",2002-01-18,8.38
"750",2002-01-19,8.05
"751",2002-01-20,5.19
"752",2002-01-21,5.03
"753",2002-01-22,7.23
"754",2002-01-23,9.86
"755",2002-01-24,8.81
"756",2002-01-25,5.08
"757",2002-01-26,4.15
"758",2002-01-27,6.91
"759",2002-01-28,7.16
"760",2002-01-29,7.44
"761",2002-01-30,10.16
"762",2002-01-31,11.54
"763",2002-02-01,7.33
"764",2002-02-02,10.73
"765",2002-02-03,9.53
"766",2002-02-04,17.68
"767",2002-02-05,19.15
"768",2002-02-06,14.02
"769",2002-02-07,17.12
"770",2002-02-08,14.87
"771",2002-02-09,10.81
"772",2002-02-10,8.61
"773",2002-02-11,11.31
"774",2002-02-12,8.27
"775",2002-02-13,13.21
"776",2002-02-14,16.93
"777",2002-02-15,5.98
"778",2002-02-16,6.53
"779",2002-02-17,16.08
"780",2002-02-18,18.79
"781",2002-02-19,13.73
"782",2002-02-20,9.92
"783",2002-02-21,7.12
"784",2002-02-22,10.27
"785",2002-02-23,17.13
"786",2002-02-24,17.14
"787",2002-02-25,10.42
"788",2002-02-26,5.46
"789",2002-02-27,17.27
"790",2002-02-28,19.65
"791",2002-03-01,17.35
"792",2002-03-02,17.64
"793",2002-03-03,12.05
"794",2002-03-04,20.03
"795",2002-03-05,23.49
"796",2002-03-06,13.91
"797",2002-03-07,8
"798",2002-03-08,8.7
"799",2002-03-09,6.78
"800",2002-03-10,10.16
"801",2002-03-11,12.72
"802",2002-03-12,10.6
"803",2002-03-13,15.75
"804",2002-03-14,7.2
"805",2002-03-15,6.39
"806",2002-03-16,8.96
"807",2002-03-17,10.12
"808",2002-03-18,10.43
"809",2002-03-19,10.11
"810",2002-03-20,11.81
"811",2002-03-21,10.74
"812",2002-03-22,17.22
"813",2002-03-23,17.13
"814",2002-03-24,13.8
"815",2002-03-25,9.94
"816",2002-03-26,8.04
"817",2002-03-27,7.59
"818",2002-03-28,14.02
"819",2002-03-29,11.55
"820",2002-03-30,11.13
"821",2002-03-31,11.09
"822",2002-04-01,8.78
"823",2002-04-02,7.01
"824",2002-04-03,10.28
"825",2002-04-04,6.19
"826",2002-04-05,16.15
"827",2002-04-06,17.6
"828",2002-04-07,21.07
"829",2002-04-08,18.4
"830",2002-04-09,16.01
"831",2002-04-10,10.3
"832",2002-04-11,9.82
"833",2002-04-12,12.15
"834",2002-04-13,10.2
"835",2002-04-14,10.03
"836",2002-04-15,8.86
"837",2002-04-16,9.75
"838",2002-04-17,8.53
"839",2002-04-18,10.78
"840",2002-04-19,11.18
"841",2002-04-20,7.93
"842",2002-04-21,7.34
"843",2002-04-22,8.24
"844",2002-04-23,10.27
"845",2002-04-24,14.03
"846",2002-04-25,11.98
"847",2002-04-26,9.72
"848",2002-04-27,10.86
"849",2002-04-28,10.82
"850",2002-04-29,7.8
"851",2002-04-30,7.19
"852",2002-05-01,8.96
"853",2002-05-02,8.82
"854",2002-05-03,10.88
"855",2002-05-04,8.6
"856",2002-05-05,8.82
"857",2002-05-06,13.15
"858",2002-05-07,11.25
"859",2002-05-08,10.92
"860",2002-05-09,10.81
"861",2002-05-10,13.08
"862",2002-05-11,15.25
"863",2002-05-12,15.29
"864",2002-05-13,8.92
"865",2002-05-14,9.94
"866",2002-05-15,20.27
"867",2002-05-16,14.53
"868",2002-05-17,10.43
"869",2002-05-18,9.04
"870",2002-05-19,10.14
"871",2002-05-20,16.54
"872",2002-05-21,20.06
"873",2002-05-22,22.12
"874",2002-05-23,19.35
"875",2002-05-24,17.51
"876",2002-05-25,13.8
"877",2002-05-26,13.49
"878",2002-05-27,15.4
"879",2002-05-28,14.18
"880",2002-05-29,7.73
"881",2002-05-30,7.31
"882",2002-05-31,9.62
"883",2002-06-01,9.73
"884",2002-06-02,5.14
"885",2002-06-03,7.46
"886",2002-06-04,9.64
"887",2002-06-05,11.46
"888",2002-06-06,8.46
"889",2002-06-07,7.83
"890",2002-06-08,11.5
"891",2002-06-09,15.84
"892",2002-06-10,14.32
"893",2002-06-11,11.18
"894",2002-06-12,9.7
"895",2002-06-13,12.28
"896",2002-06-14,13.51
"897",2002-06-15,20.1
"898",2002-06-16,10.73
"899",2002-06-17,15.63
"900",2002-06-18,13.91
"901",2002-06-19,9.91
"902",2002-06-20,15.06
"903",2002-06-21,14.11
"904",2002-06-22,11.86
"905",2002-06-23,8.43
"906",2002-06-24,7.56
"907",2002-06-25,8.73
"908",2002-06-26,7.71
"909",2002-06-27,6.3
"910",2002-06-28,5.13
"911",2002-06-29,9.65
"912",2002-06-30,10.54
"913",2002-07-01,8.08
"914",2002-07-02,5.34
"915",2002-07-03,5.86
"916",2002-07-04,5.95
"917",2002-07-05,5.7
"918",2002-07-06,6.56
"919",2002-07-07,10.05
"920",2002-07-08,12.47
"921",2002-07-09,11.25
"922",2002-07-10,11.16
"923",2002-07-11,7.51
"924",2002-07-12,9.07
"925",2002-07-13,12.24
"926",2002-07-14,7.28
"927",2002-07-15,7.76
"928",2002-07-16,7.77
"929",2002-07-17,8.82
"930",2002-07-18,6.67
"931",2002-07-19,9.35
"932",2002-07-20,7.09
"933",2002-07-21,11.53
"934",2002-07-22,6.53
"935",2002-07-23,9.5
"936",2002-07-24,8.37
"937",2002-07-25,9.27
"938",2002-07-26,9.82
"939",2002-07-27,10.67
"940",2002-07-28,8.52
"941",2002-07-29,9.44
"942",2002-07-30,8.08
"943",2002-07-31,6.08
"944",2002-08-01,8.92
"945",2002-08-02,5.77
"946",2002-08-03,7.1
"947",2002-08-04,7.32
"948",2002-08-05,6.64
"949",2002-08-06,10.29
"950",2002-08-07,13.43
"951",2002-08-08,13.65
"952",2002-08-09,12.01
"953",2002-08-10,14.44
"954",2002-08-11,9.7
"955",2002-08-12,7.02
"956",2002-08-13,8.62
"957",2002-08-14,9.07
"958",2002-08-15,13.55
"959",2002-08-16,14.25
"960",2002-08-17,12.31
"961",2002-08-18,6.79
"962",2002-08-19,6.13
"963",2002-08-20,7.04
"964",2002-08-21,8.33
"965",2002-08-22,9.76
"966",2002-08-23,7.83
"967",2002-08-24,6.78
"968",2002-08-25,6.4
"969",2002-08-26,10.05
"970",2002-08-27,9.8
"971",2002-08-28,8.14
"972",2002-08-29,6.57
"973",2002-08-30,9.95
"974",2002-08-31,8.29
"975",2002-09-01,6.3
"976",2002-09-02,5.66
"977",2002-09-03,6.07
"978",2002-09-04,7.32
"979",2002-09-05,11.44
"980",2002-09-06,11.61
"981",2002-09-07,13.02
"982",2002-09-08,11.89
"983",2002-09-09,7.94
"984",2002-09-10,7.52
"985",2002-09-11,7.74
"986",2002-09-12,11.1
"987",2002-09-13,13.25
"988",2002-09-14,11.96
"989",2002-09-15,8.81
"990",2002-09-16,9.49
"991",2002-09-17,9.47
"992",2002-09-18,10.06
"993",2002-09-19,11.85
"994",2002-09-20,13.03
"995",2002-09-21,10.93
"996",2002-09-22,12.08
"997",2002-09-23,8.7
"998",2002-09-24,10.69
"999",2002-09-25,15.81
"1000",2002-09-26,15.05
