"","date","S191_S_FLOW_cfs"
"535",1973-06-18,NA
"536",1973-06-19,NA
"537",1973-06-20,NA
"538",1973-06-21,NA
"539",1973-06-22,NA
"540",1973-06-23,NA
"541",1973-06-24,NA
"542",1973-06-25,NA
"543",1973-06-26,NA
"544",1973-06-27,NA
"545",1973-06-28,NA
"546",1973-06-29,NA
"547",1973-06-30,NA
"548",1973-07-01,NA
"549",1973-07-02,NA
"550",1973-07-03,NA
"551",1973-07-04,NA
"552",1973-07-05,NA
"553",1973-07-06,NA
"554",1973-07-07,NA
"555",1973-07-08,NA
"556",1973-07-09,NA
"557",1973-07-10,NA
"558",1973-07-11,NA
"559",1973-07-12,NA
"560",1973-07-13,NA
"561",1973-07-14,NA
"562",1973-07-15,NA
"563",1973-07-16,NA
"564",1973-07-17,NA
"565",1973-07-18,NA
"566",1973-07-19,NA
"567",1973-07-20,NA
"568",1973-07-21,NA
"569",1973-07-22,NA
"570",1973-07-23,NA
"571",1973-07-24,NA
"572",1973-07-25,NA
"573",1973-07-26,NA
"574",1973-07-27,NA
"575",1973-07-28,NA
"576",1973-07-29,NA
"577",1973-07-30,NA
"578",1973-07-31,NA
"579",1973-08-01,2101608.39422016
"580",1973-08-02,1812912.47976384
"581",1973-08-03,1206161.74429632
"582",1973-08-04,1277112.43513728
"583",1973-08-05,518674.01580288
"584",1973-08-06,0
"585",1973-08-07,983523.36958848
"586",1973-08-08,626323.33983744
"587",1973-08-09,636109.6420224
"588",1973-08-10,0
"589",1973-08-11,1382315.1836256
"590",1973-08-12,3342022.19616384
"591",1973-08-13,2341372.79775168
"592",1973-08-14,621430.18874496
"593",1973-08-15,826942.53462912
"594",1973-08-16,1717496.03346048
"595",1973-08-17,2133413.87632128
"596",1973-08-18,1284452.161776
"597",1973-08-19,0
"598",1973-08-20,1600060.40724096
"599",1973-08-21,2816008.45372224
"600",1973-08-22,1125424.7512704
"601",1973-08-23,3033753.6773376
"602",1973-08-24,2155433.05623744
"603",1973-08-25,2960356.4109504
"604",1973-08-26,5213652.48903744
"605",1973-08-27,3080238.61271616
"606",1973-08-28,2126074.14968256
"607",1973-08-29,1989065.91909312
"608",1973-08-30,609197.31101376
"609",1973-08-31,1548682.32076992
"610",1973-09-01,1203715.16875008
"611",1973-09-02,1030008.30496704
"612",1973-09-03,1411674.09018048
"613",1973-09-04,1472838.47883648
"614",1973-09-05,2197024.84052352
"615",1973-09-06,2040444.00556416
"616",1973-09-07,562712.3756352
"617",1973-09-08,1367635.73034816
"618",1973-09-09,511334.28916416
"619",1973-09-10,538246.6201728
"620",1973-09-11,401238.38958336
"621",1973-09-12,1286898.73732224
"622",1973-09-13,609197.31101376
"623",1973-09-14,626323.33983744
"624",1973-09-15,944378.16084864
"625",1973-09-16,1135211.05345536
"626",1973-09-17,1715049.45791424
"627",1973-09-18,1683243.97581312
"628",1973-09-19,1242860.37748992
"629",1973-09-20,1078939.81589184
"630",1973-09-21,592071.28219008
"631",1973-09-22,822049.38353664
"632",1973-09-23,895446.64992384
"633",1973-09-24,685041.1529472
"634",1973-09-25,599411.0088288
"635",1973-09-26,548032.92235776
"636",1973-09-27,528460.31798784
"637",1973-09-28,618983.61319872
"638",1973-09-29,579838.40445888
"639",1973-09-30,594517.85773632
"640",1973-10-01,0
"641",1973-10-02,609197.31101376
"642",1973-10-03,386558.93630592
"643",1973-10-04,296035.64109504
"644",1973-10-05,0
"645",1973-10-06,291142.49000256
"646",1973-10-07,276463.03672512
"647",1973-10-08,327841.12319616
"648",1973-10-09,1419013.8168192
"649",1973-10-10,2321800.19338176
"650",1973-10-11,2074696.06321152
"651",1973-10-12,1010435.70059712
"652",1973-10-13,633663.06647616
"653",1973-10-14,535800.04462656
"654",1973-10-15,325394.54764992
"655",1973-10-16,300928.79218752
"656",1973-10-17,261783.58344768
"657",1973-10-18,193279.46815296
"658",1973-10-19,552926.07345024
"659",1973-10-20,1135211.05345536
"660",1973-10-21,1113191.8735392
"661",1973-10-22,1037348.03160576
"662",1973-10-23,910126.10320128
"663",1973-10-24,555372.64899648
"664",1973-10-25,435490.44723072
"665",1973-10-26,565158.95118144
"666",1973-10-27,286249.33891008
"667",1973-10-28,249550.70571648
"668",1973-10-29,254443.85680896
"669",1973-10-30,232424.6768928
"670",1973-10-31,205512.34588416
"671",1973-11-01,259337.00790144
"672",1973-11-02,538246.6201728
"673",1973-11-03,604304.15992128
"674",1973-11-04,225084.95025408
"675",1973-11-05,242210.97907776
"676",1973-11-06,540693.19571904
"677",1973-11-07,736419.23941824
"678",1973-11-08,506441.13807168
"679",1973-11-09,450169.90050816
"680",1973-11-10,0
"681",1973-11-11,303375.36773376
"682",1973-11-12,0
"683",1973-11-13,452616.4760544
"684",1973-11-14,129668.50395072
"685",1973-11-15,0
"686",1973-11-16,0
"687",1973-11-17,291142.49000256
"688",1973-11-18,0
"689",1973-11-19,183493.165968
"690",1973-11-20,0
"691",1973-11-21,0
"692",1973-11-22,0
"693",1973-11-23,274016.46117888
"694",1973-11-24,0
"695",1973-11-25,0
"696",1973-11-26,217745.22361536
"697",1973-11-27,0
"698",1973-11-28,0
"699",1973-11-29,181046.59042176
"700",1973-11-30,0
"701",1973-12-01,0
"702",1973-12-02,0
"703",1973-12-03,0
"704",1973-12-04,154134.25941312
"705",1973-12-05,0
"706",1973-12-06,0
"707",1973-12-07,0
"708",1973-12-08,0
"709",1973-12-09,242210.97907776
"710",1973-12-10,0
"711",1973-12-11,0
"712",1973-12-12,176153.43932928
"713",1973-12-13,0
"714",1973-12-14,0
"715",1973-12-15,0
"716",1973-12-16,0
"717",1973-12-17,305821.94328
"718",1973-12-18,0
"719",1973-12-19,0
"720",1973-12-20,457509.62714688
"721",1973-12-21,0
"722",1973-12-22,0
"723",1973-12-23,274016.46117888
"724",1973-12-24,0
"725",1973-12-25,0
"726",1973-12-26,119882.20176576
"727",1973-12-27,0
"728",1973-12-28,176153.43932928
"729",1973-12-29,0
"730",1973-12-30,0
"731",1973-12-31,0
"732",1974-01-01,185939.74151424
"733",1974-01-02,0
"734",1974-01-03,0
"735",1974-01-04,168813.71269056
"736",1974-01-05,0
"737",1974-01-06,0
"738",1974-01-07,181046.59042176
"739",1974-01-08,0
"740",1974-01-09,0
"741",1974-01-10,0
"742",1974-01-11,203065.77033792
"743",1974-01-12,0
"744",1974-01-13,0
"745",1974-01-14,171260.2882368
"746",1974-01-15,0
"747",1974-01-16,154134.25941312
"748",1974-01-17,0
"749",1974-01-18,0
"750",1974-01-19,190832.89260672
"751",1974-01-20,0
"752",1974-01-21,0
"753",1974-01-22,0
"754",1974-01-23,163920.56159808
"755",1974-01-24,0
"756",1974-01-25,0
"757",1974-01-26,0
"758",1974-01-27,0
"759",1974-01-28,181046.59042176
"760",1974-01-29,0
"761",1974-01-30,0
"762",1974-01-31,0
"763",1974-02-01,212852.07252288
"764",1974-02-02,0
"765",1974-02-03,0
"766",1974-02-04,168813.71269056
"767",1974-02-05,0
"768",1974-02-06,0
"769",1974-02-07,0
"770",1974-02-08,0
"771",1974-02-09,0
"772",1974-02-10,185939.74151424
"773",1974-02-11,0
"774",1974-02-12,0
"775",1974-02-13,0
"776",1974-02-14,0
"777",1974-02-15,0
"778",1974-02-16,0
"779",1974-02-17,183493.165968
"780",1974-02-18,0
"781",1974-02-19,0
"782",1974-02-20,0
"783",1974-02-21,0
"784",1974-02-22,166367.13714432
"785",1974-02-23,0
"786",1974-02-24,0
"787",1974-02-25,0
"788",1974-02-26,0
"789",1974-02-27,0
"790",1974-02-28,0
"791",1974-03-01,173706.86378304
"792",1974-03-02,0
"793",1974-03-03,0
"794",1974-03-04,0
"795",1974-03-05,0
"796",1974-03-06,0
"797",1974-03-07,0
"798",1974-03-08,166367.13714432
"799",1974-03-09,0
"800",1974-03-10,0
"801",1974-03-11,0
"802",1974-03-12,0
"803",1974-03-13,0
"804",1974-03-14,0
"805",1974-03-15,159027.4105056
"806",1974-03-16,0
"807",1974-03-17,0
"808",1974-03-18,0
"809",1974-03-19,0
"810",1974-03-20,0
"811",1974-03-21,0
"812",1974-03-22,95416.44630336
"813",1974-03-23,0
"814",1974-03-24,0
"815",1974-03-25,0
"816",1974-03-26,39145.20873984
"817",1974-03-27,41591.78428608
"818",1974-03-28,78290.41747968
"819",1974-03-29,78290.41747968
"820",1974-03-30,78290.41747968
"821",1974-03-31,78290.41747968
"822",1974-04-01,31805.48210112
"823",1974-04-02,0
"824",1974-04-03,205512.34588416
"825",1974-04-04,0
"826",1974-04-05,0
"827",1974-04-06,161473.98605184
"828",1974-04-07,0
"829",1974-04-08,154134.25941312
"830",1974-04-09,0
"831",1974-04-10,0
"832",1974-04-11,173706.86378304
"833",1974-04-12,0
"834",1974-04-13,0
"835",1974-04-14,0
"836",1974-04-15,205512.34588416
"837",1974-04-16,0
"838",1974-04-17,0
"839",1974-04-18,207958.9214304
"840",1974-04-19,0
"841",1974-04-20,0
"842",1974-04-21,0
"843",1974-04-22,185939.74151424
"844",1974-04-23,0
"845",1974-04-24,0
"846",1974-04-25,171260.2882368
"847",1974-04-26,0
"848",1974-04-27,0
"849",1974-04-28,0
"850",1974-04-29,0
"851",1974-04-30,163920.56159808
"852",1974-05-01,0
"853",1974-05-02,0
"854",1974-05-03,0
"855",1974-05-04,0
"856",1974-05-05,0
"857",1974-05-06,0
"858",1974-05-07,0
"859",1974-05-08,0
"860",1974-05-09,0
"861",1974-05-10,0
"862",1974-05-11,0
"863",1974-05-12,0
"864",1974-05-13,0
"865",1974-05-14,0
"866",1974-05-15,0
"867",1974-05-16,159027.4105056
"868",1974-05-17,0
"869",1974-05-18,0
"870",1974-05-19,0
"871",1974-05-20,0
"872",1974-05-21,0
"873",1974-05-22,0
"874",1974-05-23,0
"875",1974-05-24,0
"876",1974-05-25,0
"877",1974-05-26,0
"878",1974-05-27,0
"879",1974-05-28,0
"880",1974-05-29,0
"881",1974-05-30,0
"882",1974-05-31,190832.89260672
"883",1974-06-01,0
"884",1974-06-02,0
"885",1974-06-03,0
"886",1974-06-04,0
"887",1974-06-05,237317.82798528
"888",1974-06-06,88076.71966464
"889",1974-06-07,90523.29521088
"890",1974-06-08,90523.29521088
"891",1974-06-09,303375.36773376
"892",1974-06-10,88076.71966464
"893",1974-06-11,90523.29521088
"894",1974-06-12,90523.29521088
"895",1974-06-13,90523.29521088
"896",1974-06-14,61164.388656
"897",1974-06-15,244657.554624
"898",1974-06-16,44038.35983232
"899",1974-06-17,44038.35983232
"900",1974-06-18,44038.35983232
"901",1974-06-19,7339.72663872
"902",1974-06-20,0
"903",1974-06-21,0
"904",1974-06-22,119882.20176576
"905",1974-06-23,44038.35983232
"906",1974-06-24,139454.80613568
"907",1974-06-25,822049.38353664
"908",1974-06-26,1264879.55740608
"909",1974-06-27,968843.91631104
"910",1974-06-28,1565808.3495936
"911",1974-06-29,1374975.45698688
"912",1974-06-30,1096065.84471552
"913",1974-07-01,1316257.64387712
"914",1974-07-02,2463701.57506368
"915",1974-07-03,2534652.26590464
"916",1974-07-04,2179898.81169984
"917",1974-07-05,2020871.40119424
"918",1974-07-06,1494857.65875264
"919",1974-07-07,2221490.59598592
"920",1974-07-08,1604953.55833344
"921",1974-07-09,748652.11714944
"922",1974-07-10,711953.48395584
"923",1974-07-11,618983.61319872
"924",1974-07-12,755991.84378816
"925",1974-07-13,2057570.03438784
"926",1974-07-14,956611.03857984
"927",1974-07-15,672808.275216
"928",1974-07-16,437937.02277696
"929",1974-07-17,362093.18084352
"930",1974-07-18,4836879.85491648
"931",1974-07-19,2373178.2798528
"932",1974-07-20,1773767.271024
"933",1974-07-21,1612293.28497216
"934",1974-07-22,1915668.65270592
"935",1974-07-23,2850260.5113696
"936",1974-07-24,2681446.79867904
"937",1974-07-25,1991512.49463936
"938",1974-07-26,2135860.45186752
"939",1974-07-27,1582934.37841728
"940",1974-07-28,2192131.68943104
"941",1974-07-29,2123627.57413632
"942",1974-07-30,2894298.87120192
"943",1974-07-31,2370731.70430656
"944",1974-08-01,1808019.32867136
"945",1974-08-02,1426353.54345792
"946",1974-08-03,1122978.17572416
"947",1974-08-04,1154783.65782528
"948",1974-08-05,1896096.048336
"949",1974-08-06,3009287.9218752
"950",1974-08-07,2590923.50346816
"951",1974-08-08,2197024.84052352
"952",1974-08-09,2165219.3584224
"953",1974-08-10,2130967.30077504
"954",1974-08-11,2106501.54531264
"955",1974-08-12,1756641.24220032
"956",1974-08-13,1560915.19850112
"957",1974-08-14,1230627.49975872
"958",1974-08-15,976183.64294976
"959",1974-08-16,944378.16084864
"960",1974-08-17,890553.49883136
"961",1974-08-18,1401887.78799552
"962",1974-08-19,1536449.44303872
"963",1974-08-20,2243509.77590208
"964",1974-08-21,1367635.73034816
"965",1974-08-22,1338276.82379328
"966",1974-08-23,1064260.3626144
"967",1974-08-24,1502197.38539136
"968",1974-08-25,2517526.23708096
"969",1974-08-26,2368285.12876032
"970",1974-08-27,1548682.32076992
"971",1974-08-28,1426353.54345792
"972",1974-08-29,1294238.46396096
"973",1974-08-30,2167665.93396864
"974",1974-08-31,1869183.71732736
"975",1974-09-01,1088726.1180768
"976",1974-09-02,721739.7861408
"977",1974-09-03,572498.67782016
"978",1974-09-04,633663.06647616
"979",1974-09-05,237317.82798528
"980",1974-09-06,308268.51882624
"981",1974-09-07,494208.26034048
"982",1974-09-08,291142.49000256
"983",1974-09-09,415917.8428608
"984",1974-09-10,1130317.90236288
"985",1974-09-11,1289345.31286848
"986",1974-09-12,609197.31101376
"987",1974-09-13,535800.04462656
"988",1974-09-14,565158.95118144
"989",1974-09-15,501547.9869792
"990",1974-09-16,305821.94328
"991",1974-09-17,283802.76336384
"992",1974-09-18,322947.97210368
"993",1974-09-19,217745.22361536
"994",1974-09-20,232424.6768928
"995",1974-09-21,261783.58344768
"996",1974-09-22,0
"997",1974-09-23,254443.85680896
"998",1974-09-24,579838.40445888
"999",1974-09-25,587178.1310976
"1000",1974-09-26,572498.67782016
"1001",1974-09-27,572498.67782016
"1002",1974-09-28,907679.52765504
"1003",1974-09-29,596964.43328256
"1004",1974-09-30,910126.10320128
"1005",1974-10-01,1954813.86144576
"1006",1974-10-02,1494857.65875264
"1007",1974-10-03,797583.62807424
"1008",1974-10-04,447723.32496192
"1009",1974-10-05,685041.1529472
"1010",1974-10-06,689934.30403968
